timestamp,tracker1_pos_x,tracker1_pos_y,tracker1_pos_z,tracker1_rot_roll,tracker1_rot_pitch,tracker1_rot_yaw,tracker1_rot_quat_x,tracker1_rot_quat_y,tracker1_rot_quat_z,tracker1_rot_quat_w,tracker2_pos_x,tracker2_pos_y,tracker2_pos_z,tracker2_rot_roll,tracker2_rot_pitch,tracker2_rot_yaw,tracker2_rot_quat_x,tracker2_rot_quat_y,tracker2_rot_quat_z,tracker2_rot_quat_w,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1755106864.5251834,0.21440643072128296,0.19251489639282227,-0.020680785179138184,-74.78647612880515,88.25348559488548,-166.24934652533793,-0.4969992214015129,-0.4989918485942468,0.5155668970988595,-0.48804681030678615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126.0,248.8,-276.49,-165.8,128.4,-88.18,-65.8,16.6,-37.79,-52.8,-4.6,-20.35,-203.8,28.8,-737.73,-239.6,28.8,-126.94,-99.2,30.0,-32.95,-2.8,27.2,-59.43,-135.2,-306.4,-336.24,-163.8,-74.8,-79.14,-65.4,-42.6,-48.77,-56.2,12.6,-41.34,-31.8,-167.4,-74.94,-67.4,-86.8,-31.01,-38.8,-17.6,-60.72,-28.0,-0.2,-48.13,-50.8,-64.6,-34.56,-35.2,-54.4,-50.07,-38.6,-27.6,-39.73,-31.2,-19.2,-56.53,-18.8,-83.4,-48.45,-29.2,-167.8,-120.16,-41.2,-252.6,-291.35,-156.6,-118.2,-160.53
1755106879.362141,0.18200157582759857,0.19216179847717285,-0.08253943920135498,86.57821511079838,87.50526268073781,-5.193059532674438,0.5175847052887769,0.48042378855574136,-0.4975122292467423,0.5037663560958293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.4,-23.2,-31.01,-35.4,49.4,-46.51,-15.6,15.8,-41.67,-37.8,5.0,-23.58,-30.0,17.0,-25.84,-8.6,58.8,-41.67,-32.6,64.8,-32.95,11.2,57.8,-58.14,-16.2,13.0,-12.6,19.0,82.6,-30.04,-4.6,80.2,-66.54,-72.6,86.0,-43.28,51.2,11.4,-33.59,105.2,123.0,-91.09,-7.2,274.4,-243.87,-141.8,134.6,-102.71,50.6,1.8,-40.7,256.0,39.0,-253.23,-36.6,161.8,-728.69,-273.6,37.0,-231.27,64.4,-70.0,-41.99,180.8,-182.4,-190.89,4.0,-340.6,-514.86,-204.4,-125.4,-162.15
1755106892.4998434,0.1819426417350769,0.1922081708908081,-0.08250045776367188,86.06730446986926,87.51798140420017,-5.73957155275121,0.517580042493155,0.4802351269866425,-0.49782503098887837,0.5036419833475663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.4,-23.8,-30.69,-34.8,49.2,-45.87,-15.8,15.4,-41.34,-37.8,4.8,-23.58,-29.8,16.4,-25.52,-8.8,59.0,-42.31,-32.6,65.0,-34.24,11.0,57.8,-58.79,-16.4,13.8,-12.27,19.2,82.2,-29.39,-5.0,80.6,-65.57,-72.2,86.2,-42.96,51.6,11.0,-33.27,105.2,123.0,-90.44,-6.6,274.6,-244.19,-141.8,134.6,-102.07,51.0,2.0,-40.38,256.6,39.6,-252.91,-37.0,162.2,-728.37,-272.8,36.6,-231.27,64.8,-69.6,-41.99,180.8,-182.4,-189.92,3.6,-341.0,-513.89,-204.0,-125.2,-161.82
1755106907.554171,0.24367918074131012,0.18985438346862793,-0.034407079219818115,-87.8570634203993,81.49491549385075,-179.31268381849338,-0.46693614467093414,-0.5283990119708699,0.5428975392203381,-0.4561001745541316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.4,-23.6,-31.33,-34.6,49.0,-46.51,-15.8,15.6,-41.99,-37.8,4.4,-22.93,-30.2,17.0,-26.16,-9.0,59.0,-41.99,-32.4,64.8,-33.59,11.2,57.4,-58.79,-16.4,13.8,-12.6,19.6,82.4,-29.72,-5.0,80.0,-65.25,-72.8,86.0,-42.96,51.2,10.8,-33.59,105.0,123.2,-90.44,-7.0,275.0,-244.19,-141.8,134.6,-102.39,50.2,1.6,-40.38,256.0,39.6,-252.91,-36.6,162.2,-728.37,-273.0,36.8,-231.27,64.8,-69.6,-41.02,180.2,-182.0,-190.25,3.6,-341.0,-513.89,-204.2,-125.6,-161.18
1755106923.029454,0.2553769648075104,0.1900491714477539,-0.1265973448753357,-90.93366386204858,84.1856207656418,177.56608432467587,-0.4812480476964423,-0.5188696408345733,0.5304541215785379,-0.46668300639902544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.4,-23.6,-30.69,-34.8,49.4,-46.84,-15.6,15.6,-41.34,-37.6,4.4,-23.58,-29.6,16.8,-25.84,-8.8,58.8,-42.31,-32.6,65.2,-33.59,11.0,58.0,-58.46,-16.2,13.6,-12.92,19.4,82.4,-29.72,-4.4,80.4,-66.22,-73.0,85.8,-41.99,51.6,11.2,-33.59,104.8,123.6,-90.76,-7.4,274.6,-243.87,-141.6,135.0,-102.39,50.8,1.8,-40.05,256.2,39.8,-252.91,-36.4,162.0,-729.01,-272.4,36.4,-231.59,64.8,-70.0,-41.67,180.8,-182.6,-189.6,3.8,-341.0,-513.89,-204.2,-125.6,-161.5
1755106940.2717533,0.2553248405456543,0.19089889526367188,-0.1260836124420166,-90.65560089328595,84.20142037412899,177.86301882968132,-0.4811069803097523,-0.5187620997613432,0.5304399716447956,-0.4669640135256364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,-20.2,-28.75,-32.0,55.6,-44.9,-16.2,23.8,-39.41,-40.6,9.8,-20.67,-23.2,23.2,-23.58,-1.0,76.4,-42.31,-33.2,88.8,-35.85,2.8,71.6,-58.79,-0.8,21.2,-12.92,50.8,119.4,-49.74,-9.4,145.2,-110.14,-101.6,108.2,-53.62,75.4,9.0,-38.11,186.2,142.6,-182.82,-46.6,322.0,-474.81,-207.8,119.4,-144.7,59.6,-18.2,-44.57,272.0,-73.6,-294.58,-89.8,-116.2,-759.05,-267.2,-54.8,-211.24,50.6,-81.4,-40.05,106.4,-207.4,-129.2,-13.0,-321.6,-259.37,-130.6,-121.6,-93.99
1755106955.2936819,0.2553038001060486,0.19094789028167725,-0.12599122524261475,-90.5924533646586,84.18139594770054,177.9140019017264,-0.48104381816919445,-0.5187687167469445,0.5305987822375366,-0.466841265614358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,-19.6,-28.75,-32.6,55.8,-44.9,-16.8,23.6,-38.76,-40.6,10.0,-20.67,-23.6,23.4,-25.19,-0.8,75.8,-42.64,-29.4,126.2,-67.51,-22.4,147.4,-85.27,-4.0,0.4,-15.18,90.2,68.4,-47.8,163.0,191.6,-266.15,-174.8,272.4,-271.32,37.6,-20.6,-31.33,141.4,-7.6,-73.32,291.8,6.0,-562.67,-295.2,6.2,-615.32,-4.0,-21.8,-32.62,91.0,-79.0,-76.87,129.0,-227.2,-257.75,-146.0,-257.8,-292.64,4.8,-60.8,-37.79,11.6,-110.2,-39.73,45.4,-163.8,-64.92,-33.8,-130.6,-64.6
1755106969.9833107,0.3304460942745209,0.19175326824188232,0.1060783863067627,85.63973842402893,80.27070555663914,-5.127539686116619,0.5402727014899864,0.449089413402831,-0.4627743940150797,0.5406143801998741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.4,-21.2,-29.07,-21.6,61.0,-43.28,-5.4,46.6,-38.44,-42.2,40.0,-19.38,-18.6,15.4,-23.9,25.6,78.0,-46.51,11.4,143.6,-62.99,-4.6,160.2,-89.47,-6.4,-0.4,-12.6,91.0,68.4,-47.8,163.6,191.8,-266.15,-175.0,272.8,-270.35,38.0,-20.6,-31.33,142.0,-6.8,-73.32,291.6,6.2,-562.99,-295.4,6.4,-615.32,-4.0,-22.0,-32.95,90.8,-78.6,-76.55,129.2,-227.0,-257.43,-146.2,-257.4,-292.96,5.0,-60.2,-37.79,11.8,-110.0,-39.41,45.2,-163.0,-64.92,-33.4,-130.4,-64.92
1755106986.430725,0.33041712641716003,0.19185781478881836,0.10605895519256592,85.52568552998622,80.29519437640532,-5.340645472843585,0.5404816009948304,0.44866939676835643,-0.4634388715103731,0.5401849163875505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.8,-21.0,-28.75,-21.2,60.8,-42.64,-5.4,46.4,-38.11,-42.8,39.8,-19.7,-18.8,15.8,-23.9,26.0,78.2,-46.19,11.4,143.8,-63.31,-5.0,160.6,-90.12,-6.2,-0.4,-11.95,91.0,68.6,-46.84,163.4,192.2,-266.48,-175.0,272.4,-270.35,38.0,-20.8,-31.01,142.4,-7.4,-73.64,291.6,6.4,-563.64,-295.4,6.2,-615.96,-4.2,-21.8,-32.3,91.0,-78.4,-76.55,129.6,-227.2,-257.11,-146.2,-257.8,-292.64,5.2,-60.0,-38.11,11.4,-110.2,-39.08,46.0,-163.4,-65.25,-33.6,-130.6,-64.92
1755107001.1735878,0.0963982418179512,0.1936178207397461,-0.15875333547592163,91.11300925690149,61.771175519243045,-1.0344609788022237,0.6159199129729396,0.3538876049570612,-0.37189387533797724,0.5975793858417711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.2,-20.8,-28.42,-21.4,61.0,-43.61,-5.4,46.4,-38.11,-42.4,40.4,-20.03,-18.2,15.4,-24.23,26.2,78.0,-47.16,11.2,143.6,-62.66,-4.8,160.8,-89.79,-6.0,0.0,-12.27,90.6,68.2,-46.84,163.2,191.8,-267.44,-175.0,273.0,-270.67,38.0,-20.8,-32.3,141.8,-7.4,-73.0,292.2,6.4,-563.64,-295.8,6.2,-615.64,-4.0,-21.6,-32.3,91.0,-79.0,-76.23,129.8,-227.2,-257.11,-146.0,-257.8,-292.96,4.8,-60.4,-38.11,11.6,-110.2,-39.41,45.6,-163.2,-64.92,-33.2,-130.4,-64.6
1755107016.68402,0.09648500382900238,0.19385194778442383,-0.15862351655960083,91.12127011708148,61.75056737345968,-0.956187274565205,0.6157861559364142,0.3541728512269026,-0.37140146960531545,0.5978544281037504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.6,-20.6,-28.75,-21.4,60.6,-43.61,-5.8,46.2,-37.79,-42.4,40.2,-20.03,-18.8,15.4,-23.9,25.8,78.0,-46.84,11.0,143.4,-63.31,-4.6,160.8,-89.79,-6.4,0.2,-12.27,91.0,68.6,-46.84,163.6,192.0,-266.15,-175.2,272.2,-270.67,38.0,-20.4,-31.98,141.6,-7.2,-73.64,291.8,6.4,-563.31,-296.0,6.2,-615.64,-4.2,-21.8,-32.3,91.4,-78.6,-76.87,129.6,-228.0,-256.79,-145.8,-257.6,-292.64,4.8,-60.0,-37.47,11.4,-110.2,-39.08,45.0,-163.2,-64.92,-33.0,-131.0,-64.92
1755107027.8685575,0.09643885493278503,0.19371461868286133,-0.15874022245407104,91.16765367779153,61.74011785564951,-0.8705905894828907,0.6157964834345263,0.3544275059634644,-0.37104264478443766,0.5979156651849173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.2,-20.8,-28.1,-21.6,60.8,-43.93,-5.2,46.2,-38.44,-42.6,40.4,-19.06,-18.6,15.8,-24.23,26.0,78.0,-46.84,11.6,143.6,-62.34,-4.8,161.2,-89.47,-6.0,-0.2,-12.6,90.6,68.4,-46.51,163.4,192.2,-266.48,-175.0,272.4,-270.67,38.2,-20.4,-31.65,141.4,-7.2,-73.32,292.0,6.6,-563.96,-295.6,6.4,-615.96,-4.2,-21.8,-32.62,90.8,-78.8,-76.55,129.8,-227.6,-257.11,-145.8,-257.4,-292.96,5.2,-60.2,-38.11,11.4,-109.8,-39.73,45.2,-163.4,-64.92,-33.4,-130.6,-64.6
1755107040.9698672,0.09640824794769287,0.1938554048538208,-0.15874028205871582,91.13444096648134,61.737240281319494,-0.8922647282325141,0.6156992861803608,0.3544034267762384,-0.37103769573204504,0.5980330832449623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.6,-21.4,-28.42,-21.4,61.0,-43.28,-5.0,46.0,-38.11,-42.8,40.4,-20.03,-18.6,15.6,-23.26,25.4,78.2,-46.19,11.2,143.8,-62.99,-5.0,160.2,-89.79,-6.4,0.0,-12.27,91.0,68.4,-46.84,163.4,192.4,-266.48,-175.4,273.0,-270.67,38.2,-20.8,-31.33,141.8,-7.4,-73.64,291.8,6.0,-563.31,-295.8,6.2,-615.64,-4.6,-22.6,-33.27,91.2,-79.4,-77.2,129.2,-228.2,-257.75,-146.4,-258.6,-293.61,5.2,-60.6,-38.11,11.6,-110.6,-39.41,45.6,-163.2,-64.6,-31.2,-131.2,-51.68
1755107044.2280161,0.0964360237121582,0.19391167163848877,-0.15862905979156494,91.11316107672077,61.739295281204875,-0.8828023578075846,0.6155524767832489,0.3545339915811393,-0.3709334515382171,0.5981715021086175,0.43581560254096985,0.23901772499084473,-0.3059081435203552,15.12403109517005,55.81387106198681,-95.07218144448743,0.4207832155728609,0.22744407273472966,-0.6878280532319275,0.5459883194494267,12.6,1.0,-26.49,58.6,146.6,-83.98,-17.6,212.2,-138.89,-122.2,104.0,-49.42,44.0,20.6,-28.1,211.0,150.2,-225.78,-35.6,302.0,-601.1,-208.6,151.4,-215.44,43.2,-28.4,-18.41,231.2,-80.8,-196.06,-3.6,-259.6,-675.72,-286.6,-67.6,-207.04,44.8,-52.2,-33.59,93.0,-130.2,-76.87,-9.6,-233.0,-203.81,-116.2,-122.2,-95.61,-18.8,-33.8,-32.95,13.8,-82.4,-54.91,-23.0,-103.8,-50.39,-52.0,-77.2,-57.49,-8.0,-59.8,-41.02,-25.0,-90.0,-35.85,1.0,-80.4,-34.56,-5.4,-24.6,-35.85
1755107059.5432928,0.14806373417377472,0.19194507598876953,-0.14227038621902466,91.33967523663058,65.5993795730603,-0.30400878782428264,0.6022825001554909,0.37694161132399595,-0.38905108438583064,0.5863531374980895,0.25614655017852783,0.19337940216064453,-0.10575973987579346,88.4081878358375,61.16195935607109,-0.8727168064415184,0.6030013197355687,0.3601250604093617,-0.35940262164312026,0.6144339761051039,12.0,0.8,-26.81,58.6,146.6,-84.63,-17.6,212.2,-138.89,-122.6,104.0,-49.42,44.0,21.0,-27.78,210.6,150.4,-225.78,-35.6,302.0,-600.78,-208.0,151.0,-214.8,43.4,-28.0,-19.06,231.2,-80.8,-196.38,-3.4,-259.2,-676.36,-285.8,-68.0,-207.04,44.8,-52.2,-33.92,93.4,-130.8,-76.23,-10.0,-233.2,-203.49,-116.2,-122.0,-95.29,-19.0,-34.0,-33.27,13.4,-82.4,-55.56,-23.0,-103.8,-50.39,-52.4,-76.6,-57.82,-7.8,-59.8,-40.7,-24.8,-89.6,-35.21,0.6,-80.6,-34.56,-5.8,-24.6,-34.56
1755107076.413579,0.14806760847568512,0.19302916526794434,-0.1413971185684204,91.20334662557444,65.6097114712566,-0.46968207133660383,0.6020948123128665,0.37658721537188167,-0.38950473445849326,0.5864724250668933,0.2562651038169861,0.19348585605621338,-0.1059187650680542,88.59451997057116,61.15211288361032,-0.6522635029124535,0.6033370137447992,0.36064836244992504,-0.35875537961002946,0.6141756608136881,12.8,0.8,-26.16,58.8,146.6,-84.63,-17.0,212.0,-139.21,-122.2,103.8,-49.1,44.0,20.6,-28.1,210.8,149.8,-225.45,-35.4,301.8,-600.78,-208.4,151.0,-215.12,42.8,-28.0,-19.06,231.6,-81.2,-196.06,-2.8,-259.2,-676.04,-286.4,-67.6,-206.72,44.4,-52.0,-32.95,92.8,-130.8,-77.52,-9.6,-232.6,-204.14,-116.8,-121.8,-95.29,-18.6,-34.0,-33.59,13.2,-83.0,-54.91,-23.0,-103.6,-50.07,-52.2,-76.2,-57.49,-8.0,-60.0,-41.02,-25.0,-89.8,-35.53,0.6,-80.6,-34.56,-5.6,-24.6,-35.21
1755107092.9209673,0.19814227521419525,0.18950092792510986,-0.12685662508010864,90.3281720444089,42.715255758212145,-1.1112319230842147,0.6628887591877105,0.2503649616422157,-0.26461189335138985,0.6541226151411004,0.2120709866285324,0.19343054294586182,0.041230082511901855,86.1291404673364,63.38708284052334,-3.210740586245518,0.59151823111147,0.3674040950695875,-0.37601263474830554,0.6113386301807726,12.6,0.8,-26.16,58.4,147.0,-84.3,-17.4,211.8,-138.89,-122.4,103.8,-49.1,43.8,21.0,-28.42,210.8,150.4,-225.13,-35.6,301.8,-601.1,-208.4,151.2,-213.83,42.8,-28.4,-18.41,231.2,-81.4,-196.38,-3.4,-259.2,-676.36,-285.8,-68.2,-207.04,44.6,-52.4,-33.92,93.0,-130.8,-77.52,-9.6,-232.8,-204.14,-116.2,-122.2,-95.29,-18.4,-34.4,-33.27,13.2,-82.2,-55.23,-23.2,-103.6,-49.74,-52.0,-76.2,-57.17,-7.6,-60.2,-40.7,-25.0,-89.8,-35.85,1.0,-80.2,-33.92,-6.0,-24.4,-35.21
1755107108.4829512,0.1980799436569214,0.18887603282928467,-0.1273360252380371,90.28724503487697,42.72298761782296,-1.1340559056998933,0.6626879740607172,0.25037194751583497,-0.2646971629376746,0.6542888525659608,0.21195700764656067,0.19318974018096924,0.04111635684967041,86.2103813829412,63.394537856077655,-3.169168377754698,0.5917960177676205,0.367393140720616,-0.37608849168331904,0.6110296004202653,12.6,1.0,-26.16,58.2,146.6,-84.3,-17.6,212.0,-138.89,-122.2,104.0,-49.42,43.8,21.0,-28.42,210.4,149.6,-225.78,-35.6,302.0,-600.13,-208.4,151.2,-215.44,42.8,-28.6,-18.41,230.6,-81.4,-195.42,-3.6,-259.2,-677.01,-285.8,-67.8,-206.72,44.2,-52.4,-33.27,92.8,-130.2,-77.52,-9.8,-232.6,-204.46,-116.2,-122.0,-95.29,-18.4,-34.0,-33.27,13.8,-82.2,-54.91,-22.8,-103.6,-50.71,-52.2,-76.2,-57.17,-7.4,-60.0,-39.73,-25.2,-89.6,-35.21,1.4,-80.4,-33.59,-6.2,-24.6,-35.21
1755107125.135154,0.19808104634284973,0.1888866424560547,-0.12698817253112793,90.22960661220239,42.76708281549686,-1.1745142383109037,0.662350432025625,0.2505250652124095,-0.2650551604887972,0.6544270763984329,0.21201348304748535,0.19335532188415527,0.04124504327774048,86.13181665321419,63.400154763416644,-3.2454595957678065,0.5916048624680671,0.3672880744280883,-0.37627144363319714,0.6111652215110046,12.4,0.6,-26.16,59.0,146.8,-83.98,-17.6,212.2,-139.54,-122.2,103.6,-49.42,44.0,20.8,-28.42,210.6,150.2,-225.45,-35.6,301.4,-600.78,-208.0,151.2,-214.47,43.0,-28.4,-18.41,231.0,-81.2,-195.74,-3.8,-259.4,-676.69,-286.4,-67.6,-207.04,44.4,-52.0,-33.59,92.8,-130.8,-77.2,-9.6,-232.6,-204.14,-116.4,-121.6,-95.93,-19.0,-34.2,-33.92,13.4,-82.0,-54.91,-22.8,-103.6,-50.07,-52.4,-76.4,-57.49,-7.8,-59.6,-40.7,-25.2,-89.2,-35.85,1.0,-80.2,-34.24,-6.2,-24.6,-35.85
1755107142.1505551,0.19807812571525574,0.18896174430847168,-0.12703180313110352,90.19543273179302,42.74878674051809,-1.2114447952973029,0.6622761083320231,0.2502853196259135,-0.2650865511941502,0.654581338959371,0.21206316351890564,0.1934598684310913,0.04129832983016968,86.09770347292104,63.406916163495175,-3.328342361993493,0.5916684202428529,0.3670095154142272,-0.376637755945365,0.6110454216439719,12.6,0.8,-26.49,59.2,146.8,-84.95,-17.6,212.0,-138.24,-122.0,103.8,-49.1,44.0,20.8,-28.1,211.0,150.2,-226.1,-35.4,301.8,-600.78,-208.4,151.6,-214.8,43.0,-28.4,-18.41,231.2,-81.0,-196.06,-3.8,-259.2,-676.04,-286.2,-68.0,-207.04,44.6,-52.2,-33.92,92.8,-130.6,-77.52,-9.6,-232.6,-204.14,-116.8,-121.8,-95.29,-18.8,-34.0,-33.59,13.4,-82.2,-55.56,-22.8,-103.6,-50.39,-52.4,-76.4,-57.17,-7.8,-60.0,-40.38,-25.0,-89.8,-35.85,1.2,-79.8,-34.56,-5.8,-24.6,-35.21
1755107158.6038666,0.19807171821594238,0.18897795677185059,-0.127111554145813,90.23489642412497,42.74421466794828,-1.1764523405072458,0.6624350863800178,0.25036998878990974,-0.2649466995253919,0.6544446932564826,0.21196593344211578,0.1932675838470459,0.041110098361968994,86.08909328312292,63.39895524192532,-3.3203319992011155,0.591620479554965,0.3670352241844385,-0.37652787983493563,0.611144051093406,-24.4,2.4,-24.87,-39.2,79.0,-42.96,-29.0,29.6,-37.47,-46.0,6.2,-20.35,0.6,83.8,-31.65,-28.6,145.4,-58.14,-72.6,96.6,-37.47,-7.0,53.0,-57.17,106.6,144.8,-97.87,-36.2,297.2,-246.13,-133.6,93.2,-108.53,-93.2,44.8,-38.11,306.6,40.4,-282.62,-93.8,108.0,-782.31,-261.2,44.0,-202.52,-96.2,11.6,-46.84,174.2,-164.8,-184.43,-72.2,-323.0,-458.98,-204.8,-120.0,-129.52,-90.2,-37.8,-55.56,47.6,-157.0,-60.72,-46.2,-233.4,-96.58,-63.6,-135.8,-52.0,-35.0,-24.2,-32.95
1755107172.5035944,0.14611615240573883,0.1897197961807251,-0.07222908735275269,90.27579855656089,40.797672721300145,-1.4929035844691385,0.6675034019999625,0.23719440001792286,-0.2556491667360944,0.6578917315938053,0.29259979724884033,0.19046831130981445,0.04416769742965698,86.6546857136762,50.39163520598905,-2.6671047348069137,0.6279215169878268,0.29514958620800935,-0.3073496131062198,0.6512583848340027,-24.2,2.4,-24.87,-39.0,78.6,-42.31,-28.6,29.4,-38.11,-46.0,6.8,-20.35,0.8,84.0,-31.01,-28.6,146.0,-58.14,-73.2,96.6,-37.79,-7.2,52.8,-56.2,106.8,145.2,-97.87,-36.6,297.0,-246.13,-133.6,93.4,-108.85,-92.8,44.4,-38.11,306.8,40.8,-281.98,-93.8,108.2,-782.63,-261.8,43.8,-203.17,-96.4,11.2,-47.16,174.6,-165.4,-185.08,-72.0,-323.2,-459.95,-204.8,-119.8,-128.88,-90.0,-36.6,-54.91,48.0,-156.8,-61.37,-46.0,-233.4,-96.25,-63.6,-135.8,-52.65,-34.8,-24.0,-33.59
1755107187.8767855,0.14619305729866028,0.18950128555297852,-0.07246989011764526,90.4015076424843,40.79605833023042,-1.3140297174942916,0.6678574628024588,0.23794725217712892,-0.25487374887790215,0.6575612944388225,0.2924692630767822,0.19055449962615967,0.044152677059173584,86.59255780845908,50.394590069073,-2.72259642229839,0.6277041260018338,0.2950293751372749,-0.30752083929279944,0.6514415351810546,-24.6,2.0,-24.87,-39.0,79.2,-42.31,-29.0,29.6,-37.79,-46.0,6.6,-20.67,0.8,83.8,-31.65,-28.6,145.2,-57.49,-72.6,96.4,-37.47,-7.0,53.0,-56.85,106.4,145.2,-98.52,-36.6,296.8,-246.45,-133.4,93.0,-108.53,-92.6,44.6,-38.44,306.6,40.8,-282.3,-93.6,107.8,-782.63,-261.4,43.8,-203.49,-96.8,10.8,-46.84,174.4,-165.0,-184.76,-72.0,-323.4,-459.31,-205.2,-120.0,-129.2,-90.6,-37.2,-55.23,47.8,-157.0,-60.4,-46.6,-233.8,-96.25,-63.6,-136.2,-52.33,-34.8,-24.0,-33.59
1755107202.8122623,0.1461920440196991,0.18934249877929688,-0.0726739764213562,90.43362044046037,40.76080708502493,-1.3058351013488088,0.6680984456841307,0.23771960088953115,-0.25468963217404067,0.6574701578518334,0.29253333806991577,0.19039225578308105,0.0441935658454895,86.53150217941474,50.40624835679077,-2.7520855182383626,0.627404824757009,0.29509946322864855,-0.3075936672435464,0.6516637137899156,-24.2,2.6,-24.23,-39.0,78.8,-42.96,-29.2,29.6,-37.47,-45.8,6.6,-20.35,0.8,83.8,-31.01,-28.2,145.2,-58.14,-72.6,96.6,-37.79,-7.4,52.4,-56.85,106.8,145.2,-97.55,-36.6,297.0,-246.13,-133.8,93.4,-108.85,-95.0,46.8,-39.08,302.6,-77.0,-286.5,-103.0,-257.8,-176.04,-88.8,-63.4,-71.06,-46.6,-11.4,-43.28,-27.0,-80.4,-37.15,-33.8,-92.0,-55.23,-49.4,-50.6,-36.82,-39.2,-28.4,-53.94,-13.6,-73.8,-38.11,-39.6,-91.4,-35.21,-9.4,-63.6,-34.88,-4.0,-5.0,-38.44
1755107219.9617443,0.22903656959533691,0.1896740198135376,-0.1793450117111206,90.66753082738197,5.565380756056418,-0.6600812230200382,0.7105600122163812,0.030035560055089512,-0.03857199799727773,0.7019362395937853,0.25037142634391785,0.1933279037475586,0.11312764883041382,85.63049526799628,62.84243047312432,-3.6837081974606543,0.5919647606872372,0.36357947707558624,-0.3742484427060178,0.614268482870629,55.0,174.4,-133.4,-113.0,245.4,-159.56,-100.6,61.8,-50.39,-68.4,8.0,-16.47,268.4,167.0,-474.49,-301.4,199.4,-507.43,-193.0,70.2,-81.07,-32.0,36.4,-55.23,214.6,-231.4,-384.69,-227.4,-212.4,-415.7,-161.0,-69.8,-95.29,-85.8,8.0,-37.79,65.4,-193.0,-104.33,-71.4,-195.2,-102.39,-81.6,-59.2,-70.41,-46.4,-11.4,-44.25,-27.0,-80.0,-36.82,-33.8,-92.0,-55.88,-49.6,-50.6,-37.47,-39.0,-29.0,-54.26,-14.0,-73.6,-38.11,-40.0,-91.8,-35.21,-9.8,-64.2,-34.88,-3.6,-5.0,-38.76
1755107235.436924,0.22905084490776062,0.18989360332489014,-0.17914748191833496,90.74179260603947,5.53194337831852,-0.6100377061589289,0.7110105713284652,0.030116262667845492,-0.03807774840966693,0.70150341859638,0.25044724345207214,0.19326066970825195,0.11314511299133301,85.81694420675254,62.85316502079442,-3.4999037659164705,0.592349007082689,0.36398022929448837,-0.37390858672351646,0.6138675398253626,55.2,174.2,-133.4,-112.8,245.2,-159.89,-100.4,61.4,-50.07,-68.4,7.6,-16.47,269.0,167.0,-474.16,-301.8,199.4,-507.76,-193.4,69.6,-81.72,-31.6,36.2,-56.2,215.6,-231.4,-385.02,-227.6,-212.2,-415.7,-161.0,-70.2,-94.32,-85.6,8.4,-37.79,64.8,-192.8,-104.65,-71.6,-195.4,-102.71,-81.6,-59.2,-70.74,-46.6,-12.2,-44.25,-27.0,-80.4,-37.47,-34.0,-91.8,-55.88,-49.6,-50.8,-37.15,-39.2,-29.0,-54.59,-13.4,-73.8,-39.41,-39.8,-91.6,-35.21,-9.6,-64.0,-34.56,-3.8,-5.0,-38.11
