timestamp,patch1_inference_enabled,patch2_inference_enabled,tracker1_pos_x,tracker1_pos_y,tracker1_pos_z,tracker1_rot_roll,tracker1_rot_pitch,tracker1_rot_yaw,tracker1_rot_quat_x,tracker1_rot_quat_y,tracker1_rot_quat_z,tracker1_rot_quat_w,tracker2_pos_x,tracker2_pos_y,tracker2_pos_z,tracker2_rot_roll,tracker2_rot_pitch,tracker2_rot_yaw,tracker2_rot_quat_x,tracker2_rot_quat_y,tracker2_rot_quat_z,tracker2_rot_quat_w,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1754653947.1107383,0.0,0.0,0.23884034156799316,1.0124295949935913,-0.16203056275844574,-90.62627251913358,-65.56955232707637,-179.7231945594515,-0.3822319569191172,0.5967906006550205,-0.5921424586566435,-0.3835452140217441,-0.2220395803451538,1.0094175338745117,-0.16797395050525665,-89.66884928615627,4.24083945996668,179.35465964466127,-0.03020586334011505,-0.7044186760980425,0.7087973117676812,-0.022095803203479113,-129.2,-66.4,-40.05,-140.0,82.8,-50.07,-99.2,30.2,-47.16,-135.6,99.2,-39.41,-98.0,27.0,21.64,-111.6,50.0,-61.05,-105.4,44.8,-57.49,-30.6,71.2,-76.87,-105.8,16.4,-18.73,-93.6,46.8,-29.07,-73.2,1.2,-70.74,-115.2,53.8,-50.07,-78.0,-5.0,-40.7,-88.4,8.0,-36.5,-97.0,28.6,-65.57,-99.8,36.4,-60.08,-142.6,1.2,-32.95,-111.2,37.8,-80.75,-106.6,17.2,-37.79,-127.0,-20.0,-58.46,-95.4,21.4,-46.19,-95.8,2.6,-44.25,-70.2,4.2,-65.89,-85.8,15.6,-60.4
1754653952.2018888,0.0,0.0,0.23886895179748535,1.0124998092651367,-0.16198526322841644,-90.65892691950752,-65.58561045988017,-179.64260303221087,-0.3826250747913259,0.5966361817421376,-0.592188957648933,-0.383321647509758,-0.22217613458633423,1.0092543363571167,-0.16796164214611053,-89.65715432664913,4.195954674568384,179.31380989719088,-0.030181659503295974,-0.7043473397133583,0.7088856005137592,-0.021564026238701284,-129.0,-66.6,-40.7,-140.2,82.4,-50.07,-99.0,30.4,-47.48,-135.8,98.8,-39.41,-97.6,26.2,22.29,-111.6,50.8,-60.72,-105.2,44.8,-57.49,-30.8,71.2,-76.55,-105.8,16.2,-18.73,-93.6,47.0,-28.75,-73.2,1.4,-70.74,-115.8,53.8,-50.39,-78.0,-5.4,-40.05,-88.4,8.0,-35.53,-97.0,28.8,-65.25,-99.8,36.4,-59.11,-142.4,1.8,-33.59,-111.4,37.4,-80.75,-106.8,17.4,-38.44,-126.8,-19.6,-58.46,-95.6,21.6,-46.84,-95.8,2.4,-44.25,-70.4,3.4,-65.57,-85.4,15.0,-60.4
1754653957.2299685,1.0,1.0,0.23734819889068604,1.0124815702438354,-0.16155366599559784,-90.22100481924562,-66.51903014773161,179.80492414108258,-0.38604227942130037,0.5930765416343807,-0.5894754022310253,-0.3895513309768731,-0.22285211086273193,1.0106064081192017,-0.1673007756471634,-91.4931793072792,3.639648272125829,179.60080452094206,0.024654596739650803,0.7158175932870299,-0.6975560685001121,0.020316060623682113,-129.4,-66.4,-40.7,-140.2,82.6,-50.07,-99.2,30.2,-46.84,-135.6,99.4,-39.73,-98.2,26.6,21.64,-111.4,50.6,-60.72,-105.2,45.2,-58.14,-30.6,71.2,-76.55,-105.8,16.2,-18.41,-93.8,46.8,-29.72,-73.6,1.2,-70.41,-115.8,54.0,-50.71,-78.6,-4.8,-40.7,-88.4,7.8,-36.5,-97.2,28.0,-65.57,-99.6,36.4,-59.76,-142.8,1.0,-32.95,-111.6,37.8,-80.75,-106.8,17.0,-38.76,-126.6,-19.2,-57.82,-96.2,21.4,-46.19,-95.8,2.4,-44.25,-70.2,3.8,-66.22,-85.4,15.2,-60.4
1754653962.3600934,0.0,0.0,0.14945125579833984,1.0139175653457642,0.06854410469532013,-89.17308502120676,-66.83029749360742,178.73709564200695,-0.38572312062774095,0.5902359511955871,-0.5901708312240947,-0.3931125798272847,-0.014028787612915039,1.0149797201156616,0.08524008095264435,-89.4383959187895,-31.972024817220404,179.90833785734864,0.19514998749777762,-0.6765789174905944,0.6829302432159386,0.1943286720950297,-129.6,-66.4,-40.38,-140.6,83.0,-50.07,-99.8,31.0,-46.51,-139.2,99.2,-22.61,-99.2,26.8,23.58,-113.6,50.8,-59.11,-109.0,47.2,-52.33,-33.8,76.8,-62.02,-109.8,17.2,-18.41,-99.2,46.2,-28.1,-81.6,-0.8,-68.15,-126.4,44.2,-34.56,-85.0,-4.2,-38.76,-101.4,7.8,-32.3,-144.6,3.2,-37.47,-194.2,-157.4,251.62,-166.4,10.6,-39.73,-248.6,185.2,246.45,39.6,89.6,-10.98,-72.4,11.0,-63.95,-132.0,161.4,-17.77,-44.8,135.2,-13.24,-7.6,67.2,-67.18,-29.6,60.6,-64.6
1754653975.4294567,1.0,1.0,0.15863001346588135,1.0133302211761475,0.10208801925182343,-89.35749642842461,-65.30305471249869,178.98745871917566,-0.3783910448400652,0.5953801968272833,-0.5953142574963826,-0.3846341993121254,-0.02840489149093628,1.023989200592041,0.00838923454284668,-94.07090803029041,-43.39455519119767,-177.85681746410592,-0.2646409558487626,0.6750982056092243,-0.6382070187680013,-0.2586490200283714,-426.0,-84.4,313.63,34.0,81.6,597.23,147.6,9.8,46.51,-12.0,35.0,-49.42,-202.0,48.0,247.42,-37.2,194.2,176.36,68.8,80.6,-21.0,58.8,46.0,-92.06,-242.0,-43.0,127.26,23.8,-0.8,113.7,60.6,6.2,-57.82,-48.0,53.2,-62.34,-331.8,-50.8,361.76,136.8,-4.8,342.38,56.0,45.4,-43.93,-37.8,52.0,-69.44,-299.2,222.2,212.53,51.6,236.8,137.6,9.8,81.0,-25.52,-74.4,11.6,-63.95,-132.2,161.8,-17.77,-44.4,134.8,-13.57,-7.8,67.4,-66.22,-30.6,60.4,-64.6
1754653975.4603746,1.0,1.0,0.15862154960632324,1.0134375095367432,0.10208864510059357,-89.38114436417703,-65.29208198695467,179.0121135814324,-0.3783821310058066,0.5954574538606539,-0.5953113675106425,-0.38452785166517844,-0.028435349464416504,1.0236564874649048,0.00863252580165863,-94.02271218425948,-43.50012493564957,-177.8168877853737,-0.26556352799366717,0.6744769352092922,-0.638360401171981,-0.2589455492283322,-425.8,-84.6,313.31,34.2,82.2,597.23,147.4,10.0,46.19,-11.4,34.4,-49.74,-202.4,48.6,247.42,-36.8,194.6,176.36,68.8,80.8,-20.67,58.6,45.0,-92.38,-242.6,-42.8,127.26,23.6,-1.0,113.37,60.6,5.8,-58.14,-48.0,53.6,-62.02,-332.0,-50.8,362.08,136.4,-5.6,341.09,55.8,45.2,-43.93,-37.8,52.0,-69.12,-299.0,222.4,212.86,52.6,239.0,137.92,11.6,81.2,-26.16,-72.6,11.0,-63.63,-132.0,168.8,-21.32,-41.6,143.0,-18.09,-7.0,69.6,-69.44,-30.4,60.6,-63.95
1754653977.586737,1.0,1.0,0.15838468074798584,1.0137852430343628,0.10205219686031342,-89.29441116966444,-65.29128217277407,178.92764872819242,0.37823021721431443,-0.5952882506208321,0.5954812281490326,0.3846762409899003,-0.030020415782928467,1.0202393531799316,0.005901262164115906,-88.63626123018086,-46.57863504000129,179.5614912948208,0.2804213296747653,-0.6427942695593191,0.6561132491487647,0.27873770606133985,-252.8,-12.6,526.81,113.2,103.8,221.58,51.2,10.0,-40.05,-42.6,36.2,-50.71,-135.4,94.6,188.63,36.0,103.8,32.3,13.0,32.4,-61.37,34.0,36.6,-89.79,-218.2,-47.4,132.43,33.8,-39.4,94.64,41.4,-48.4,-23.26,-39.4,17.6,-39.41,-182.2,25.4,-33.59,-245.4,-31.2,175.07,14.2,-97.0,364.02,87.4,6.4,22.29,-227.4,46.8,-38.76,-292.2,183.2,110.79,6.4,233.0,338.18,36.2,63.4,10.34,-137.8,70.2,-57.49,-153.8,126.8,-6.78,-32.0,180.0,3.55,13.4,116.0,-47.8
1754653982.6665194,1.0,1.0,0.15810108184814453,1.0139986276626587,0.10219793021678925,-89.40157371753672,-65.278917270873,179.03472198876597,-0.37836197215422224,0.5955319404875037,-0.5953256851041163,-0.38441018046736114,-0.027350306510925293,1.017219066619873,0.005328327417373657,-88.44462812451769,-46.63804229684348,179.25111709418474,0.27949012260992223,-0.6423137482955797,0.6562820427457129,0.28037847174107344,-253.4,57.6,640.19,127.8,107.8,218.67,41.4,-1.0,-39.73,-42.2,23.8,-52.97,-135.4,118.0,173.77,-9.2,114.4,24.23,-11.6,-8.8,-51.68,42.4,2.4,-89.15,-186.6,129.0,14.86,-125.2,6.8,40.38,-5.6,-161.0,42.31,-5.6,-23.4,-33.59,-172.4,26.6,-42.96,-291.6,-50.6,190.25,28.4,-123.0,411.83,99.8,6.2,21.0,-227.2,48.8,-36.5,-293.0,185.2,105.3,-1.0,239.0,348.84,40.2,65.2,11.95,-137.8,69.6,-57.17,-154.4,126.2,-7.75,-32.6,179.6,3.55,13.0,116.2,-48.13
1754653987.6824355,1.0,1.0,0.15815484523773193,1.0139923095703125,0.1021525114774704,-89.38677598532654,-65.27977716070887,179.0255857184942,-0.37836861960895685,0.5954824200007076,-0.5953690117079707,-0.384413198271252,-0.02709352970123291,1.016799807548523,0.005337312817573547,-88.3462935466652,-46.665637942448654,179.1967760915422,0.27958535889953323,-0.641817605815883,0.6566306079109523,0.28060357476585623,-253.8,58.2,640.51,127.8,107.6,218.35,41.8,-0.8,-40.05,-42.0,23.4,-53.3,-135.6,118.0,173.77,-9.4,114.0,24.23,-11.4,-8.4,-52.0,42.6,2.6,-88.5,-186.8,128.8,15.5,-125.4,6.6,40.05,-5.4,-161.6,41.99,-6.0,-23.2,-33.59,-172.6,26.6,-42.64,-291.6,-50.2,190.25,28.8,-122.8,411.83,99.2,6.0,21.32,-227.0,48.4,-36.5,-293.0,184.6,104.98,-0.4,238.8,348.84,39.8,65.2,12.27,-138.2,69.4,-58.14,-154.2,125.8,-8.08,-32.6,179.6,3.55,13.0,116.0,-47.8
1754653992.7949307,1.0,1.0,0.15791070461273193,1.0141021013259888,0.10214941203594208,-89.34854896650414,-65.28965611961678,178.97051544069794,-0.3782626394045223,0.5954333724488049,-0.5953493583000236,-0.3846238831682462,-0.0270233154296875,1.0167832374572754,0.00531497597694397,-88.3393089784027,-46.65075184908019,179.21910529429172,0.279641683857455,-0.6417583303064633,0.6567618436734449,0.280375718192171,-253.8,57.8,640.51,127.6,108.0,218.67,41.8,-1.0,-40.38,-42.0,24.0,-52.97,-135.6,118.2,173.45,-9.2,114.0,24.23,-11.4,-8.8,-51.68,42.6,2.4,-89.15,-187.0,129.6,15.5,-125.2,7.0,40.38,-5.2,-161.4,42.31,-5.2,-23.4,-34.24,-172.2,26.4,-42.96,-291.6,-50.8,190.57,28.0,-122.6,412.15,99.4,5.6,21.32,-226.8,48.2,-36.82,-293.4,184.8,105.94,-0.4,239.2,349.16,40.2,65.4,12.27,-138.0,69.4,-57.82,-154.2,125.8,-7.11,-32.6,179.6,3.88,13.2,115.8,-46.84
