timestamp,tracker_1_pos_x,tracker_1_pos_y,tracker_1_pos_z,tracker_1_rot_w,tracker_1_rot_x,tracker_1_rot_y,tracker_1_rot_z,tracker_2_pos_x,tracker_2_pos_y,tracker_2_pos_z,tracker_2_rot_w,tracker_2_rot_x,tracker_2_rot_y,tracker_2_rot_z,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1754499854.7806182,0.06039303541183472,0.19431602954864502,0.10223937034606934,0.6279741736074259,0.6156246513187889,0.3328609942855719,-0.34037955215608645,0.043358445167541504,0.2023543119430542,0.18235528469085693,-0.21207024544181569,-0.22665310013960874,-0.6610651663355582,0.6831159969197478,-3.735,-15.5325,18.9244,-5.2125,20.76,37.268,-1.1925,-21.735,68.0262,2.9325,-25.1475,-21.1024,-3.4875,-15.3525,-150.3546,-1.9575,30.8475,-9.6558,-1.7475,26.01,86.1399,-3.2175,-1.98,-13.9271,-5.835,-5.94,-13.7577,13.635,-2.0625,-20.7273,-3.8325,-2.985,9.075,6.7725,-18.6,-13.5278,5.8725,-20.3475,11.6402,-3.4875,-0.6375,14.6047,-4.44,0.48,6.2678,16.05,-1.71,-21.7316,14.2875,-2.4075,-19.4326,-14.0925,21.33,18.9607,-4.905,-1.1475,-113.4617,-4.095,4.5075,44.1529,-2.52,-34.6575,2.42,-23.715,58.7625,-119.6085,9.42,-1.245,-54.329,-0.1725,-1.29,14.3869
1754499855.143132,0.06034517288208008,0.19425272941589355,0.10209548473358154,0.6280486213375919,0.6155875264807288,0.3328142936715337,-0.3403550146867906,0.04338213801383972,0.20231014490127563,0.18256616592407227,-0.21210746810434702,-0.22660859308117778,-0.6610016140075796,0.6831806835406048,-5.835,19.2675,-271.4756,-5.2125,21.96,87.604,-1.1925,15.765,68.0262,0.5325,-24.8475,18.1016,3.8625,-3.3525,125.5254,-1.9575,-3.3525,-10.6238,-1.7475,26.31,-168.4441,9.0825,5.22,19.7109,-5.835,13.26,36.3363,-6.765,20.7375,10.2487,-5.0325,-2.985,-4.477,18.4725,-29.4,5.8322,-3.5775,54.0525,24.2242,-4.2375,2.9625,-0.3993,-4.74,-4.32,14.0118,-0.6,-1.71,10.6964,-4.9125,-2.2575,-3.9446,-24.2925,21.18,-104.9433,-6.105,2.6025,-115.3977,-4.545,18.0075,33.5049,-3.42,202.7925,15.972,15.885,-17.8875,34.7875,-2.43,-1.845,-62.073,8.5275,22.71,10.5149
1754499855.5057678,0.06033393740653992,0.1943594217300415,0.10202169418334961,0.6279718096073753,0.6156809998366743,0.3328582167428652,-0.34028473094811884,0.04340451955795288,0.20231270790100098,0.18246328830718994,-0.21236942940261336,-0.22608749348396323,-0.6612321781007114,0.6830488335538707,-5.085,12.8175,21.3444,-5.2125,20.76,-210.54,-2.3925,-61.335,68.5102,2.9325,8.4525,-21.1024,-5.7375,23.0475,130.3654,1.6425,30.5475,-10.1398,-1.7475,26.01,113.2439,-2.0175,7.77,-12.2331,-5.535,18.06,26.4143,-1.365,0.3375,10.2487,-3.8325,11.415,1.573,-3.1275,-27.9,5.8322,-4.7775,54.0525,-23.2078,-4.5375,-0.6375,-1.3673,-2.64,0.48,7.2358,-2.55,17.64,8.2764,4.8375,-2.1075,38.6474,-19.4925,21.18,-103.0073,-4.905,7.2525,39.4823,-2.295,8.1075,44.1529,-3.72,-37.2075,-30.976,14.685,-18.0375,35.2715,-2.13,-1.845,100.551,-1.3725,-1.29,33.7469
1754499855.868159,0.06033948063850403,0.1944715976715088,0.10220420360565186,0.6281073794930003,0.6155449567651264,0.33276678340953175,-0.34037007659735047,0.043357133865356445,0.20224547386169434,0.18238389492034912,-0.21236575707682473,-0.22603026500988274,-0.6613400660109201,0.6829644422994188,-5.535,19.8675,-269.5396,-4.0125,-11.49,70.18,-2.3925,20.265,-210.7578,-1.8675,-29.7975,19.5536,6.1125,-14.7525,125.5254,3.1425,30.5475,-8.6878,8.1525,26.01,125.3439,-3.2175,-1.98,33.2629,13.365,-5.94,-14.4837,-6.765,-2.0625,10.2487,-4.4325,0.015,-5.929,-3.1275,-27.0,15.5122,16.8225,-22.7475,8.7362,7.3125,-3.0375,-15.4033,-4.89,-4.32,-21.8042,-0.45,7.89,17.4724,33.6375,-0.0075,-26.6926,14.7075,21.18,80.9127,3.795,2.1525,39.4823,5.205,-0.8925,33.5049,15.63,194.3925,17.908,9.885,-8.4375,34.7875,-2.73,-1.695,-69.817,-1.2225,-0.09,30.8429
1754499856.2316194,0.060318589210510254,0.19432759284973145,0.10214459896087646,0.6281336957978424,0.6155158466705467,0.33290472108435826,-0.34023926947796895,0.04334741830825806,0.20226788520812988,0.18240809440612793,-0.21248120419780037,-0.22625645686487336,-0.6612863659152749,0.682905612364754,-3.135,-14.3325,5.8564,-5.2125,21.36,91.476,-2.3925,15.615,69.7202,-1.8675,-10.4475,22.9416,13.3125,-15.3525,125.5254,-1.3575,-7.7025,4.8642,-1.7475,26.01,79.3639,1.5825,-1.98,-8.3611,13.365,23.46,0.7623,14.235,-0.8625,14.3627,14.4675,-2.385,24.563,-3.1275,48.0,5.8322,9.6225,-13.1475,23.2562,-3.4875,-3.0375,-1.3673,4.56,-4.32,10.1398,-3.15,-1.71,8.2764,-4.9125,-2.4075,-27.1766,16.5075,-50.82,-104.9433,13.245,2.4525,70.7003,-4.545,1.5075,30.6009,-3.72,-36.6075,-1.452,9.885,-12.0375,-120.0925,0.27,-1.245,101.035,-0.1725,29.01,10.5149
1754499856.5936737,0.06034037470817566,0.19422340393066406,0.10233837366104126,0.6281290134703819,0.6156780037389459,0.33268260841234903,-0.34017178186903996,0.04332989454269409,0.2023736834526062,0.1823749542236328,-0.21248101477367554,-0.2261633221879092,-0.6612325729817894,0.6829886166097952,-3.435,19.5675,22.7964,-5.0625,21.96,-208.604,-2.2425,15.465,-210.2738,-1.8675,-20.3475,9.8736,-5.8875,-15.3525,133.2694,-1.9575,1.4475,-10.6238,3.0525,-2.34,-168.4441,-3.2175,-1.98,25.5189,13.365,-5.94,20.1223,-6.765,-2.0625,17.9927,-5.0325,-1.185,-5.445,-3.1275,-24.3,5.8322,-4.7775,-0.5475,23.4982,4.6125,-3.0375,17.9927,-2.64,6.48,-24.7082,-3.15,-1.71,9.2444,-4.9125,-1.2075,-27.1766,-23.0925,21.18,-102.7653,-6.105,-1.7475,39.9663,-4.695,8.1075,90.8589,15.48,198.1425,2.42,9.885,61.1625,-120.0925,-2.43,3.255,-69.817,-1.3725,-1.29,10.5149
1754499856.9569025,0.06030377745628357,0.19421279430389404,0.10219597816467285,0.627924730561656,0.615788742347751,0.33270716010808604,-0.34032441945646996,0.04330065846443176,0.20223164558410645,0.18153750896453857,-0.22160919345899383,-0.2458201295559337,-0.6443072746082086,0.6894417922571754,10.665,21.6675,18.9244,-4.7625,-17.64,77.924,-2.3925,15.765,89.3222,-1.8675,-17.9475,-19.1664,10.9125,23.1975,141.0134,-1.8075,-3.3525,-10.6238,0.6525,26.01,-165.5401,2.0325,7.62,33.7469,-1.035,-5.94,32.2223,-6.615,-0.5625,17.9927,-0.2325,-2.985,9.075,-2.9775,-13.2,13.5762,-4.7775,-3.2475,24.2242,-4.6875,18.5625,14.1207,-4.74,-4.32,-24.7082,6.45,-1.71,8.2764,-2.5125,-2.2575,3.7994,14.1075,-55.62,26.7047,-6.105,-2.3475,-115.3977,-4.695,-1.4925,-93.3031,-3.12,-37.2075,-0.484,9.885,-17.5875,35.7555,-0.93,7.755,-69.817,1.0275,-1.29,11.7249
1754499857.3205879,0.0600871741771698,0.1942915916442871,0.10115247964859009,0.6400365443743264,0.6275357911116739,0.31053535616063865,-0.31641718529202484,0.042408883571624756,0.20027679204940796,0.18333065509796143,-0.2854318728862632,-0.2900730895911111,-0.6370447319275415,0.6546451545520116,4.065,23.0175,12.1484,-5.2125,1.56,70.18,-2.3925,15.465,69.9622,20.3325,-24.5475,9.8736,-5.8875,-15.3525,129.3974,-1.9575,-8.1525,-5.7838,-1.7475,-12.39,113.2439,-3.2175,2.82,-14.1691,-5.835,13.26,1.7303,-6.165,1.8375,-20.7273,-5.0325,-2.985,26.741,2.8725,48.0,7.7682,0.0225,-3.5475,-23.2078,-4.6875,-3.0375,14.3627,-5.04,-3.57,10.1398,-3.15,7.89,-22.2156,33.4875,-2.4075,52.1994,15.1575,-53.22,-104.9433,-6.105,-2.0475,-110.5577,-4.695,-1.4925,-95.2391,1.08,-37.2075,91.476,9.885,-7.6875,28.9795,16.62,-1.845,-69.817,-1.3725,-1.29,-17.5571
1754499857.6833637,0.059655189514160156,0.19451689720153809,0.10088777542114258,0.6313374880674792,0.6153938294512957,0.33163015396425727,-0.33574521722998246,0.040127694606781006,0.2078191041946411,0.18738210201263428,-0.3171819846492418,-0.30849416669913776,-0.6209128627746717,0.647065836116323,-5.835,26.6175,3.6784,-5.2125,20.76,-207.394,-1.1925,15.465,52.5382,-1.8675,-24.2475,-21.1024,13.3125,23.0475,125.5254,-1.9575,30.6975,-6.7518,5.4525,-7.59,111.3079,-3.2175,4.02,-14.1691,17.565,-4.74,-6.9817,-4.065,-2.0625,14.3627,-4.7325,-1.785,9.075,-2.5275,-29.4,8.7362,14.4225,-11.0475,11.6402,-4.6875,-3.0375,-16.8553,14.76,-4.32,7.2358,-3.15,-1.71,16.0204,23.8875,2.3925,-7.3326,14.1075,-52.92,20.8967,-6.105,-2.0475,55.4543,-4.695,5.7075,29.1489,-22.92,-36.0075,33.396,11.085,-17.1375,-120.0925,-2.73,-1.845,85.063,-1.3725,-0.99,-20.4611
1754499858.0455265,0.05964630842208862,0.1943131685256958,0.10109007358551025,0.6304406071237867,0.6170931409483772,0.3298910292071911,-0.3360246512297262,-0.15723589062690735,0.2679330110549927,0.5224741697311401,0.6751364901087028,0.5365405690100428,0.3050595824788942,-0.404046532324874,3.765,-18.9825,-267.6036,-5.2125,22.11,83.732,-2.3925,-22.935,-209.7898,-1.5675,8.4525,17.6176,-3.4875,-15.3525,94.5494,4.0425,30.2475,24.7082,-1.7475,-11.79,124.8599,3.9825,-1.98,32.2949,13.365,-0.24,-8.9177,12.735,3.9375,-20.7273,-5.0325,-2.985,28.435,1.9725,47.4,21.3202,4.8225,-22.7475,-19.3358,-4.6875,-3.0375,-16.8553,-5.04,-4.17,-24.7082,-2.55,0.69,-22.6996,-4.9125,-2.1075,34.7754,14.1075,-53.22,-103.9753,3.495,19.2525,-111.5257,-4.695,-1.4925,90.6169,-10.92,193.1925,30.492,-18.915,-18.0375,-119.6085,-2.73,-1.845,121.847,-1.3725,-1.29,-12.7171
