timestamp,tracker_pos_x,tracker_pos_y,tracker_pos_z,tracker_rot_w,tracker_rot_x,tracker_rot_y,tracker_rot_z,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1754377092.167008,0.052290767431259155,0.16047263145446777,0.15944206714630127,-0.2793865708849782,-0.24477146273344297,-0.6400622920924047,0.6725699506038681,3.975,-13.32,224.092,8.0175,-83.025,-5.6628,5.82,21.15,224.0678,-4.665,-7.4475,-6.4009,24.9525,56.1225,-10.6722,11.5575,-12.6675,265.2562,-13.32,-2.985,-54.9461,-20.55,-2.565,-0.6897,-12.795,-3.735,-6.2315,12.615,64.785,-11.011,3.51,19.44,-27.4307,4.0275,-8.1,-3.5937,13.9275,11.055,-17.2304,2.6475,-3.2175,-11.737,-15.93,2.8425,-9.2928,-17.7,-3.6375,33.7469,-28.1175,25.8375,-12.5356,6.0375,14.175,-26.0513,-9.9075,3.9525,103.5155,-21.555,-5.685,-8.2401,-20.1075,8.8425,34.001,7.725,-1.245,135.3748,-8.5575,-0.57,-19.9771,-22.695,25.68,43.6447
1754377092.5299516,0.05457806587219238,0.16022372245788574,0.16014933586120605,-0.2502555628972291,-0.25317479807426124,-0.6486083553719605,0.6727420485225784,0.975,13.08,227.964,6.8175,-44.625,-5.6628,-20.58,13.65,176.8778,-5.865,31.5525,1.1011,-13.4475,47.7225,39.6638,8.2575,9.8325,263.3202,-7.92,-4.485,249.2479,-22.35,-7.365,-0.6897,-13.245,-1.935,17.0005,-11.385,65.085,-11.011,-6.39,-9.36,-12.4267,-17.5725,-7.8,-2.6257,-10.0725,17.355,-18.1984,-15.6525,33.9825,22.627,-15.93,-0.1575,-9.2928,-16.2,-1.8375,-5.6991,10.2825,6.6375,27.6364,-37.7625,-5.025,155.9327,28.4925,4.2525,-43.6205,-21.255,-5.685,157.2879,-20.1075,-15.1575,-11.979,-6.675,17.955,119.6448,-14.5575,-4.47,-21.4291,6.855,20.28,36.3847
1754377092.8936422,0.05368182063102722,0.1607685089111328,0.15777373313903809,-0.24961165654331954,-0.2617247436106812,-0.6541094528594146,0.6643304794265293,0.525,14.28,229.9,-13.5825,-82.425,17.5692,-3.78,11.4,207.8538,22.935,33.9525,-6.6429,-8.6475,46.5225,-10.6722,-13.4925,-12.9675,278.3242,4.08,-2.085,-54.4621,-16.8,-7.365,53.5183,17.955,-2.235,44.1045,-10.785,65.085,-6.655,-5.79,69.84,6.4493,21.4275,-8.1,27.8663,-5.2725,-8.145,-18.1984,-16.2525,5.1825,4.477,-15.33,-5.5575,-9.2928,-18.6,-3.6375,44.6369,1.8825,7.8375,48.9324,-38.0625,14.775,-22.1793,-9.6075,-15.2475,-50.8805,-21.555,-5.685,172.7759,-20.1075,-245.5575,51.425,-45.375,-10.845,111.6588,-13.2075,4.23,-20.9451,-22.695,-4.32,43.6447
1754377093.2563176,0.05437189340591431,0.16141903400421143,0.1590261459350586,-0.2479045848271638,-0.2619891960448905,-0.6530781714867686,0.6658782820868888,19.575,-15.57,247.082,5.6175,-43.575,-4.6948,-20.58,11.25,177.6038,-8.265,-2.6475,24.8171,-3.8475,46.5225,237.6198,8.2575,-12.9675,-15.9478,23.28,-1.485,-54.9461,1.65,-7.365,45.7743,5.955,15.615,18.9365,-7.785,65.985,-26.499,-6.24,24.24,-12.9107,-17.5725,-8.1,-2.6257,-9.9225,-8.145,-18.1984,-16.5525,-4.4175,19.723,-15.93,-5.5575,-9.2928,-18.6,7.1625,-1.8271,-28.1175,7.8375,-13.0196,0.6375,19.575,117.2127,-9.3075,-14.6475,-51.3645,0.645,-5.685,141.7999,-17.7075,-14.5575,-12.463,12.225,10.755,135.3748,5.2425,-5.07,137.3229,-22.695,-3.72,-2.8193
1754377093.6196847,0.05378708243370056,0.16224730014801025,0.15791559219360352,-0.2484176698768835,-0.265648934196514,-0.6549673902982968,0.6623722791562554,14.475,23.88,-64.614,-8.7825,-82.725,-5.4208,20.22,16.05,223.0998,-5.865,-4.4475,1.1011,-13.4475,46.5225,237.1358,25.0575,-12.6675,270.5802,4.23,21.915,-54.4621,-22.05,-7.365,30.2863,-13.245,-3.735,18.9365,-1.785,65.385,-26.499,22.41,-8.76,-25.2527,20.8275,69.3,51.3403,9.2775,-75.345,28.2656,2.6475,-2.0175,-12.221,12.87,13.7925,-8.3248,-17.4,-3.6375,-1.8271,13.8825,5.4375,49.4164,-28.7625,9.375,-12.2573,-9.9075,16.2525,111.2595,-13.905,-5.685,157.2879,-15.3075,-10.3575,-11.979,-45.375,-10.845,111.6588,-14.5575,14.43,149.1809,-22.095,-4.17,0.0847
1754377093.9827104,0.05315166711807251,0.16293740272521973,0.15686070919036865,-0.24732992151265065,-0.26727814123442456,-0.6557452002317348,0.6613535510781395,-3.825,22.68,235.224,-13.5825,-83.025,-5.4208,-22.98,11.25,180.5078,-8.115,-7.2975,40.5471,-13.2975,46.5225,-10.4302,-11.8425,6.9825,-15.9478,25.68,-4.185,223.8379,-22.35,-7.065,45.7743,-13.245,-0.735,17.0005,-11.085,65.385,-26.499,-6.39,67.44,2.5773,-17.4225,-8.1,-3.5937,1.9275,-84.945,-17.9564,-16.5525,-4.4175,18.755,-15.93,-3.1575,6.1952,-18.6,-3.4875,-5.6991,-26.9175,5.4375,-13.0196,-38.2125,14.175,124.9567,-9.3075,-13.8975,-43.6205,-21.555,-5.535,-13.0801,-19.9575,4.0425,35.937,-45.375,-6.045,103.9148,-12.0075,-4.77,-21.1871,-22.695,-1.92,-2.8193
1754377094.3466358,0.050588786602020264,0.1630305051803589,0.15461182594299316,0.2511624982515157,0.2646067467378538,0.6591864760367199,-0.6575514150809395,-4.875,-14.37,-66.308,-7.8825,-82.425,-5.6628,15.42,13.8,211.7258,-5.715,2.1525,24.5751,26.1525,47.7225,237.1358,5.5575,26.6325,262.8362,4.08,-4.185,239.3259,-22.35,24.135,-0.6897,-12.045,16.665,18.9365,9.615,65.985,-26.015,-6.39,-9.36,2.5773,-17.4225,11.1,-3.5937,-0.4725,1.455,28.2656,-11.6025,5.1825,34.485,12.87,-5.5575,-9.2928,-16.05,-3.3375,50.4449,12.8325,10.2375,48.9324,-38.3625,16.575,99.7887,-9.9075,-15.2475,-51.3645,-20.955,-3.285,143.7359,-17.8575,4.0425,-12.463,13.425,17.955,111.9008,14.2425,-5.22,-5.9411,-22.695,-4.32,32.5127
1754377094.7097383,0.046888500452041626,0.16423368453979492,0.14989244937896729,0.16424847375927312,0.17030873361856463,0.7100384688250292,-0.6632214874443383,-4.425,-10.77,229.416,-13.2825,-83.025,-5.1788,16.62,11.55,219.2278,-5.865,2.1525,-6.6429,6.0525,46.5225,237.1358,-13.1925,-12.8175,-14.9798,14.88,-4.485,227.7099,-21.15,-7.365,46.5003,-5.445,7.065,24.7445,17.715,65.085,-26.499,-6.39,67.44,2.5773,-17.5725,70.65,0.2783,-0.3225,-84.195,-18.1984,-15.3525,-4.2675,40.051,22.47,4.0425,-1.5488,-18.45,25.1625,25.2769,-28.1175,15.0375,6.3404,-38.3625,19.275,95.9167,-9.9075,13.8525,119.0035,-21.555,-5.685,165.9999,-20.1075,13.6425,18.513,-40.575,-10.545,111.6588,-14.5575,-4.17,148.9389,-20.295,-4.32,-2.8193
1754377095.0728843,0.04822322726249695,0.1637479066848755,0.15049874782562256,-0.11936926353351572,-0.16936186583384202,-0.6917591039975138,0.6917635878557122,2.175,-13.92,228.932,15.2175,-82.275,-5.6628,-22.98,11.85,176.8778,-4.665,-2.6475,-6.1589,26.6025,46.6725,-9.7042,5.5575,63.8325,262.8362,-11.52,-4.485,223.8379,16.05,-2.565,1.2463,-8.145,-3.135,-13.9755,7.965,83.985,4.477,-6.24,67.44,18.0653,1.6275,68.7,27.3823,-8.8725,20.655,-18.1984,-14.7525,5.1825,18.755,-15.93,-5.5575,38.1392,-18.3,-3.0375,40.7649,-26.9175,6.1875,17.9564,-38.3625,14.175,155.9327,-9.6075,4.7025,-51.1225,-21.555,-2.685,-12.5961,-20.1075,13.6425,-12.221,12.225,-9.495,-50.9652,4.6425,-5.07,-17.5571,-17.895,-3.72,-2.8193
1754377095.4360812,0.05083772540092468,0.1636103391647339,0.13817846775054932,-0.12182008153698631,-0.13850461360570762,-0.6915895903483223,0.6983410200117914,-5.025,-13.02,225.302,-13.5825,-78.225,-1.7908,15.42,11.25,-69.7202,-13.065,-6.8475,-6.6429,15.3525,46.5225,244.8798,10.3575,15.9825,278.3242,23.88,24.315,231.5819,8.85,-7.365,0.2783,5.955,1.065,-12.0395,-11.385,89.385,-26.015,-6.39,-9.06,-20.6547,-17.5725,-1.8,43.1123,-10.0725,25.755,32.1376,-16.5525,-4.1175,26.499,-15.78,-5.5575,46.8512,-18.45,-1.2375,-5.6991,-24.5175,7.9875,49.9004,-38.3625,-4.725,160.7727,-9.3075,6.3525,142.7195,26.445,-5.685,-13.0801,-19.5075,-245.2575,18.997,14.775,13.155,-43.9472,-9.7575,-1.77,-21.1871,-12.495,-4.32,45.5807
1754377095.8006816,0.04834529757499695,0.16396689414978027,0.0993645191192627,-0.11271951554898271,-0.12676702848092616,-0.6932314623414733,0.7004673673207191,8.175,25.23,212.96,7.4175,-83.025,33.0572,-3.78,12.6,207.6118,6.435,30.9525,24.8171,15.5025,-30.1275,276.3398,15.1575,65.0325,282.1962,-10.32,-4.485,224.3219,-19.35,-7.365,49.6463,-13.245,77.865,-13.9755,-11.385,65.235,-22.627,-6.39,69.84,-28.3987,-17.5725,-5.1,27.3823,-10.0725,-84.645,-17.7144,-15.3525,22.2825,18.755,-15.93,-2.7075,25.7972,-18.6,-3.6375,40.7649,-24.5175,5.4375,33.4444,-28.1625,18.975,128.8287,-9.9075,3.9525,134.4915,-11.955,-5.535,149.5439,-20.1075,-15.1575,-0.847,-39.975,10.755,112.1428,-4.8075,-5.37,135.6289,-20.145,-4.02,43.6447
1754377096.1635869,0.04666963219642639,0.16464710235595703,0.09426075220108032,-0.11437045379987634,-0.12513142654342402,-0.6959352819188737,0.6978077340502475,5.175,25.53,229.658,10.4175,-6.225,-5.1788,-13.38,16.65,180.0238,-15.465,-7.4475,-6.1589,-3.8475,-10.9275,-10.4302,-13.6425,107.0325,23.4982,-7.92,-3.285,224.0799,-22.35,-6.165,46.2583,-8.445,-3.585,-13.9755,-11.385,91.335,-11.011,-5.79,72.84,2.5773,-5.4225,70.5,0.2783,-9.9225,-84.945,-18.1984,-16.5525,73.5825,-12.221,-11.13,-5.5575,-9.2928,-15.9,-3.6375,49.2349,-28.1175,5.4375,-13.0196,-32.3625,33.375,119.1487,-9.9075,12.3525,103.7575,-21.255,-5.685,145.6719,-10.5075,-244.3575,-11.979,-45.375,18.555,104.1568,-14.5575,-5.07,152.8109,-13.095,-4.32,-2.8193
1754377096.5274262,0.05038973689079285,0.14822304248809814,0.10990035533905029,0.11652529376987204,0.12238815307996878,0.6978718181330743,-0.6960013684033844,-24.525,13.08,-66.792,5.6175,-6.225,281.8332,8.82,11.25,176.6358,27.735,1.2525,47.8071,-13.4475,-25.4775,28.0478,-13.4925,102.2325,15.9962,4.08,-4.185,239.3259,-16.35,-7.365,-0.2057,-8.445,-3.585,-13.9755,-10.635,69.585,-11.011,-6.39,67.44,2.5773,-17.2725,14.4,32.7063,-9.6225,-65.745,-18.1984,-11.4525,-4.4175,18.755,-9.93,-4.3575,21.6832,0.6,-3.3375,42.7009,-26.9175,5.4375,-9.1476,-38.3625,14.175,102.2087,-9.9075,-12.8475,134.4915,-21.555,-0.885,157.5299,-20.1075,-245.5575,30.129,-45.075,65.955,127.1468,-4.6575,4.23,-20.4611,-22.695,-4.32,-2.8193
1754377096.8905373,0.04666736721992493,0.16416704654693604,0.09450334310531616,0.11488535728481283,0.12702479999380378,0.6975828883461991,-0.6957328438398229,4.125,25.98,195.536,7.1175,-6.075,288.6092,-3.78,11.25,177.6038,3.735,30.9525,24.3331,-13.4475,-30.2775,-10.6722,-13.3425,107.4825,-15.9478,-5.22,-2.085,-51.0741,-22.35,-7.365,45.7743,-13.245,-3.735,-13.9755,-1.785,64.785,8.349,-6.39,67.59,3.5453,-7.9725,71.4,-3.1097,-9.1725,-84.795,12.7776,-16.5525,-4.4175,18.755,-13.53,-3.7575,44.9152,-18.6,1.1625,-5.6991,-23.3175,19.8375,19.8924,-38.3625,-5.025,95.9167,0.2925,-15.2475,111.2595,-21.555,-5.685,-13.0801,-19.5075,6.4425,37.873,32.625,-6.045,119.4028,-14.5575,6.63,133.6929,-3.345,-4.32,1.0527
1754377097.2542748,0.046533554792404175,0.16431164741516113,0.09482288360595703,0.11486987493472814,0.1271981564248732,0.6971152535646992,-0.6961722975661941,5.325,-13.92,228.932,-13.4325,-6.225,273.3632,16.32,11.25,223.0998,22.935,30.9525,32.0771,-13.2975,-15.2775,-10.6722,5.5575,69.8325,15.0282,-14.52,-4.335,-51.0741,-19.35,14.235,30.2863,-13.095,-3.735,-13.4915,-10.635,85.185,7.381,-6.24,67.44,-28.3987,-16.3725,69.9,31.2543,-7.6725,-65.745,36.0096,-16.5525,-4.2675,26.499,-15.93,-3.1575,29.6692,-18.3,-3.6375,-5.2151,-27.9675,5.4375,49.1744,-28.7625,24.075,117.4547,-9.9075,-15.0975,-51.3645,17.145,-1.785,-13.0801,-20.1075,-14.5575,-12.463,-42.825,8.355,103.9148,-9.7575,-5.37,145.0669,-22.695,23.28,51.6307
1754377097.6175191,0.046477168798446655,0.16417694091796875,0.09480410814285278,0.11500834988831965,0.1273349586392922,0.6974401034580827,-0.695798940250242,-23.325,13.68,227.964,-13.5825,4.125,290.0612,15.42,11.25,-70.2042,27.735,-4.7475,-2.7709,-11.0475,-29.6775,-10.6722,15.1575,63.8325,15.0282,-15.12,-4.485,225.2899,-22.35,-7.365,31.2543,-11.445,-3.735,-5.9895,-11.385,64.785,-8.107,5.61,69.84,-12.9107,-17.5725,30.3,44.3223,-10.0725,-84.345,28.7496,-12.6525,73.2825,3.751,-5.73,-2.8575,-8.8088,-18.6,5.9625,-5.6991,-23.3175,5.4375,53.0464,-38.3625,-4.875,109.4687,18.8925,-2.7975,107.3875,-19.155,-5.685,141.7999,-8.1075,-15.1575,34.485,36.225,8.355,134.8908,-12.1575,-5.37,133.4509,-3.495,-4.32,44.1287
1754377097.9804668,0.046574950218200684,0.16399991512298584,0.095162034034729,0.1151705244501835,0.1269756914221848,0.697128004162166,-0.696150458668156,-5.025,14.88,-66.55,9.3675,-6.225,-5.6628,-8.58,11.4,177.6038,27.735,33.6525,35.9491,-12.8475,-30.2775,20.3038,-11.0925,75.8325,-15.9478,5.28,-4.485,227.7099,-17.55,-4.965,18.6703,-13.245,-3.735,-13.9755,-8.985,88.785,-26.499,-6.39,67.59,-11.9427,-17.4225,-8.1,27.3823,-7.0725,-70.545,29.2336,-6.9525,-4.4175,-10.285,-6.18,-4.3575,41.0432,-18.6,-3.3375,-4.7311,-28.1175,6.0375,56.6764,-37.7625,-2.025,124.9567,-0.3075,9.3525,103.9995,-7.155,-2.685,-13.0801,-20.1075,4.0425,111.441,-40.575,-10.545,120.3708,-14.5575,-2.97,-20.4611,-22.695,-3.72,-2.3353
1754377098.3444324,0.046563297510147095,0.16382288932800293,0.09505283832550049,0.11541196282420114,0.12676758628834062,0.6974384502896112,-0.6958373810222346,13.575,25.68,198.44,10.5675,3.375,-5.6628,10.62,11.4,-70.4462,-14.265,4.8525,47.8071,1.1025,-28.4775,20.5458,10.9575,102.3825,22.7722,-0.57,-2.685,235.9379,-22.35,-2.565,47.7103,-1.245,-3.735,-11.7975,-6.585,67.785,-26.015,-6.39,67.74,-20.4127,-17.5725,68.7,31.2543,4.9275,-84.345,-18.1984,-11.7525,72.5325,18.755,-15.93,-5.2575,37.1712,-18.6,-3.3375,25.2769,-28.1175,11.1375,35.3804,-32.3625,-5.025,-27.9873,-9.3075,19.7025,-50.3965,-11.955,-5.685,173.5019,56.9925,-245.5575,26.257,-45.375,-10.845,140.6988,-14.5575,-3.57,148.9389,-22.695,-3.72,28.3987
