label,pos_x,pos_y,pos_z
Corner_1,0.5835219621658325,0.31965041160583496,-0.5401953458786011
Corner_2,0.4320426881313324,0.303571879863739,-0.5076667070388794
Corner_3,0.4605054259300232,0.3222520351409912,-0.2862303555011749
Corner_4,0.643290638923645,0.3104502558708191,-0.270691841840744
Sensor_1,0.5362298488616943,0.3443508744239807,-0.5028289556503296
Sensor_2,0.5391537547111511,0.3164530396461487,-0.48844489455223083
Sensor_3,0.4552604854106903,0.36802786588668823,-0.5740317106246948
Sensor_4,0.44983577728271484,0.3354194164276123,-0.5066978931427002
Sensor_5,0.47257182002067566,0.33624255657196045,-0.46567079424858093
Sensor_6,0.5245580673217773,0.3153994679450989,-0.3966907560825348
Sensor_7,0.5575925707817078,0.3100329637527466,-0.3693901598453522
Sensor_8,0.5811770558357239,0.3078880310058594,-0.34724870324134827
Sensor_9,0.5759007930755615,0.30593591928482056,-0.32816967368125916
Sensor_10,0.5376622676849365,0.3106921315193176,-0.3349389135837555
Sensor_11,0.5034984350204468,0.3116331100463867,-0.3351579010486603
Sensor_12,0.4961823523044586,0.30603307485580444,-0.3216603100299835
Sensor_13,0.510127067565918,0.31118863821029663,-0.31549862027168274
Sensor_14,0.5377180576324463,0.3103181719779968,-0.3104621469974518
Sensor_15,0.527005672454834,0.3249567151069641,-0.3428504765033722
Sensor_16,0.5115070939064026,0.338733434677124,-0.3437989056110382
Sensor_17,0.48375123739242554,0.34878718852996826,-0.3711415231227875
Sensor_18,0.49389952421188354,0.31740885972976685,-0.3383377492427826
Sensor_19,0.49698448181152344,0.3102283477783203,-0.33848753571510315
Sensor_20,0.5002375841140747,0.3077450394630432,-0.3338433802127838
Sensor_21,0.4985845386981964,0.3094395399093628,-0.3389100134372711
Sensor_22,0.4938337802886963,0.31865519285202026,-0.3551088273525238
Sensor_23,0.43513602018356323,0.41208404302597046,-0.5226254463195801
Sensor_24,0.47166314721107483,0.3241403102874756,-0.3872145116329193
