timestamp,tracker_pos_x,tracker_pos_y,tracker_pos_z,tracker_rot_roll,tracker_rot_pitch,tracker_rot_yaw,tracker_rot_quat_x,tracker_rot_quat_y,tracker_rot_quat_z,tracker_rot_quat_w,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1754646442.4200964,-0.14704257249832153,1.013812780380249,0.0786915123462677,-89.65683418131674,-28.119208710405758,179.95117101579777,0.17200046903664826,-0.6839404948850929,0.687902325221187,0.1715562003548902,-124.6,-218.2,21.32,-86.8,-154.2,6.78,-32.2,-23.8,-32.3,-51.8,37.0,-37.79,-236.4,-281.0,403.75,25.6,-23.2,81.72,31.4,-2.0,-23.58,30.6,34.2,-74.94,-305.2,140.6,686.38,205.0,95.8,274.23,51.6,20.0,-43.28,-64.0,49.2,-48.13,-142.6,269.0,145.03,43.2,185.2,64.6,-11.0,72.6,-61.37,-61.2,51.0,-58.14,-147.8,115.2,-26.81,-65.4,125.0,-78.49,-64.2,55.8,-41.34,-96.0,4.4,-55.23,-92.2,66.2,-56.53,-77.6,41.6,-49.74,-41.8,33.2,-65.57,-46.4,50.2,-56.2
1754646457.2594008,-0.08839339017868042,1.0139715671539307,0.08919675648212433,-90.18009876397204,-24.899401762352184,-179.61880786615941,-0.15449967410165177,0.6910538309669184,-0.6898975993537558,-0.15038508769915104,-124.8,-218.6,21.32,-86.6,-154.2,7.11,-32.4,-23.4,-32.3,-52.0,36.6,-37.15,-236.6,-280.8,403.75,26.2,-23.4,80.75,31.4,-2.0,-23.9,30.8,33.8,-74.61,-305.0,140.2,686.05,204.8,96.2,273.26,51.2,20.0,-42.64,-64.2,49.8,-48.45,-142.4,268.8,145.35,43.2,185.4,63.95,-11.4,72.0,-61.37,-60.8,51.4,-57.82,-147.4,115.4,-26.49,-65.6,124.8,-77.84,-64.8,56.0,-41.34,-96.2,4.2,-54.26,-92.6,65.6,-55.88,-77.4,41.8,-49.42,-42.0,33.0,-66.86,-46.6,50.0,-56.85
1754646468.7790048,-0.030063390731811523,1.0129003524780273,0.08115507662296295,-89.7274144592146,-9.74726833989152,-179.7686592756082,0.06163624381126644,-0.7027492667279425,0.7063437033722892,0.05850571519377498,-124.4,-218.4,20.67,-86.8,-153.8,5.81,-32.8,-23.0,-32.62,-51.8,36.8,-36.82,-238.0,-280.6,376.3,8.8,-39.6,246.45,79.2,-13.2,10.98,45.2,30.8,-78.17,-428.6,40.6,485.15,203.2,-148.6,378.88,64.2,-87.6,-27.78,-58.0,25.2,-49.74,-446.8,-60.4,416.67,167.2,-35.8,627.91,115.8,11.4,5.81,-28.0,37.2,-60.4,-344.8,242.2,194.12,48.8,320.2,223.52,44.8,98.2,0.32,-62.8,8.8,-57.17,-142.2,162.2,-26.49,-51.4,158.4,-8.72,0.6,80.4,-62.34,-25.2,60.0,-62.34
1754646482.579026,-0.030135273933410645,1.0129812955856323,0.08134429156780243,-89.56144073521497,-9.709024271019162,-179.86056237141983,0.06092209560585844,-0.7017949562625692,0.7073335431920965,0.05874941981795711,-109.4,-87.8,-43.28,-122.4,-61.4,-38.11,-75.6,1.6,-39.41,-65.8,37.4,-36.18,-150.8,-87.6,-10.01,-40.8,-13.2,-48.13,-50.8,-23.6,-69.12,14.8,22.4,-74.29,-271.8,-229.2,145.03,42.6,-265.8,195.74,46.4,-89.8,-27.78,-58.4,25.2,-49.74,-445.4,-59.8,417.64,167.2,-36.0,627.59,116.4,12.2,6.46,-27.6,37.0,-59.76,-344.8,242.2,194.12,49.2,320.2,222.87,44.8,98.6,0.0,-63.0,8.6,-57.49,-142.6,162.2,-26.49,-51.0,158.2,-8.08,0.6,79.8,-62.34,-25.2,60.4,-62.34
1754646497.3565092,0.029058337211608887,1.012750267982483,0.07562427222728729,-89.43410750402164,-5.073638863150897,-179.76502833178264,0.032892956060896324,-0.7028506964443114,0.7099560210426349,0.029686870853269744,-109.6,-88.0,-43.28,-122.8,-60.6,-38.44,-75.6,1.8,-40.05,-66.6,37.6,-35.85,-150.8,-87.2,-8.72,-41.0,-13.4,-49.1,-51.6,-23.6,-69.77,14.6,22.0,-74.94,-271.4,-229.0,144.7,42.4,-266.2,196.06,46.2,-90.6,-28.75,-58.0,25.6,-49.74,-445.6,-60.2,417.64,167.4,-36.0,627.59,116.4,11.8,5.81,-27.6,37.0,-60.08,-344.4,242.8,194.12,48.8,320.4,222.87,44.6,98.4,-0.65,-63.0,8.4,-58.14,-142.4,162.2,-26.16,-51.8,158.6,-8.4,0.4,79.8,-62.02,-25.0,60.0,-62.02
1754646511.6040466,0.02531498670578003,1.0118634700775146,0.06087152659893036,-88.41398497550443,-3.7104263455173196,179.79969590813783,0.021988252443634802,-0.696926587174458,0.7164091876254698,0.023825089195927348,-109.6,-87.6,-43.61,-122.4,-60.6,-38.44,-75.6,1.6,-39.41,-66.0,37.2,-35.85,-150.6,-87.2,-10.34,-41.0,-12.8,-47.8,-51.2,-23.4,-69.77,14.4,22.2,-74.29,-271.6,-228.8,144.38,42.6,-266.0,197.03,46.4,-90.4,-27.78,-58.0,25.0,-49.42,-445.4,-60.2,417.96,167.4,-36.0,627.91,116.2,12.0,5.81,-27.6,37.0,-59.43,-345.0,242.4,194.12,49.0,319.8,222.87,45.0,98.0,-0.32,-62.6,8.2,-57.82,-142.2,162.4,-26.16,-51.8,158.6,-8.72,0.6,79.8,-61.69,-25.4,59.8,-62.34
1754646526.0018442,0.010749876499176025,1.013068675994873,0.026708289980888367,-89.75831142248171,-2.0410125062236366,-179.41999409836862,0.016190990701218638,-0.7054289427834132,0.7085386975898091,0.008981001660535632,-109.6,-87.8,-43.61,-123.0,-61.2,-39.08,-75.4,1.6,-39.08,-66.6,37.2,-35.85,-150.8,-87.4,-10.01,-41.0,-13.0,-48.45,-50.8,-24.0,-69.12,14.6,22.0,-73.97,-271.2,-229.0,145.35,42.6,-266.4,196.38,46.0,-90.6,-28.75,-58.4,25.0,-49.74,-445.2,-59.6,417.96,167.6,-36.2,627.59,116.2,11.8,6.14,-27.6,37.2,-59.43,-345.0,242.2,194.45,49.4,319.6,222.87,44.8,98.4,0.0,-63.0,8.8,-57.49,-142.6,161.8,-25.84,-51.6,158.2,-8.4,0.6,79.4,-62.66,-25.6,60.0,-62.34
1754646542.0287435,0.13235414028167725,1.0226850509643555,0.04269440472126007,-90.07260941727748,-4.419211807675509,-179.6496926598381,-0.029406715095000945,0.7069419965371102,-0.7062132188208836,-0.025121247734416274,-110.0,-88.4,-43.28,-123.2,-61.6,-38.44,-75.8,2.0,-39.41,-66.0,37.6,-36.5,-151.0,-87.8,-9.37,-41.4,-13.4,-48.77,-50.4,-23.6,-68.8,13.8,22.0,-74.29,-275.4,-225.4,141.8,35.2,-270.6,171.84,29.2,-76.2,-58.46,-80.6,31.6,-47.16,-105.8,-296.4,638.89,182.0,-66.6,149.55,3.0,8.6,-62.34,-60.8,34.4,-58.14,-157.8,309.2,555.88,134.2,146.2,70.74,-11.4,42.8,-37.15,-85.2,-3.2,-57.17,-90.8,254.2,45.87,1.8,125.2,-15.5,-5.2,47.8,-67.51,-34.6,49.8,-59.43
1754646557.2405016,0.14066553115844727,1.0123226642608643,0.041404202580451965,-89.55228887164263,-4.064737172468427,-179.46361979794062,0.028469166513577743,-0.7037700820194602,0.7095266147383678,0.02165780582832826,-96.8,-79.8,-44.57,-115.2,-35.4,-43.61,-83.2,17.4,-39.08,-72.0,44.6,-33.92,-107.8,-75.0,-18.73,-38.4,8.6,-65.57,-67.6,2.0,-75.58,2.6,32.4,-70.09,-109.8,-258.6,123.06,41.6,-104.0,16.8,-15.4,-39.6,-65.89,-82.8,33.8,-47.16,-117.8,-261.0,656.01,179.2,-69.6,151.81,4.4,8.8,-62.02,-60.4,34.6,-58.14,-157.6,309.2,555.88,134.4,146.4,71.71,-11.8,42.4,-36.82,-85.0,-3.2,-56.2,-90.4,254.4,45.54,2.0,125.0,-14.86,-5.0,47.8,-68.48,-34.6,49.6,-59.11
1754646571.4695284,0.09157586097717285,1.0111701488494873,0.04260881245136261,-89.53272988611519,13.877233249252885,-179.0707398802516,-0.08009864486342863,-0.6997324760811017,0.7040713376668841,-0.09078613543549799,-96.8,-80.4,-44.9,-115.6,-35.4,-43.93,-83.6,17.2,-39.08,-71.8,43.8,-33.59,-108.2,-75.0,-18.73,-38.6,9.0,-65.89,-67.2,2.0,-75.58,2.6,32.4,-70.09,-110.0,-259.0,123.06,41.4,-103.6,16.8,-15.2,-40.0,-65.57,-82.6,34.0,-46.19,-118.4,-261.2,656.01,179.2,-69.6,151.16,4.6,8.6,-62.34,-60.2,34.2,-58.79,-157.2,309.8,556.21,134.4,146.6,70.74,-11.2,42.2,-36.5,-85.0,-3.4,-57.17,-90.4,254.4,46.51,2.0,125.6,-14.86,-5.4,47.6,-67.83,-34.4,49.6,-59.43
1754646585.4391534,0.053098320960998535,1.0098657608032227,0.03257153928279877,-89.26083650207181,24.405857299972975,-179.23189918121352,-0.14581954361255833,-0.6876501720095016,0.6945623980519571,-0.1531563237519858,-97.4,-80.0,-44.9,-115.2,-35.8,-44.57,-82.8,16.6,-38.76,-72.0,44.2,-33.27,-107.8,-74.8,-19.06,-38.2,8.8,-66.22,-67.6,2.0,-75.26,2.2,32.6,-70.09,-110.0,-258.6,123.06,41.6,-103.6,16.8,-15.2,-39.6,-65.25,-82.6,33.8,-47.16,-118.0,-261.0,655.69,178.2,-69.8,151.49,4.0,8.8,-62.34,-60.2,34.2,-58.14,-156.8,309.8,556.21,134.8,146.4,71.71,-11.8,42.6,-36.82,-85.0,-3.2,-56.53,-90.4,254.8,44.9,2.4,125.4,-15.5,-5.2,47.8,-67.83,-34.6,50.0,-59.76
1754646600.7155678,0.05340313911437988,1.0094927549362183,0.03247131407260895,-89.20755573979353,24.390287668464598,-179.2627992575153,-0.14598139390070747,-0.6873073538710868,0.6949443475376859,-0.15280800838434175,-97.4,-80.2,-44.57,-115.8,-35.6,-44.57,-83.4,17.0,-39.08,-71.0,44.2,-32.3,-108.2,-23.8,-31.98,-50.8,25.6,-44.9,-84.2,13.4,-73.0,-6.2,36.4,-65.89,-97.6,-64.2,-27.13,-48.0,-8.8,-35.85,-52.2,-24.8,-67.83,-94.8,34.2,-43.28,-60.8,-184.2,15.5,-9.6,-81.4,-22.61,-48.6,-3.0,-69.12,-73.2,28.4,-55.56,-104.6,-335.2,389.54,77.6,-77.0,8.72,-29.0,0.4,-39.73,-89.4,-13.0,-54.91,-31.0,130.6,757.76,166.2,44.2,94.96,26.8,22.6,-63.95,-29.0,41.4,-60.08
1754646615.540235,0.002503812313079834,1.0093694925308228,0.035984501242637634,-88.87734604034304,34.19687972696019,-179.21382315616992,-0.20533020372124577,-0.6706241611782616,0.6810137929117158,-0.2105299390186311,-98.4,-54.4,-39.73,-120.6,-14.8,-42.64,-92.6,26.8,-35.85,-77.0,47.6,-30.36,-109.8,-0.8,-31.98,-52.2,26.6,-44.25,-84.0,13.6,-73.0,-6.4,36.2,-65.25,-97.0,-63.4,-27.13,-47.8,-8.6,-36.5,-52.8,-25.0,-67.51,-95.0,35.0,-42.96,-63.6,-192.6,22.61,-4.8,-89.6,-17.77,-45.8,-5.0,-68.8,-71.6,27.8,-56.2,-134.6,-339.4,427.65,92.2,-86.0,29.39,-23.2,-0.2,-39.41,-87.8,-12.8,-56.53,-82.4,165.0,758.73,178.2,58.0,117.57,32.4,24.8,-62.66,-27.2,42.4,-61.37
1754646630.0502343,-0.035345375537872314,1.0082898139953613,0.030652835965156555,-88.71469753607572,39.53769131268536,-179.09029052540595,-0.23659884155348487,-0.659826888787506,0.6709566103259024,-0.2417986443350502,-98.2,-55.8,-41.02,-120.4,-15.0,-42.64,-92.2,26.8,-35.85,-76.6,47.6,-30.36,-110.4,-2.0,-31.33,-52.0,25.8,-45.54,-83.4,13.0,-73.97,-6.0,36.4,-65.89,-99.0,-67.4,-26.16,-47.2,-12.8,-35.85,-51.4,-26.4,-67.51,-94.6,33.8,-43.61,-67.8,-194.8,22.93,-4.6,-90.0,-17.44,-46.0,-5.4,-69.12,-71.8,27.8,-55.56,-134.6,-339.8,427.33,92.6,-85.8,29.07,-23.4,-0.2,-39.73,-87.8,-12.6,-56.2,-82.4,164.8,759.05,177.8,57.6,117.57,32.2,25.0,-62.99,-27.2,42.6,-61.37
1754646644.425775,-0.03531515598297119,1.0082361698150635,0.03059452772140503,-88.718053483633,39.53069651850747,-179.142233375315,-0.23684965623378157,-0.6597533714837347,0.6710618670650899,-0.24146141245398142,-98.2,-55.2,-41.34,-120.2,-15.0,-42.64,-92.0,26.8,-35.85,-77.0,47.6,-30.69,-110.6,-1.6,-31.65,-51.8,26.2,-44.9,-83.8,13.2,-73.32,-6.2,35.8,-66.22,-98.6,-67.4,-26.16,-47.2,-12.8,-35.85,-51.8,-26.6,-68.15,-94.6,34.0,-42.96,-67.8,-194.6,22.29,-4.4,-90.2,-17.12,-46.2,-5.0,-69.12,-71.8,27.8,-55.88,-135.0,-339.6,427.33,92.0,-85.6,29.07,-23.0,-0.6,-38.76,-87.4,-13.2,-55.88,-82.6,164.2,758.4,177.6,57.8,116.93,32.4,24.8,-62.99,-27.0,42.8,-61.05
1754646658.272359,-0.07669132947921753,1.0092593431472778,0.027640774846076965,-88.6198198170572,43.46626828300478,-179.20031722061412,-0.2604301332370365,-0.650719162458696,0.6628867901588298,-0.26329019471686393,-98.2,-54.8,-41.02,-120.4,-15.0,-42.64,-92.2,26.8,-35.53,-76.8,47.2,-30.36,-110.4,-2.2,-31.98,-52.2,25.6,-45.22,-83.8,13.0,-73.32,-6.2,36.2,-65.89,-98.6,-67.4,-26.49,-47.0,-13.2,-35.53,-51.4,-25.8,-67.83,-94.6,33.8,-43.93,-68.4,-194.2,22.93,-5.0,-90.0,-18.09,-45.6,-5.6,-69.12,-72.0,28.0,-56.2,-128.2,-337.2,318.48,25.4,-74.8,-64.6,-61.6,-3.8,-41.99,-97.6,-16.2,-53.62,-49.8,-308.4,269.71,70.8,-100.6,18.09,8.6,-7.0,-66.86,-33.0,34.6,-59.76
1754646672.8976393,-0.14209628105163574,1.0102818012237549,0.039401471614837646,-89.29237641243853,0.5528082843797526,-179.9216598825005,-0.0029517883484596018,-0.7027208040549036,0.7114489904373652,-0.003876439442123155,-98.8,-48.2,-37.15,-121.4,-9.8,-40.38,-94.8,30.4,-33.27,-78.0,49.2,-28.75,-112.2,15.4,-27.78,-54.4,31.4,-33.27,-87.2,18.0,-69.77,-9.2,38.6,-63.31,-100.0,-19.8,-27.78,-64.8,21.2,-33.27,-63.0,-15.4,-63.63,-100.8,36.6,-40.05,-68.2,-63.0,-44.9,-61.4,-31.2,-40.7,-73.0,6.6,-65.57,-81.4,29.2,-52.65,-126.6,-148.4,0.0,-49.8,-42.4,-73.97,-64.4,-3.4,-42.31,-98.0,-16.0,-53.62,-52.6,-308.6,270.03,71.2,-100.6,18.41,8.6,-7.4,-66.86,-33.0,34.6,-59.43
1754646687.4412434,-0.14185583591461182,1.0100749731063843,0.03937003016471863,-89.20577619375744,0.5597053961161962,179.96066475988982,-0.0037186481379062326,-0.7021793345083487,0.7119832412443666,-0.0031853342161196254,-98.8,-47.8,-38.44,-122.4,-9.2,-40.38,-95.2,29.6,-33.27,-78.4,49.0,-28.75,-112.2,15.6,-27.78,-55.2,31.0,-33.59,-87.6,18.2,-70.41,-9.8,38.6,-63.31,-100.6,-19.8,-27.78,-64.2,20.4,-32.95,-62.8,-15.0,-63.95,-100.6,36.4,-40.7,-68.6,-62.8,-44.57,-61.2,-31.6,-40.7,-72.8,6.6,-65.25,-81.8,29.0,-52.33,-126.4,-148.4,-0.65,-50.0,-42.2,-74.61,-64.4,-4.2,-41.67,-98.0,-16.2,-53.62,-52.8,-308.8,270.35,71.4,-100.4,19.06,8.8,-8.0,-66.86,-32.6,35.0,-59.43
1754646702.6684084,-0.17124825716018677,1.011303424835205,0.03744053840637207,-84.43984108185914,74.20664130957603,-174.98877754714832,-0.4228958150040451,-0.554953873672238,0.5723550839692203,-0.43080727304923205,-98.8,-48.0,-38.11,-121.8,-9.4,-40.7,-95.2,30.0,-33.92,-78.8,49.4,-29.07,-112.8,15.2,-27.46,-54.8,31.4,-34.24,-87.2,18.0,-69.44,-9.2,38.8,-62.99,-100.2,-19.8,-27.13,-64.4,20.8,-32.95,-63.0,-15.4,-63.95,-100.6,36.8,-40.38,-68.6,-62.8,-44.9,-61.6,-31.6,-40.38,-73.0,6.6,-65.89,-81.4,28.8,-52.65,-126.6,-148.6,0.65,-49.8,-42.2,-75.26,-64.6,-4.0,-41.02,-98.2,-16.4,-53.94,-52.2,-308.6,270.03,71.0,-100.2,18.73,8.4,-7.6,-66.54,-33.2,34.8,-60.08
