timestamp,tracker_pos_x,tracker_pos_y,tracker_pos_z,tracker_rot_w,tracker_rot_x,tracker_rot_y,tracker_rot_z,patch_on,area_num,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1754495628.2755587,-0.2543497383594513,0.5400393009185791,-0.019207358360290527,0.739747989765419,0.5860917885357145,0.27042176081966685,0.1901088663868745,0.0,0.0,-10.98,6.5175,-82.9455,-1.8225,-7.0875,-5.2998,3.2175,-38.6925,-33.4444,-3.36,-11.985,-3.9688,-4.3425,-5.3025,-63.6702,-0.0375,59.67,-31.8109,-3.7575,-3.75,-43.4874,4.7775,2.82,-5.2393,7.3725,-1.38,-3.6784,-4.47,-12.15,-18.4283,-1.2525,-2.28,52.4172,-6.135,-0.1575,-14.7862,-1.335,0.3075,-9.2686,-3.3375,-2.6625,18.5614,-5.1075,1.68,-10.8295,10.4025,5.7825,-3.5574,11.04,3.9975,-14.9193,18.645,-3.3225,-22.9658,3.4725,-1.755,-31.2785,-5.3325,-2.7975,-17.5208,17.685,53.55,-13.4794,17.4375,12.8325,-34.8117,6.5925,-37.1625,0.1694,-3.3375,-4.29,2.1659
1754495628.637671,-0.253151535987854,0.5396096110343933,-0.016999542713165283,0.7301244102611815,0.5975451795326973,0.2755812721573666,0.18415494905283,0.0,0.0,10.17,20.7675,-73.2655,4.9275,12.1125,-5.2998,12.9675,-38.9925,-41.9144,-3.81,-11.385,-3.4848,14.8575,99.9975,-63.6702,6.8625,63.27,-24.0669,-4.0575,-4.35,-43.4874,5.3775,0.72,10.2487,7.2225,6.42,10.1156,-4.47,-14.55,43.5237,-6.5025,-2.28,10.7932,4.665,-2.5575,-15.7542,-3.435,3.9075,53.1674,1.4625,-2.6625,-8.5426,14.0925,-77.22,-6.2315,5.4525,3.3825,1.2826,8.64,3.9975,-9.1113,9.045,2.0775,-30.9518,10.6725,-1.455,-30.7945,18.5175,6.8025,165.4312,-11.715,43.95,116.7166,-6.2625,-37.5675,-27.0677,30.5925,-34.7625,-1.5246,-5.7375,-4.29,8.9419
1754495628.9997268,-0.24993887543678284,0.5382031798362732,-0.016283750534057617,0.7253341237846472,0.6089676725511962,0.2732161358594148,0.16852809746687483,0.0,0.0,-10.68,2.0175,-89.7215,-4.8225,-7.0875,-5.2998,-3.9825,9.6075,-42.1564,5.64,-4.785,3.7752,-6.7425,-3.2025,-61.7342,-1.8375,34.47,-26.9709,-2.8575,-4.35,-43.0034,-0.0225,5.82,-5.2393,-2.3775,-1.98,-5.3724,-4.47,-14.55,-14.3143,20.0475,-2.28,-9.5348,-6.135,4.6425,-16.7222,-3.735,8.7075,-9.7526,-3.3375,-2.5125,-8.3006,-2.5575,-0.72,4.4165,-4.1475,3.6825,-4.5254,-11.16,13.5975,-12.9833,-9.855,-3.6225,-23.2078,19.0725,4.245,-31.2785,-3.0825,8.0025,-20.4248,9.885,52.65,-14.4474,-7.1625,2.0325,-42.3137,-3.0075,-37.1625,5.7354,-5.7375,-4.44,-0.9801
1754495629.3617692,-0.2113768458366394,0.5177264213562012,-0.024364471435546875,0.7363439376104561,0.618930952468103,0.2403206353192053,0.130261525340921,0.0,0.0,-3.78,-23.1825,-74.7175,-4.5225,2.5125,10.1882,12.9675,-48.4425,-42.1564,-3.96,-2.385,4.7432,-6.7425,-5.6025,-58.8302,-1.8375,34.47,-27.9389,-4.0575,-1.95,-42.5194,-4.8225,10.02,-5.2393,-2.3775,-0.63,-1.7424,-4.47,-9.75,43.5237,-6.6525,12.12,-9.5348,6.465,-4.9575,-1.2342,3.615,-0.4425,-9.2686,7.4625,2.1375,1.1374,5.6925,1.83,-11.0715,19.8525,12.9825,-2.5894,13.44,4.2975,-24.5993,-7.755,6.2775,-30.7098,-1.0275,-1.755,-23.5345,-5.4825,-0.3975,-20.4248,-10.515,46.35,-14.9314,-5.9625,2.0325,-26.0997,1.7925,-37.1625,-1.5246,13.4625,-2.04,-2.9161
1754495629.7243886,-0.19422131776809692,0.5038148760795593,-0.030099868774414062,0.7451052783499311,0.6182840957450217,0.22674464987429765,0.10549756400649626,0.0,0.0,-0.18,-23.0325,205.5185,-1.8225,-6.4875,0.5082,-1.4325,-67.4925,-40.9464,-3.96,-2.085,-0.0968,12.4575,-4.2525,-63.6702,1.7625,34.47,-29.8749,-4.0575,-4.35,-43.4874,2.3775,5.22,-4.2713,16.8225,-1.38,10.8416,-3.27,-14.55,-8.7483,12.5475,-2.13,-9.2928,-0.735,-4.9575,45.2298,-2.535,-0.8925,-9.7526,-3.3375,0.0375,10.8174,-5.1075,-0.12,-11.0715,-3.8475,-42.2175,-4.2834,-11.01,3.9975,-24.1153,-10.155,-3.0225,-30.4678,15.7725,-1.755,-31.2785,14.9175,-2.6475,-20.4248,-11.715,45.15,-14.4474,-7.4625,10.4325,-42.5557,-0.3075,-37.1625,13.4794,-0.9375,0.36,-4.6101
1754495630.086539,-0.12856173515319824,0.41824889183044434,-0.07902157306671143,0.7499554876688521,0.6309509030750738,0.19864087054018237,0.0030846936406771753,0.0,0.0,11.52,15.2175,-74.4755,-1.8225,-7.0875,-3.3638,-3.3825,9.6075,-34.4124,-0.96,-1.185,-3.9688,-6.7425,-5.6025,-55.9262,-1.8375,74.07,-31.8109,0.7425,-1.95,-37.6794,-0.0225,0.72,-5.2393,-2.3775,-1.98,-5.3724,-4.47,-14.55,-17.4603,3.2475,3.27,40.8012,17.865,-2.5575,45.4718,-3.135,1.5075,-2.0086,-2.7375,-0.2625,-8.5426,-0.3075,-0.72,-6.2315,2.4525,3.3825,7.0906,-10.56,3.9975,-24.3573,-10.155,-70.8225,-30.7098,-3.7275,0.645,-31.2785,13.7175,-2.4975,165.4312,-11.415,45.75,-14.9314,-7.4625,2.6325,-42.5557,-1.8075,-37.0125,-2.0086,-5.7375,-4.44,-2.9161
1754495630.4495423,-0.031820088624954224,0.2831425666809082,-0.13979822397232056,0.7355262186712439,0.6530979365000322,0.1513602553873687,-0.0977463780118734,0.0,0.0,-11.43,-16.7325,-75.2015,-4.8225,-6.4875,-4.3318,12.8175,-48.4425,221.1396,-3.96,-2.085,61.8552,12.4575,-4.4025,-55.9262,6.5625,-42.33,-31.5689,-4.0575,-4.35,-43.4874,-4.8225,0.42,10.2487,-1.1775,-1.98,-5.3724,-3.27,-11.85,-14.5563,-6.0525,-1.83,-1.7908,-5.535,-4.9575,-16.7222,1.065,-0.8925,52.1994,-3.3375,-1.4625,3.0734,-4.5075,-0.72,-11.0715,-3.9975,3.3825,-4.5254,-11.16,5.1975,-8.1433,-8.955,-3.4725,-22.9658,15.4725,3.045,-31.2785,-5.4825,-2.7975,-16.5528,-11.565,0.75,-7.1874,-7.4625,3.2325,-34.5697,-2.4075,-37.0125,0.8954,-3.3375,-4.44,-6.7881
1754495630.8115635,0.02247200906276703,0.19831877946853638,-0.22221845388412476,0.6968470243191827,0.6754373130654246,0.16678111753795452,-0.17427770956296312,1.0,0.0,14.52,3.2175,195.8385,-0.0225,2.5125,-4.8158,-5.7825,-48.5925,-42.1564,-1.56,-2.235,3.7752,17.2575,71.4975,184.3798,1.7625,63.87,-29.6329,0.7425,-4.35,-43.4874,-4.8225,-46.38,2.5047,-2.3775,22.02,-5.6144,14.73,-14.55,-17.4603,-6.6525,-1.98,-9.5348,22.665,0.4425,-16.7222,-2.235,-0.7425,-9.7526,-3.3375,7.2375,2.1054,-5.1075,9.03,-10.1035,-4.1475,3.6825,-4.5254,-11.16,-72.8025,-24.5993,-8.955,-3.0225,-30.9518,29.8725,3.345,-31.2785,20.9175,-1.4475,184.7912,-6.615,-32.7,-14.9314,30.9375,-56.7675,-42.5557,-3.0075,198.0375,-2.0086,-5.7375,-4.44,-6.5461
1754495631.175307,0.029086440801620483,0.18963336944580078,-0.21744132041931152,0.6931018645820115,0.6972521150679808,0.13123412091408057,-0.12738494607781406,1.0,0.0,23.97,10.4175,-86.8175,23.9775,-6.4875,-5.0578,32.0175,19.9575,-42.1564,34.44,2.415,-3.4848,-6.2925,100.4475,-32.6942,2.5125,39.27,-31.5689,-3.0075,5.55,-43.4874,-4.8225,5.22,-5.2393,-2.3775,2.82,-5.1304,15.03,-13.95,-13.5883,31.7475,-0.78,-7.3568,-5.985,-2.5575,-16.7222,-2.535,-0.7425,5.7354,-0.9375,-2.6625,-8.5426,33.2925,-77.52,-11.0715,-4.1475,5.3325,-4.5254,-11.01,-148.1025,29.8507,9.345,-51.3225,-30.4678,-3.7275,233.595,-31.2785,13.7175,-2.7975,-20.4248,27.885,-186.45,-14.9314,14.7375,-75.9675,-42.5557,-2.4075,193.2375,189.6554,-5.7375,0.36,-6.7881
1754495631.5375519,0.02937757968902588,0.18905341625213623,-0.21654105186462402,0.6915142345761528,0.6987646770257006,0.12868544524963446,-0.13029211526268983,1.0,3.0,-6.03,-3.6825,-86.8175,-4.6725,0.1125,31.4842,12.8175,-48.2925,214.1216,35.04,12.165,-1.5488,22.0575,90.3975,-17.2062,-2.7375,54.12,-31.8109,-4.0575,-4.05,-43.2454,23.9775,0.57,-5.2393,-2.3775,-0.18,-5.6144,-3.27,-13.95,-18.4283,-4.8525,7.32,-9.5348,22.665,-0.0075,-8.9782,35.265,-0.5925,-9.7526,35.0625,-2.6625,10.8174,-5.1075,-58.32,-10.8295,-2.9475,3.3825,-0.6534,-11.16,-149.4524,-24.3573,-9.855,-75.0225,-25.1438,1.0725,-1.755,154.5775,16.2675,6.8025,-20.4248,-11.415,-186.15,-7.1874,-7.4625,-71.1675,-42.5557,-3.0075,193.2375,-2.0086,-5.7375,-62.04,-4.8521
1754495631.9013,0.029345497488975525,0.18847084045410156,-0.21633833646774292,0.6907762980372608,0.699469061097878,0.12822486709726527,-0.13087989875641373,1.0,3.0,-8.73,-0.8325,198.0165,23.9775,-1.6875,29.5482,8.6175,-48.5925,-41.1884,-3.96,-11.685,3.7752,17.2575,-5.6025,-23.0142,-2.8875,53.67,-31.8109,-4.0575,-2.7,247.6386,-4.8225,1.02,-4.2713,0.0225,77.22,9.8736,19.53,-12.15,-16.4923,-3.9525,-2.28,-9.5348,22.665,14.2425,-16.7222,-1.335,0.3075,-9.7526,-0.9375,-0.2625,-4.6706,5.6925,-69.42,-11.0715,-4.1475,3.3825,10.9626,-11.16,-149.0025,37.3527,-10.155,-79.2225,154.9042,5.8725,-1.755,-29.3425,-5.4825,-2.7975,165.6732,-11.565,-186.45,178.6686,2.7375,-75.9675,-34.8117,35.3925,121.2375,183.8474,-4.9875,-0.84,-2.9161
1754495632.2637155,0.029421091079711914,0.18804991245269775,-0.21599692106246948,0.6907432417779815,0.6995548486133433,0.12806232268348872,-0.1307547664807234,1.0,3.0,-9.93,-21.6825,188.3365,23.9775,-7.0875,-1.4278,32.1675,9.3075,205.6516,-3.96,-7.035,4.2592,-5.5425,90.3975,-63.6702,-3.0375,53.67,252.7811,-3.7575,-1.95,-43.4874,33.5775,-52.38,-4.7553,-2.3775,0.57,-1.7424,15.03,-14.55,-2.9403,19.7475,-1.68,-7.5988,-6.135,-3.1575,-12.8502,-3.735,1.0575,6.7034,-3.3375,-2.0625,-4.6706,33.2925,0.48,-7.1995,-4.1475,4.5825,-4.5254,-8.76,-149.6025,-24.1153,-10.155,-80.4225,155.6302,-3.7275,228.645,-31.2785,-4.7325,-2.7975,-20.4248,31.485,-184.05,170.9246,-7.4625,-75.9675,-42.5557,-3.0075,116.4375,199.8194,-4.8375,-4.44,-6.7881
1754495632.6265984,0.02958555519580841,0.18788683414459229,-0.2157387137413025,0.6908414703992334,0.6994274484560186,0.12794235164529902,-0.1310344963683293,1.0,3.0,-9.48,2.0175,207.9385,-3.6225,-7.0875,25.6762,-6.0825,-48.5925,-42.1564,34.74,-11.985,11.7612,-6.7425,81.0975,-32.4522,11.3625,36.87,-31.3269,-4.0575,0.45,-41.5514,-0.0225,0.42,17.9927,16.9725,-0.78,-5.3724,-4.17,-14.1,-18.4283,14.9475,-2.28,-7.5988,-5.535,-4.3575,-16.4802,-3.735,3.0075,52.1994,-3.3375,-2.6625,-8.3006,-0.1575,1.68,-9.1355,27.0525,3.3825,-0.6534,-11.16,-149.6025,99.5467,18.645,-80.4225,156.8402,-3.7275,0.945,-31.2785,13.8675,-2.6475,-20.4248,-6.315,-186.45,174.7966,26.1375,-56.7675,-38.6837,-1.2075,193.2375,0.1694,23.0625,-3.99,-6.7881
1754495632.9894152,0.02968175709247589,0.1874598264694214,-0.21559059619903564,0.6908328430184191,0.6994433012201922,0.12803857755164727,-0.1309013516272743,1.0,3.0,-10.83,5.6175,196.8065,-3.9225,-5.7375,21.8042,-3.8325,-48.4425,-40.7044,-3.96,7.215,3.7752,-6.7425,91.5975,-32.6942,-3.0375,66.12,263.4291,-4.0575,-4.05,250.7846,-4.6725,0.42,-5.2393,12.0225,74.82,-5.3724,-4.47,-14.25,-18.4283,12.8475,-1.53,-9.5348,-5.985,-4.9575,-15.7542,15.465,-0.8925,7.6714,-3.3375,-2.6625,-0.7986,-5.1075,-0.72,-11.0715,29.4525,-73.4175,3.2186,-11.16,-202.4025,-16.3713,-7.755,-79.2225,-22.2398,1.0725,-1.755,154.5775,-5.4825,11.6025,165.9152,-11.715,-185.85,-12.7534,-5.0625,-75.3675,-33.8437,25.7925,193.2375,-2.0086,-0.9375,-2.94,0.9559
1754495633.35247,0.029702216386795044,0.18728935718536377,-0.21548223495483398,0.6909974706220887,0.6992830877125402,0.1278650406701115,-0.13105807832727212,1.0,3.0,-0.93,-3.9825,204.0665,-4.8225,-6.1875,27.6122,12.8175,-48.5925,221.1396,-2.76,-11.835,-3.7268,-6.1425,90.3975,-23.9822,-3.0375,39.27,-24.0669,5.9925,-4.35,-43.4874,4.7775,0.42,-4.2713,-1.0275,74.82,-4.6464,-3.27,-14.55,-16.9763,31.7475,-1.68,52.4172,-6.135,16.9425,-16.7222,10.665,0.3075,25.0954,35.6625,2.1375,-0.7986,-5.1075,-67.77,-8.6515,-3.9975,3.3825,-3.0734,-11.16,-202.4025,-24.5993,-10.155,-61.2225,171.6022,-3.7275,0.195,-27.4065,-2.9325,16.4025,173.1752,-10.515,-186.45,-14.9314,0.9375,-75.9675,-42.5557,35.3925,193.2375,-2.0086,28.3125,-66.84,0.9559
1754495633.7161229,0.029716089367866516,0.18705463409423828,-0.21531784534454346,0.6908031192934004,0.6995513750779704,0.12759281630333671,-0.13091602167260494,1.0,3.0,19.77,-3.8325,203.8245,-4.8225,-5.4375,2.9282,-2.4825,-62.8425,-28.6044,2.04,-11.985,2.0812,-1.9425,95.3475,-63.4282,-3.0375,59.07,-29.8749,-0.1575,-4.35,-43.4874,23.9775,4.47,25.9787,12.0225,7.62,2.6136,-1.92,-9.75,-10.2003,36.5475,-2.28,-3.4848,-5.835,14.2425,-14.7862,-3.735,-0.8925,-7.5746,3.8625,-2.6625,-8.5426,-0.3075,-0.42,4.9005,-3.5475,4.8825,-2.5894,8.04,-149.4524,-20.4853,-9.855,-79.2225,-30.9518,-3.1275,168.645,155.0615,-0.6825,-1.4475,-20.4248,18.285,-186.45,-10.8174,-7.4625,-74.7675,-42.3137,35.6925,195.6375,5.7354,-4.5375,-62.04,-6.7881
1754495634.0781112,0.029753446578979492,0.18702340126037598,-0.21515077352523804,0.6908351112192948,0.6994770909977959,0.12797539129753288,-0.13077049258589044,1.0,3.0,25.17,-2.6325,188.5785,-4.8225,-7.0875,-5.2998,-6.3825,-67.7925,-41.1884,8.04,-11.985,-3.9688,-6.1425,99.9975,-63.4282,-3.0375,54.27,-31.3269,1.0425,-60.75,250.7846,-4.8225,-70.98,-5.2393,8.4225,-1.83,-3.6784,-4.47,-13.65,-18.4283,-2.7525,7.47,-9.5348,22.665,2.2425,-8.9782,20.865,-0.2925,-9.7526,1.4625,4.5375,-4.6706,4.7925,-0.72,-10.8295,-1.7475,8.4825,-2.5894,-10.56,-149.6025,38.3207,18.645,-79.8225,158.7762,-1.3275,-1.755,-31.0365,-3.0825,-2.6475,-20.4248,26.685,-181.35,-12.9954,-5.0625,-56.7675,-40.3777,16.6425,139.2375,5.7354,-5.1375,5.16,-6.3041
1754495634.4417121,0.029766544699668884,0.1867070198059082,-0.21501511335372925,0.6909443924370091,0.6993796804142636,0.12787425870008456,-0.13081326127493592,1.0,3.0,-7.23,-1.4325,197.7745,-3.3225,-2.2875,25.6762,4.7175,9.0075,-41.1884,-3.96,-11.235,3.7752,-5.5425,-4.1025,-17.2062,-3.0375,56.07,246.9731,-3.4575,-3.75,204.5626,-4.8225,0.42,2.9887,13.3725,-1.98,-5.6144,0.33,-9.75,-14.5563,34.2975,-2.28,-1.7908,-6.135,4.6425,-12.8502,5.865,-0.2925,-9.7526,26.6625,-2.6625,-8.5426,-4.6575,-0.72,-11.0715,-1.7475,-54.2175,-4.2834,-11.16,-149.3025,53.8087,-10.155,-70.8225,-25.1438,34.6725,171.345,-30.7945,18.5175,-2.7975,169.3032,19.635,-181.65,188.8326,-7.4625,-75.9675,-42.3137,-2.7075,193.5375,-2.0086,-5.7375,-59.64,-5.5781
1754495634.8044772,0.029843419790267944,0.1866363286972046,-0.21502387523651123,0.6910796111177638,0.6992135563197504,0.12796275793412765,-0.13090045899593794,1.0,3.0,27.42,-1.4325,196.0805,-0.0225,-7.0875,10.1882,12.8175,9.0075,205.6516,-3.21,-11.985,-2.0328,12.7575,-5.6025,-60.7662,-1.6875,46.47,-31.8109,-4.0575,-4.35,235.2966,0.5775,1.32,-5.2393,16.8225,-1.83,-2.7104,21.93,-12.15,-17.4603,22.1475,4.92,-7.3568,-5.835,-4.6575,-16.2382,6.465,-0.8925,-9.5106,1.7625,-2.5125,-2.4926,-4.5075,-0.57,-2.3595,-4.1475,-44.6175,3.2186,-6.36,-149.4524,38.8047,-10.155,-56.2725,155.8722,-3.4275,228.645,155.5455,-5.4825,-0.3975,182.1292,-10.215,-186.45,186.4126,-7.3125,-51.9675,-42.5557,0.5925,199.5375,2.1054,-5.7375,-4.44,9.1839
1754495635.1675746,0.02985626459121704,0.18651020526885986,-0.2149333953857422,0.6911037550802368,0.6992071112420091,0.12781237817802482,-0.1309541950280011,1.0,3.0,-1.83,-2.7825,-88.2695,14.9775,-2.1375,-3.3638,5.6175,-48.5925,-42.1564,34.44,-11.985,9.5832,-6.5925,-4.4025,-63.6702,-0.3375,53.67,248.9091,-4.0575,-4.35,-43.4874,33.5775,0.42,25.7367,-2.3775,23.37,-1.7424,5.13,-14.55,-2.9403,12.6975,-2.28,-7.1148,20.265,14.2425,-12.6082,8.265,-58.4925,-9.2686,-3.0375,-1.4625,-8.5426,-4.5075,4.08,-11.0715,-4.1475,3.3825,26.6926,-8.16,-149.6025,68.3287,-8.805,-79.8225,-28.0478,34.9725,172.545,-31.2785,-5.4825,2.0025,165.9152,12.285,-186.45,-14.4474,30.9375,-75.8175,-42.5557,25.7925,193.6875,-2.0086,35.2125,-4.44,-5.8201
1754495635.5306702,0.0298040509223938,0.18646037578582764,-0.21487879753112793,0.6911288999261759,0.6991986838142017,0.12763670021174628,-0.1310377928204535,1.0,3.0,22.32,-3.9825,192.4505,-4.5225,-6.3375,49.3922,-6.3825,9.6075,-41.6724,-3.96,-9.585,3.7752,-6.7425,100.2975,-32.6942,-1.6875,55.02,278.9171,15.1425,-1.8,-41.5514,29.3775,0.42,-5.2393,0.1725,27.12,-5.1304,14.73,-9.75,-18.1863,-6.6525,-2.28,-9.5348,-5.835,-3.4575,-8.0102,34.665,-0.8925,-4.9126,25.4625,-2.6625,24.3694,-2.7075,1.68,-9.1355,-4.1475,3.3825,13.3826,-10.86,-149.6025,-23.6313,-10.155,-78.0225,-26.8378,-3.7275,-1.605,-31.2785,-5.4825,-0.0975,-19.4568,-11.715,-185.85,-14.9314,-7.4625,-74.4675,-42.5557,35.5425,193.3875,-2.0086,-4.8375,-4.44,-6.3041
1754495635.8926318,0.029865235090255737,0.18638360500335693,-0.2147839069366455,0.6910842067038352,0.6992088635509512,0.12789749961094535,-0.13096486969170504,1.0,3.0,-0.63,-3.5325,195.8385,-4.8225,-6.4875,-5.2998,-3.9825,-48.5925,217.5096,-3.96,-9.585,4.9852,-6.4425,92.7975,-63.6702,-2.7375,39.27,258.5891,1.0425,-2.55,-43.4874,-4.5225,-52.38,2.5047,36.4725,26.82,-3.6784,-4.32,-12.15,-18.4283,-6.5025,0.12,-9.5348,-6.135,4.6425,-16.7222,5.865,0.3075,-5.6386,-3.3375,0.0375,-8.5426,-1.5075,4.38,-11.0715,-4.1475,4.5825,-4.5254,-10.41,-147.2024,-24.5993,-5.355,-79.8225,162.6482,-3.7275,-1.755,154.5775,-5.4825,-2.7975,165.4312,26.685,-185.25,174.7966,-7.4625,-73.5675,-32.8757,25.7925,195.6375,1.8634,-5.1375,-4.14,57.0999
1754495636.2565799,0.02983139455318451,0.18615972995758057,-0.2147178053855896,0.6910990718619503,0.6992191587667608,0.12774061828676436,-0.13098471161578035,1.0,3.0,-11.43,-3.3825,-90.6895,21.5775,-5.8875,-5.2998,3.2175,-43.7925,-42.1564,6.24,7.215,-0.5808,-1.6425,90.3975,-17.2062,-0.0375,54.87,-31.8109,-4.0575,-3.75,204.3206,-4.8225,0.42,-3.3033,16.9725,1.17,-3.6784,-1.47,-10.95,-18.4283,-5.3025,7.47,-9.5348,25.065,-4.9575,-16.4802,1.215,0.3075,-2.0086,35.0625,-1.4625,-8.5426,-0.0075,-0.72,-11.0715,34.2525,-73.4175,-2.1054,-6.36,-149.6025,46.0647,28.245,-80.4225,170.3922,35.2725,231.045,154.8195,-5.4825,16.4025,-20.4248,-11.715,-176.85,170.9246,30.9375,-75.3675,-41.5877,13.7925,123.6375,192.0754,-5.1375,-62.04,-1.9481
1754495636.6192324,0.029961302876472473,0.18609142303466797,-0.21461790800094604,0.6910718727899452,0.6992356385544122,0.12772587164943305,-0.1310545768821318,1.0,3.0,22.17,-1.5825,199.7105,1.7775,-6.9375,-5.2998,32.0175,-48.5925,-42.1564,-3.66,7.515,-3.9688,-6.1425,90.9975,-63.6702,26.9625,55.02,246.9731,-1.5075,-4.35,237.4746,-4.2225,0.42,-4.0293,-2.3775,-1.38,9.8736,-1.77,-14.55,-0.0363,-6.2025,12.12,-9.5348,-6.135,7.0425,-16.7222,3.465,-0.2925,-9.7526,-3.3375,2.1375,24.8534,-4.6575,-0.12,-10.1035,-4.1475,3.3825,-4.5254,19.14,-147.8025,37.3527,28.245,-61.2225,-29.0158,-3.7275,228.645,163.7735,13.7175,-0.3975,167.3672,-3.315,-186.45,178.6686,2.1375,-72.9675,-42.5557,35.9925,193.2375,-2.0086,-0.9375,-4.14,-6.7881
1754495636.9821107,0.029902517795562744,0.18612396717071533,-0.21465742588043213,0.6911261470686497,0.6992131331627138,0.12771079257010579,-0.13090289590195692,1.0,3.0,-11.43,9.2175,212.2945,-4.8225,-7.0875,27.6122,13.4175,-60.5925,205.6516,-3.96,-11.985,3.7752,-6.7425,71.1975,-63.6702,-3.0375,54.87,-31.8109,15.1425,0.45,-43.4874,23.9775,0.42,-5.2393,37.2225,-1.98,-5.6144,-2.97,-13.2,-18.4283,31.7475,1.32,-9.5348,-5.985,-4.9575,-16.7222,-3.735,-53.5425,-7.8166,-3.1875,-2.6625,-8.5426,33.4425,-72.12,-11.0715,-3.9975,3.3825,-4.5254,-11.16,-225.5025,37.3527,-10.155,-79.5225,162.8902,-3.7275,228.645,154.5775,-3.0825,-2.7975,-20.4248,-9.315,-186.3,-14.6894,-2.6625,-74.7675,-42.5557,7.9425,117.6375,-2.0086,-5.7375,-3.09,-4.8521
1754495637.3452265,0.029855012893676758,0.18602871894836426,-0.214713454246521,0.6912111773939167,0.6991383717646193,0.12774868932268152,-0.1308162862701455,1.0,3.0,20.22,-13.2825,-90.6895,-4.8225,-4.6875,-5.2998,-3.9825,-38.9925,209.5236,-0.96,-11.385,-2.0328,-6.7425,90.5475,-63.6702,-1.8375,56.37,251.8131,-4.0575,-3.15,235.2966,-2.2725,0.87,2.5047,36.0225,79.62,-5.1304,0.33,-9.15,-18.4283,13.4475,-2.13,-9.5348,-2.385,-0.1575,-16.7222,35.265,-0.8925,-1.7666,-0.9375,7.5375,-8.5426,-4.5075,-0.72,-10.5875,0.6525,5.1825,-2.5894,20.04,-149.6025,-16.8553,-10.155,-79.8225,112.5542,25.6725,183.045,154.5775,-5.4825,-2.7975,127.1952,12.585,-184.05,-12.9954,-5.0625,-75.9675,-38.6837,-3.0075,194.4375,-1.5246,-5.4375,-3.24,-6.7881
1754495637.7076352,0.02983991801738739,0.1860952377319336,-0.21468710899353027,0.6910999107401581,0.6992494879840647,0.12769665410685022,-0.13086115093363762,1.0,3.0,17.52,2.0175,193.9025,-4.8225,-1.9875,17.9322,-6.3825,9.0075,205.6516,-3.96,8.565,4.7432,-5.5425,71.1975,-47.2142,-3.0375,44.07,-31.8109,-4.0575,-4.35,-39.8574,-4.8225,0.72,-4.7553,13.2225,-1.68,2.1296,-4.47,-14.4,-18.4283,22.1475,-1.98,-7.1148,-6.135,8.2425,-13.8182,1.065,8.8575,-7.8166,-3.1875,2.1375,14.6894,-4.9575,1.38,-11.0715,5.4525,3.3825,-4.5254,-11.16,-149.6025,-24.5993,-9.555,-61.2225,-30.9518,-3.7275,-0.855,-31.2785,17.3175,-0.3975,180.9192,26.685,-181.65,-14.4474,-7.0125,-74.9175,-34.8117,16.4925,193.2375,-1.7666,16.0125,-2.04,24.1879
1754495638.07048,0.02987903356552124,0.18606805801391602,-0.2146570086479187,0.6913032197359442,0.6990318789069276,0.12763795686925897,-0.13100695125043862,1.0,3.0,34.17,0.5175,195.8385,-4.8225,-7.0875,-1.4278,8.3175,9.4575,205.6516,34.44,7.215,-3.9688,-1.9425,95.1975,-61.7342,-3.0375,53.97,231.4851,-3.9075,-4.35,-43.4874,21.8775,5.82,-5.2393,-1.7775,74.82,2.1296,-4.47,7.05,-10.6843,17.3475,-2.28,-8.5668,-6.135,-2.2575,-16.7222,-3.135,-0.8925,-7.8166,-3.1875,-2.2125,3.5574,-4.8075,4.23,-7.1995,15.3525,3.3825,-4.5254,8.04,-147.2024,47.0327,18.645,-51.6225,-30.9518,-3.1275,229.245,162.3215,-3.0825,-2.7975,-18.0048,27.285,-186.45,-7.1874,31.2375,-75.9675,-42.0717,25.7925,193.2375,4.2834,-4.8375,-4.14,-1.9481
