timestamp,pos_x,pos_y,pos_z,rot_roll,rot_pitch,rot_yaw,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1752676086.1393356,0.3255450129508972,1.0982065200805664,-0.8504196405410767,90.12212228940939,-22.143218010869674,1.8564354321452805,43.62,-2.985,-11.0594,123.315,-18.0675,65.6546,-1.7925,-6.12,44.7216,12.9075,32.2425,18.0774,77.3175,-17.5425,-31.4358,141.855,-9.3225,-62.7869,-1.35,0.0075,6.6187,130.2,-1.83,12.1484,71.55,-55.215,12.947,-2.9475,37.2525,-91.3066,136.8375,71.1825,9.9704,-6.6075,-24.5625,-23.9822,150.8775,44.4525,-18.392,-5.0025,67.095,24.8534,140.52,63.7275,9.9462,-17.055,-1.35,16.94,121.4775,22.5225,-4.2229,119.505,75.39,-9.5348,124.515,20.2425,-8.4942,105.7875,4.575,23.6555,154.0125,67.305,-4.8521,-1.665,58.905,5.9169,98.55,47.28,6.6066,-27.15,-1.965,32.3917
1752676086.503399,0.32487553358078003,1.0997180938720703,-0.8631628751754761,90.37972367772815,-22.52359136139269,1.0588040057317782,-34.38,-3.135,-7.6714,126.765,-18.0675,-15.6574,3.6075,-5.82,-19.1664,65.7075,11.3925,18.0774,149.9175,-7.9425,-63.3798,-17.145,-14.1225,-8.5789,-4.95,28.5075,-24.3573,129.6,-1.83,14.0844,148.35,-57.465,-18.029,1.7025,42.3525,-59.8466,141.6375,-3.0675,-20.7636,-7.0575,-29.0625,-54.9582,149.9775,44.4525,-47.432,-5.0025,70.695,-6.1226,140.82,63.7275,-21.2718,119.745,-2.85,15.972,121.4775,18.9225,-15.8389,124.155,113.79,24.5872,124.665,-1.6575,-8.4942,105.9375,-0.225,22.6875,-0.1875,63.105,-5.3361,8.235,94.905,12.6929,94.35,57.03,-8.8814,126.0,-2.715,-72.6363
1752676086.8675108,0.3304690718650818,1.0997200012207031,-0.8794292211532593,90.9404257935324,-24.005924272481046,1.4771255647985249,-33.78,-3.135,-42.5194,121.965,-18.0675,74.3666,7.2075,-6.12,45.2056,75.3075,-0.6075,18.0774,151.1175,-17.2425,45.0362,140.055,-13.5225,-70.5309,-10.65,4.8075,-54.8493,125.55,-0.63,-73.0356,148.95,-54.015,-15.609,152.3025,267.6525,-76.7866,136.8375,301.8825,-20.0376,69.5925,-24.5625,-54.4742,149.5275,275.4525,-41.14,-5.0025,300.945,-43.8746,64.47,-13.0725,-48.3758,119.745,2.25,-72.116,123.8775,19.0725,-19.7109,120.555,75.54,4.0172,125.715,7.9425,-69.4782,115.9875,-1.125,-38.7805,2.2125,46.305,119.7779,154.335,57.705,5.1909,93.45,37.98,-8.8814,49.2,-2.415,-43.5963
1752676087.2321913,0.33063775300979614,1.1011767387390137,-0.8933275938034058,90.20200801436577,-23.565171363708412,1.3201783479231313,129.27,6.465,31.0486,-36.135,-17.4675,-28.2414,151.2075,-6.12,-49.1744,66.0075,-2.7075,10.3334,-4.8825,-15.7425,-1.1858,136.455,-18.7725,-70.5309,-10.95,9.3075,37.5947,125.4,-1.83,-37.7036,231.15,-57.465,-18.029,246.5025,267.6525,-87.9186,136.8375,301.5825,40.9464,69.5925,-29.3625,-23.9822,149.3775,276.6525,12.584,71.7975,297.495,-3.9446,140.52,-13.0725,9.7042,120.045,-2.85,-45.496,122.8275,55.8225,-35.1989,128.955,113.79,-10.9868,129.615,3.1425,-8.4942,105.7875,0.975,-7.3205,-2.5875,90.405,-5.0941,151.935,114.105,-18.2831,94.95,57.03,-8.8814,128.4,-3.165,18.3557
1752676087.5964658,0.3296580910682678,1.1051547527313232,-0.9136570692062378,89.05591340483403,-24.00303615363271,1.666114167361278,119.22,-0.735,19.4326,117.165,-17.7675,-26.0634,160.9575,-5.52,-19.1664,65.7075,4.1925,18.8034,0.0675,-16.4925,2.4442,136.455,-18.9225,26.2691,142.65,-2.6925,-23.8733,129.3,2.97,12.1484,244.35,-55.215,12.947,232.2525,272.4525,-84.5306,79.2375,301.5825,40.9464,94.1925,-19.7625,-8.4942,149.3775,280.2525,-18.392,72.9975,374.295,-67.8326,82.92,294.1275,9.7042,122.145,-0.45,-76.956,125.2275,17.4225,26.7531,119.355,94.74,-3.2428,-29.085,-1.5075,-70.4462,110.5875,18.975,-54.7525,151.0125,63.105,490.2799,-1.515,75.705,-26.0271,97.05,57.18,-8.6394,127.2,9.135,-74.5723
1752676087.9612145,0.33957356214523315,1.1009286642074585,-0.9327402114868164,89.88607499952582,-25.189313127616714,1.5977257022564464,119.22,-1.935,4.9126,-20.835,-12.6675,-28.2414,-2.3925,-6.12,11.8096,66.1575,0.1425,-12.8986,-2.4825,-17.5425,-1.4278,-17.145,-18.9225,-38.5869,-10.65,2.1075,37.5947,136.2,-1.83,-16.6496,244.35,-55.815,-18.029,240.5025,269.6026,-30.3226,60.0375,302.7825,40.9464,69.5925,-29.3625,6.9938,149.9775,284.4525,-49.126,74.1975,297.495,13.2374,63.72,-13.0725,-50.3118,119.745,2.1,-76.956,7.4775,37.2225,-33.2629,119.355,85.29,-11.4708,125.265,-1.6575,-69.9622,106.0875,27.375,-38.2965,-2.5875,82.305,501.8959,137.535,114.105,4.9489,54.75,48.48,-8.8814,49.8,-0.765,-12.6203
1752676088.324224,0.34625154733657837,1.1030633449554443,-0.9548531770706177,88.77910016989657,-25.92802711940688,0.8126173280078168,121.62,6.465,-2.8314,-26.685,60.5325,6.6066,7.2075,-6.12,42.7856,66.9075,3.5925,14.4474,4.8675,-17.5425,-46.4398,-14.595,-14.1225,-8.5789,-10.95,-2.6925,37.5947,-9.0,-1.83,12.1484,167.55,23.985,16.335,150.5025,344.4525,3.5574,-16.4625,311.1825,-20.0376,-7.2075,48.0375,-54.9582,161.9775,297.0525,-49.368,-4.7025,302.295,-65.8966,-8.13,63.7275,-50.3118,119.745,6.75,-69.212,-28.3725,94.2225,-35.1989,-14.445,152.19,4.9852,-4.635,-1.6575,-66.8162,48.1875,36.975,-67.8205,7.0125,43.905,505.7679,0.735,99.705,6.8849,16.5,56.88,-6.9454,54.6,2.835,-43.5963
1752676088.6882536,0.33477550745010376,1.10152268409729,-0.9659950733184814,88.89652965148085,-25.58408955556652,0.8198456976333985,42.42,11.865,3.9446,61.965,-10.5675,-27.0314,75.6075,70.98,11.8096,8.1075,76.4925,24.3694,74.3175,-17.3925,-1.4278,69.255,-18.4725,-4.7069,-10.95,74.4075,37.5947,-27.6,75.57,-18.3436,-0.45,19.335,-18.029,-3.0975,346.8526,0.6534,-16.7625,397.5825,14.0844,-7.2075,-29.3625,37.9698,-3.9225,276.0525,14.52,-2.6025,297.495,-6.1226,-1.08,63.7275,-35.5498,-33.855,73.95,-76.714,-32.1225,94.2225,-4.2229,-23.745,154.59,-10.9868,-29.085,17.5425,-8.2522,-28.6125,-1.425,-7.0785,-2.5875,43.905,490.2799,10.335,133.305,-20.2191,-40.65,116.88,118.8946,-27.6,83.385,18.3557
1752676089.0518773,0.32553237676620483,1.099306344985962,-0.9588218927383423,89.14447857774135,-24.14642405231042,1.3418445607047178,42.42,73.815,-7.6714,40.365,73.1325,-27.9994,-1.7925,-6.12,-14.8104,-10.4925,75.2925,27.7574,71.9175,-17.5425,2.4442,79.005,2.8275,-70.5309,68.55,16.5075,-55.3333,-28.2,8.97,-78.8436,-3.15,-57.315,12.947,6.5025,277.2525,-30.3226,-16.7625,301.5825,42.8824,-7.2075,-24.5625,6.9938,-4.2225,274.8525,12.584,16.8975,374.295,24.8534,-12.48,82.9275,9.7042,-33.855,74.25,-75.988,5.6775,22.2225,-33.0209,-13.845,152.79,5.9532,-9.735,-1.3575,-69.9622,-8.8125,44.175,-66.3685,21.4125,58.305,-5.3361,36.735,133.905,-23.8491,-2.85,116.28,116.9586,-27.6,74.985,-72.6363
1752676089.4161348,0.313432514667511,1.102550745010376,-0.9458744525909424,90.40588586816072,-22.78448412485097,0.9882007271562633,42.42,73.665,-33.8074,45.165,58.7325,-27.2734,-2.3925,70.68,-18.4404,8.1075,74.3925,-78.4806,73.1175,-17.5425,-1.4278,59.955,-14.1225,24.3331,65.85,-1.4925,-55.3333,48.9,-1.83,-73.0356,71.55,-57.615,14.399,73.7025,267.6525,-92.2746,64.8375,320.7825,9.9704,69.5925,-25.7625,-53.7482,149.3775,274.8525,-49.368,-0.0525,297.495,-33.2266,-13.08,294.1275,-44.5038,125.145,-2.85,-76.956,5.0775,55.9725,96.6911,-31.845,113.94,-11.4708,124.515,37.9425,-54.9582,-8.2125,48.975,53.6635,-2.5875,91.905,2.8919,153.135,104.655,-25.0591,93.15,37.68,1.2826,128.4,-3.165,-12.6203
1752676089.7803414,0.30494338274002075,1.1037319898605347,-0.9146976470947266,91.08198982362515,-21.41948546714226,2.384362458068713,119.22,78.465,-42.5194,-35.835,61.1325,-27.5154,153.6075,3.48,12.0516,68.2575,74.2425,10.5754,-4.5825,-7.6425,-0.9438,-15.345,0.2775,-70.5309,144.0,74.1075,41.4667,-6.6,-1.23,-65.2916,71.55,-52.065,-1.573,73.7025,277.2525,-90.8226,-16.7625,-0.8175,-9.8736,-7.2075,-27.8625,-51.0862,1.1775,274.8525,-18.392,83.7975,316.695,-6.1226,68.52,294.1275,-48.3758,-29.055,-2.55,-75.988,-33.3225,17.4225,3.5211,-15.045,94.59,-10.7448,-26.085,-1.3575,53.4578,-46.3125,-1.425,-2.4805,-1.9875,44.505,490.2799,-0.465,75.705,4.9489,-60.45,57.48,-3.5574,-22.65,4.035,-74.5723
1752676090.1433911,0.3095478415489197,1.1034201383590698,-0.9079869985580444,90.32281823443088,-21.219468732423692,1.8771861632917075,129.57,74.865,-41.7934,118.365,59.4825,65.1706,170.4075,71.28,13.7456,75.7575,73.7925,15.1734,7.2675,59.2575,-1.4278,136.455,-9.3225,22.8811,142.65,9.3075,6.6187,-23.4,3.57,12.6324,14.25,-57.615,-17.545,-3.0975,268.8526,-61.2986,-14.0625,-5.6175,10.2124,-7.2075,-19.7625,39.9058,5.3775,282.0525,-33.396,-1.4025,314.445,-6.1226,-12.48,294.1275,-24.1758,-14.655,1.95,-14.52,-32.7225,17.4225,-35.1989,-33.645,94.59,-11.4708,-29.085,-1.6575,-62.7022,-47.2125,-1.425,-4.4165,-1.3875,43.905,490.2799,-1.665,61.305,12.6929,-60.45,37.68,-6.9454,-27.6,1.635,-12.6203
1752676090.506899,0.31241458654403687,1.104252815246582,-0.9311944246292114,90.80573038127125,-23.542465787305527,1.5137616303779573,138.57,1.665,0.0726,136.365,-18.0675,2.7346,156.1575,-4.92,-32.7184,80.1075,73.7925,10.8174,-2.4825,59.4075,-0.4598,136.455,57.8775,22.3971,-9.15,74.7075,-55.3333,-27.45,-1.83,12.3904,9.3,-57.465,-2.541,-2.4975,268.4025,-91.7906,-16.7625,-5.4675,-20.5216,2.3925,-26.5125,-53.9902,5.3775,287.1525,-49.368,14.4975,301.095,-68.0746,-13.08,294.1275,-52.2478,-26.505,11.55,-45.254,-28.5225,18.7725,-0.3509,-34.245,84.99,-11.2288,-29.085,-1.6575,-4.6222,-42.8625,-1.125,22.6875,7.0125,53.655,614.1839,-1.365,75.855,-18.2831,-46.05,37.68,-1.1374,-27.3,74.535,-43.5963
1752676090.8713853,0.3098600506782532,1.1051480770111084,-0.95354163646698,90.85553776026157,-24.128989303781605,0.5349798431350302,119.22,74.115,-11.5434,-35.085,59.3325,2.7346,-2.3925,1.08,-33.6864,70.5075,86.3925,11.3014,-4.8825,4.3575,-1.4278,-15.795,-9.3225,-68.1109,143.25,83.7075,-53.3973,135.0,84.57,-80.7796,225.15,33.585,-16.093,227.3025,346.2525,-61.2986,-14.3625,392.7825,40.9464,69.5925,66.6375,37.9698,154.1775,274.8525,-18.392,-5.0025,374.295,-6.1226,-8.13,298.9275,-43.5358,119.745,73.95,-76.956,6.2775,94.3725,-19.7109,-23.295,157.14,-3.7268,125.715,-1.6575,-62.7022,-47.8125,-0.075,54.1475,-1.9875,43.905,10.1519,-1.665,96.105,98.3609,93.15,66.48,-8.8814,127.2,-2.565,-74.0883
1752676091.235323,0.3006104826927185,1.1043267250061035,-0.9222102165222168,90.13423291897742,-20.69473424770433,2.0360262127611777,121.62,74.565,-42.5194,-26.835,69.0825,-26.3054,151.2075,70.83,-47.9644,72.9075,73.7925,10.5754,-2.4825,-15.1425,17.9322,-5.145,-14.1225,-68.3529,142.65,-2.6925,7.5867,-25.8,-1.23,12.1484,13.95,-57.615,-18.029,-3.0975,267.9525,-79.6906,-6.5625,-5.4675,-21.0056,-6.9075,-28.7625,-51.0862,-3.0225,275.0025,-49.368,72.0975,298.095,25.0954,73.32,294.1275,9.7042,-33.855,-2.85,-76.956,-23.7225,17.4225,-3.9809,-13.695,173.79,-1.7908,-5.085,-1.0575,-69.4782,-47.8125,8.175,-69.7565,21.7125,63.105,598.6959,24.135,170.355,97.8769,-58.05,145.98,-8.8814,-27.6,78.585,-12.6203
1752676091.5991504,0.29965704679489136,1.1032743453979492,-0.9033489227294922,90.00035557446452,-20.39153697402666,3.182637216905754,119.22,78.465,-11.5434,136.365,58.7325,64.6866,163.2075,71.28,-42.3984,66.1575,81.1425,14.2054,-4.8825,59.8575,6.3162,136.455,-18.9225,22.3971,-10.95,74.2575,6.6187,-18.6,-1.83,-3.3396,71.55,19.185,13.673,6.5025,272.4525,-45.8106,-14.9625,-4.4175,0.2904,2.9925,-25.7625,-53.9902,15.5775,44.4525,-22.022,-5.0025,80.895,-6.1226,-3.48,1.3275,25.4342,-29.055,73.95,-15.004,-33.3225,94.2225,-35.1989,-13.845,75.39,-9.5348,-29.085,47.2425,-70.4462,-47.6625,-1.425,-39.2645,9.4125,44.055,490.7639,-1.665,138.405,-26.0271,-39.45,57.03,-8.8814,-25.2,-2.415,-72.6363
1752676091.9632995,0.29746097326278687,1.1040160655975342,-0.8882441520690918,90.3018540228042,-20.20230686847014,2.7443037630481055,124.62,11.865,-11.5434,118.365,-17.7675,33.7106,12.3075,70.68,-50.1424,77.7075,-0.6075,14.2054,-4.8825,-17.2425,-1.4278,147.255,0.2775,22.3971,-10.35,-2.6925,-24.3573,-28.2,7.77,12.1484,-5.25,-57.615,20.691,1.7025,38.4525,-30.3226,-16.4625,-4.4175,-20.5216,-7.2075,48.0375,6.9938,-4.2225,44.4525,30.25,86.7975,69.495,11.3014,140.52,-13.0725,11.1562,119.745,-1.65,-13.552,120.2775,56.1225,-28.9069,140.955,75.39,-11.4708,124.815,39.4425,-8.2522,107.2875,8.175,-2.4805,154.6125,85.005,-5.0941,18.285,56.505,4.9489,93.45,37.68,-8.6394,126.0,-3.015,-42.1443
1752676092.3274138,0.29668086767196655,1.1048927307128906,-0.8801679611206055,90.27219906044648,-20.71407729486121,1.8445189838267362,122.22,0.615,19.4326,126.765,-15.0675,64.6866,154.8075,4.68,42.7856,84.9075,7.7925,10.3334,149.0175,-17.5425,29.7902,155.655,-18.6225,-70.5309,145.65,0.0075,-55.3333,145.05,-1.23,-49.8036,149.55,-57.615,15.367,227.3025,39.6525,-61.2986,156.0375,74.7825,-21.0056,151.1925,-29.2125,-47.2142,92.2275,44.6025,-49.368,74.1975,67.695,-34.6786,141.42,-11.8725,-17.3998,119.745,-2.7,-45.98,126.2775,57.1725,-35.1989,138.555,123.39,-11.4708,136.515,41.5425,-62.7022,116.5875,8.175,-39.2645,151.4625,82.305,-5.3361,151.935,104.505,-26.0271,112.35,37.68,0.3146,140.4,-3.165,-74.5723
1752676092.6925404,0.2901003956794739,1.102717399597168,-0.8674628734588623,89.76168625913589,-20.58815542096276,2.8034148778745753,121.92,-3.135,23.3046,117.765,-18.0675,33.7106,175.2075,1.53,-18.1984,65.7075,-2.2575,-20.6426,148.7175,-17.5425,14.0602,136.455,-18.9225,26.2691,142.65,-2.6925,-47.5893,130.2,-1.38,-49.8036,154.35,-48.015,-18.029,227.4525,-39.5475,-87.9186,137.1375,81.0825,-19.7956,146.9925,-23.3625,6.9938,72.5775,44.4525,-14.52,4.7475,67.095,46.1494,150.12,-13.0725,-52.2478,139.245,-2.85,-7.26,120.2775,17.4225,-35.1989,119.355,84.99,-11.2288,124.515,-1.6575,-70.4462,108.1875,-1.425,-68.3045,160.9125,82.455,-4.8521,164.085,56.505,5.9169,-59.25,42.48,-8.8814,135.75,-1.965,18.3557
