timestamp,tracker_pos_x,tracker_pos_y,tracker_pos_z,actuator_on,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1752754836.3458312,0.03265941143035889,1.1187548637390137,-0.03145492076873779,0,26.4525,2.2425,24.5872,-5.355,-2.085,53.9902,52.5225,15.6075,-75.7097,-1.335,-1.5,-4.2713,19.905,-4.395,-2.057,137.6025,-5.4375,24.8292,-2.7375,-3.4275,-14.1933,-80.1825,2.445,58.3946,-231.3825,72.9,18.8881,-4.8075,-304.9726,72.3217,-37.6875,-309.2401,-4.8642,-3.84,-4.9425,-1.452,-135.93,-311.9551,52.5261,-8.61,-4.23,-15.5848,-10.2225,56.5725,12.6324,-8.355,-3.975,4.235,1.095,5.9325,-28.6165,-34.44,-2.025,-15.0645,-26.5125,7.56,31.0486,-6.315,-2.505,-71.269,-20.8425,37.935,-6.0742,-3.6825,17.055,26.2328,-32.4225,8.3775,6.6066,-3.1875,6.225,20.3038
1752754836.707969,-0.052300870418548584,1.0821058750152588,-0.11292719841003418,0,98.4525,85.6425,-5.4208,-12.705,-2.085,-37.4858,-31.4775,7.3575,20.8483,-25.935,-15.3,2.5047,0.705,-4.395,-0.121,-15.3975,-5.4375,9.3412,74.2125,-4.0275,-68.4013,-80.1825,-1.455,-46.1494,-230.4825,1.2,-11.8459,-4.8075,74.3775,-20.6063,-38.2875,74.46,35.7918,15.36,73.6575,-5.324,-154.23,76.245,-8.6999,68.19,302.67,-46.5608,66.8775,56.5725,12.6324,72.795,73.125,-80.949,-37.905,72.2325,17.8475,-14.34,93.975,-5.8685,-14.3625,-2.04,-46.3914,122.685,-2.505,-34.485,132.6075,17.835,489.7838,149.9175,113.055,-20.2312,103.6275,94.7775,-8.6394,143.8125,83.025,-65.1222
1752754837.0712965,-0.06280004978179932,1.0877853631973267,-0.1086345911026001,0,98.6025,87.5925,-36.3968,-14.955,78.315,-37.4858,119.7225,6.1575,-12.0637,51.615,72.9,-9.1113,-76.095,-4.395,-3.993,-1.5975,-5.4375,-83.5868,171.1125,83.5725,-76.1453,-78.9825,2.295,-46.1494,-231.6825,5.7,-14.5079,-0.0075,-2.5725,-19.3963,-38.8875,-2.34,-2.9282,-3.84,13.6575,4.598,-155.13,-2.205,52.2841,11.79,302.67,-11.7128,-5.4225,286.9725,14.5684,0.795,-3.975,-80.949,-37.905,-4.8675,-26.6805,-15.54,36.375,-9.9825,-16.3125,-1.44,-61.8794,-26.715,7.245,-73.205,-11.3925,-1.965,489.5418,1.1175,55.455,-15.3912,-31.2225,-3.6225,6.8486,-10.3875,15.825,-34.1462
1752754837.4348528,-0.08794033527374268,1.0826404094696045,-0.120777428150177,0,108.0525,75.4425,-37.3648,5.295,79.515,-39.4218,131.1225,73.9575,-67.9657,72.465,52.2,-86.5513,-76.095,15.705,-58.201,138.2025,-3.0375,-67.1308,-2.2875,72.7725,-75.9033,-70.5825,6.945,-38.4054,-226.8825,-3.9,-14.7499,-4.8075,-1.9725,-20.3643,-38.8875,-2.34,62.1698,-3.84,-5.5425,-4.356,-154.23,-235.605,-1.9239,-5.91,75.87,-15.5848,-5.4225,286.9725,13.3584,-4.005,74.175,-78.771,-33.105,71.9325,103.5155,-34.74,-1.425,0.4235,-15.7125,-2.04,63.4766,-28.515,7.695,54.571,-20.9925,-0.165,613.4458,-2.1825,94.455,104.1568,-51.1725,73.1775,8.3006,-9.7875,73.425,-72.3822
1752754837.799934,-0.12429642677307129,1.0807856321334839,-0.1336471438407898,0,98.4525,1.1925,-37.3648,157.845,-2.085,-30.7098,-33.7275,74.4075,-72.0797,79.665,52.5,-90.4233,-76.095,-4.095,-62.073,161.6025,5.3625,-83.5868,151.0125,72.7725,-76.1453,73.4175,76.545,-46.1494,-58.8825,92.1,48.1701,235.7925,-232.9725,-20.6063,114.8625,-232.74,57.0878,151.11,-5.5425,24.684,-59.13,-235.755,-9.4259,68.19,72.27,-69.7928,143.6775,-15.4275,-49.3196,145.095,-3.825,-80.949,115.695,-1.2675,-24.7445,118.86,-2.025,-14.8225,136.6875,36.36,-61.8794,161.085,-1.605,-73.205,-17.9925,41.235,-6.0742,149.9175,19.455,104.1568,139.6275,34.7775,-8.3974,143.8125,-0.975,-57.3782
1752754838.1639192,-0.13038349151611328,1.090588092803955,-0.11086046695709229,0,-54.5475,-1.3575,24.8292,-13.305,-2.085,-39.4218,-32.9775,-1.1925,-13.9997,51.615,-25.5,-5.2393,77.505,-4.395,-3.993,-15.9975,-5.4375,-71.9708,152.0625,-3.4275,-43.4753,75.8175,-2.655,19.1906,-77.4825,-3.15,50.5901,148.7925,-230.5725,-18.4283,117.7125,-309.5401,103.7938,-3.84,-5.5425,56.628,-133.83,-235.755,52.2841,-8.61,72.27,-77.5368,146.0775,56.7225,17.4724,145.095,-3.975,-15.125,116.895,35.9325,-24.2605,128.46,36.375,-15.0645,127.0875,10.26,-61.8794,122.085,35.895,-73.205,142.5075,36.435,-4.1382,151.1175,56.655,-19.2632,101.2275,-3.6225,-8.8814,143.8125,-3.225,-72.8662
1752754838.527618,-0.16553497314453125,1.0893237590789795,-0.10449624061584473,0,-53.9475,-1.3575,28.4592,138.945,-2.085,-31.6778,-33.8775,-3.5925,-75.9517,50.265,-20.7,-31.8593,77.805,-4.395,-65.945,-15.9975,-5.4375,-83.5868,6.7125,5.5725,16.7827,73.4175,-2.505,-36.4694,-68.4825,-1.5,-14.7499,148.7925,-232.9725,42.3137,121.9125,-309.5401,10.6238,-3.84,4.0575,-6.292,-145.83,-230.955,-5.7959,-8.61,82.02,-77.0528,-0.6225,56.5725,14.5684,144.945,2.325,-72.963,118.695,33.5325,2.3595,121.26,41.175,-15.0645,128.2875,-1.44,7.8166,-31.515,7.095,27.467,132.9075,36.735,-2.2022,-1.2825,17.055,10.7448,-52.0725,-2.2725,6.6066,-10.3875,-3.375,20.0618
1752754838.8908436,-0.19470429420471191,1.0966081619262695,-0.10244542360305786,0,98.6025,-1.3575,-6.3888,-10.305,7.515,53.5062,-33.8775,-3.2925,-13.9997,57.465,-25.5,-36.2153,-76.095,-3.645,-2.057,-15.9975,-5.1375,-71.9708,-2.8875,5.5725,-75.1773,-60.9825,6.945,15.8026,-230.4825,10.5,-14.2659,73.1925,-232.9725,45.7017,-38.2875,-226.74,-1.9602,75.96,71.2575,-5.324,-136.23,-235.755,63.9001,-8.61,72.27,-5.9048,-5.4225,57.9225,-48.3516,-8.805,-3.975,-18.029,-37.755,0.5325,-28.6165,-34.74,0.675,-15.0645,-24.4125,-0.84,1.0406,-31.515,-2.505,-7.139,-20.9925,-1.965,-0.9922,-3.3825,27.255,-2.3232,24.4275,-0.3225,-8.8814,-8.5875,-3.375,-10.9142
1752754839.254503,-0.2058955430984497,1.0938454866409302,-0.117137610912323,0,22.5525,-1.3575,36.2032,-13.755,7.665,22.5302,42.9225,-2.0925,-5.7717,-4.485,-25.5,-5.2393,21.105,-4.395,-65.945,80.0025,-5.2875,-21.6348,74.5125,-4.0275,-44.2013,-79.8825,17.145,15.8026,-231.6825,81.3,47.2021,73.1925,-299.8726,41.3457,-26.8875,-309.5401,-4.8642,-1.44,72.0075,-6.05,-154.23,-235.1551,-5.7959,-8.01,72.27,-15.5848,0.5775,56.7225,-49.3196,87.195,24.825,-17.061,-33.105,-4.5675,-26.6805,-34.74,17.175,-15.0645,-25.3125,0.36,0.5566,45.885,16.995,27.467,-20.8425,-0.765,75.2378,-3.6825,36.255,-12.4872,-52.3725,-3.6225,-8.8814,66.4125,1.425,21.2718
1752754839.6182046,-0.1987476348876953,1.09428870677948,-0.1093868613243103,0,98.4525,-1.3575,24.5872,61.695,-2.085,22.5302,119.7225,-3.5925,-75.9517,-7.335,-25.05,-4.7553,3.405,-4.395,-3.509,-10.8975,-5.4375,17.0852,73.9125,15.1725,16.7827,-3.3825,-2.355,15.8026,-154.5825,72.9,47.2021,71.9925,-307.0726,56.8337,-37.6875,-230.34,-4.8642,20.76,-3.1425,56.386,-155.43,-235.755,21.3081,-7.71,77.07,-15.1008,68.3775,58.0725,-36.9776,-8.805,-3.975,12.705,-37.905,-4.7175,-24.7445,-32.34,17.175,-5.3845,-7.3125,-1.74,15.5606,64.485,-2.055,21.175,79.9575,0.435,-2.6862,-3.6825,19.455,10.7448,-52.3725,-2.2725,-7.9134,81.1125,2.625,21.0298
1752754839.981253,-0.17095685005187988,1.0940675735473633,-0.11382520198822021,0,-55.1475,8.2425,24.5872,-8.505,-2.085,-8.4458,119.7225,-1.1925,-44.9757,50.265,-15.9,2.7467,78.705,5.355,-60.137,-15.9975,-0.3375,9.3412,16.3125,5.5725,28.3987,27.9675,-2.655,46.7786,-154.8825,-3.6,-7.0059,71.9925,-232.9725,18.1137,-29.2875,-232.74,26.1118,72.96,80.8575,56.628,-155.43,-311.3551,52.5261,-8.61,82.17,-11.7128,-10.0725,57.7725,-16.4076,-8.655,-3.975,12.947,-30.705,16.1325,-27.8905,-29.94,-1.125,-15.0645,-24.1125,4.26,0.3146,-30.165,-2.505,-3.509,-20.9925,-1.815,-5.8322,-3.6825,19.605,-20.2312,-42.7725,5.9775,0.7986,-10.2375,-3.375,-10.9142
1752754840.3447504,-0.128792405128479,1.0955793857574463,-0.11797833442687988,0,-52.4475,-1.3575,-6.3888,-15.105,-0.885,-4.5738,120.4725,-3.5925,-41.1037,70.665,1.2,-28.2293,77.805,-1.995,-3.993,-13.5975,0.5625,-19.6988,-2.5875,-1.6275,-60.6573,-70.4325,-2.655,15.8026,-231.5325,73.2,-12.5719,92.3925,-309.7726,-20.6063,38.8125,-232.74,-4.8642,72.96,-3.7425,9.196,-153.03,-223.755,60.5121,-6.21,77.52,-15.5848,1.7775,56.5725,13.8424,149.595,-0.975,-14.157,-37.905,14.4825,-20.8725,-34.44,-1.725,-15.0645,132.1875,26.76,1.0406,-31.515,-0.105,-3.509,132.6075,-1.365,-6.0742,152.3175,17.055,-19.2632,107.2275,-3.6225,-8.8814,144.4125,-0.825,20.0618
1752754840.709972,-0.09655213356018066,1.1038553714752197,-0.10363417863845825,0,98.4525,-1.3575,1.3552,-14.955,-2.085,22.5302,-14.5275,2.4075,-13.9997,71.865,-22.95,-4.5133,77.505,-4.395,-3.993,142.4025,-0.6375,-21.6348,153.1125,-4.0275,-14.1933,75.5175,-2.655,24.5146,-73.2825,-3.9,-12.8139,160.7925,-305.8726,-20.6063,115.3125,-227.94,-4.6222,5.76,-5.5425,-3.388,-136.23,-235.755,6.3041,77.19,77.37,-69.3088,148.3275,-19.9275,-49.3196,145.395,-3.825,-73.205,115.695,36.2325,3.5695,120.06,-0.675,47.3715,128.4375,36.36,-46.3914,122.235,35.895,-41.745,-20.6925,55.635,-6.0742,149.9175,60.255,-20.2312,121.0275,20.3775,-8.8814,143.2125,-2.775,-10.4302
1752754841.0729275,-0.07980835437774658,1.0824635028839111,-0.15592676401138306,0,103.2525,77.8425,-37.3648,138.795,-2.085,53.5062,-32.6775,-1.1925,-75.9517,55.665,59.7,-16.8553,-69.495,72.405,0.847,147.2025,-5.4375,-21.3928,151.9125,73.0725,-60.1733,87.8175,74.145,-45.9074,-62.7825,82.5,16.2261,148.7925,-309.7726,-20.3643,38.5125,-289.7401,-4.8642,169.26,77.2575,-4.356,-0.33,-216.555,-7.7319,69.54,73.47,-14.6168,66.5775,-18.7275,12.6324,148.695,87.225,-3.509,115.695,72.5325,2.3595,138.06,36.375,-15.0645,127.0875,-1.44,-61.8794,131.685,45.495,52.635,171.6075,39.135,497.5278,-1.2825,55.605,104.6408,-49.9725,1.1775,124.2186,-5.5875,-2.625,-68.9942
1752754841.4369373,-0.07719051837921143,1.0945698022842407,-0.14378708600997925,0,175.2525,77.8425,-5.9048,-13.605,-2.085,-39.4218,-32.0775,-3.5925,-36.7477,52.665,70.5,-87.7613,-76.095,16.005,-60.137,137.6025,71.3625,-68.0988,16.9125,91.9725,-41.7813,-56.1825,-1.755,-46.1494,-212.1825,72.9,-10.8779,14.3925,-304.6726,-20.6063,-38.8875,-232.74,95.8078,-3.54,90.4575,-5.808,-153.03,-226.1551,-9.6679,-7.41,110.67,19.2632,-10.2225,66.1725,-18.3436,-8.805,72.825,-77.077,-37.905,111.5325,-28.1325,-26.94,20.775,-14.5805,-25.9125,93.96,-27.0314,-29.115,74.295,-37.873,-14.9925,36.435,490.5098,-3.0825,27.855,-18.2952,-51.4725,73.1775,-8.8814,-7.6875,92.625,-41.8902
1752754841.8018422,-0.06777238845825195,1.0871728658676147,-0.16436922550201416,0,187.5525,-1.3575,-33.4928,83.295,17.115,-7.7198,62.1225,-3.5925,-43.0397,146.865,71.1,-51.7033,-73.695,5.205,-57.959,233.6025,32.9625,-50.6748,170.5125,-4.0275,-75.9033,-80.1825,93.795,-38.4054,-231.6825,72.9,17.6781,77.9925,-290.5726,57.0757,48.1125,-304.7401,26.1118,-1.44,23.2575,-5.808,-78.63,-211.755,-5.3119,20.19,-1.98,-71.7288,76.1775,-17.8275,-48.8356,255.195,-3.825,-76.109,154.095,-0.0675,-28.6165,80.46,-2.025,-15.0645,147.4875,-1.59,-58.0074,242.085,2.595,-73.205,247.8075,-1.665,489.5418,111.8175,21.855,-18.0532,216.4275,-3.6225,-7.9134,220.0125,-3.375,-72.3822
1752754842.165041,-0.0644148588180542,1.0922775268554688,-0.1682494878768921,0,175.2525,-1.3575,-21.6348,62.895,-2.085,-23.9338,52.5225,15.6075,-12.0637,136.665,12.9,-30.8913,-75.795,-4.395,-3.025,-15.3975,4.1625,-83.5868,78.7125,-4.0275,-76.1453,150.8175,2.145,31.7746,-77.9325,-3.9,-5.0699,81.5925,-309.7726,42.3137,114.7125,-305.94,59.0238,15.66,-3.1425,-6.292,-77.88,-310.1551,-9.6679,0.99,-4.53,-77.0528,8.9775,-19.9275,-49.3196,223.995,-3.975,-18.997,115.695,7.1325,-28.3745,120.06,18.375,-14.0965,127.0875,-1.44,-61.6374,218.085,16.695,-73.205,219.0075,0.435,493.4138,97.7175,19.455,3.0008,-52.0725,15.5775,-8.6394,220.0125,-3.375,-72.8662
1752754842.52971,-0.06467127799987793,1.088021993637085,-0.17094439268112183,0,180.0525,-0.0075,-37.3648,64.095,-2.085,38.0182,43.0725,34.9575,-75.4677,-100.935,20.25,-3.3033,-76.095,34.305,-64.009,-13.5975,33.5625,-50.4328,102.7125,34.3725,-64.5293,155.0175,-2.055,-44.2134,-58.8825,-3.9,-13.7819,91.1925,-309.7726,-5.1183,211.9125,-309.2401,2.8798,74.16,-5.2425,5.808,-78.03,-310.1551,-9.6679,-8.61,33.87,-77.5368,-9.9225,-19.9275,-39.6396,-7.605,-1.575,-80.949,145.095,-4.2675,-28.6165,-34.59,12.375,-15.0645,-24.1125,7.86,-61.8794,-31.515,-2.205,-55.539,234.0075,36.435,489.5418,101.9175,17.055,-12.4872,-46.3725,6.1275,-8.6394,-5.5875,37.725,-68.9942
1752754842.8933618,-0.06370913982391357,1.0891799926757812,-0.17006349563598633,0,184.8525,3.4425,-6.3888,-12.705,36.315,-39.4218,-33.8775,34.8075,1.4883,-99.735,-21.9,-20.7273,-73.395,34.305,-3.993,3.5025,34.1625,-83.5868,-2.4375,-3.8775,-14.1933,-80.1825,-1.455,-46.1494,-76.8825,-3.9,0.7381,91.3425,-309.7726,-12.8623,201.1125,-309.5401,3.3638,83.76,14.8575,-6.292,-78.48,-312.4051,-9.6679,-8.61,-4.23,-77.2948,9.1275,-20.2275,-47.3836,-8.805,-3.975,-64.493,-37.905,38.3325,-24.7445,-34.74,-2.025,0.9075,-25.9125,36.36,-44.9394,-29.115,-2.505,-69.333,228.9075,-1.365,497.2858,77.9175,17.055,-15.8752,180.4275,-3.4725,-7.9134,220.0125,35.475,-72.8662
1752754843.2574615,-0.05706512928009033,1.0974230766296387,-0.13882732391357422,0,99.0525,76.0425,-28.1688,66.495,-2.085,-39.4218,-33.8775,6.0075,-68.2077,156.015,12.9,-65.0133,-76.095,0.405,-65.703,-13.2975,-5.4375,-81.6508,75.1125,-4.0275,-76.1453,150.2175,9.495,-45.9074,-0.6824,-3.9,-14.7499,149.9925,-309.7726,-10.9263,114.7125,-309.5401,-4.8642,231.36,-5.5425,-6.292,6.57,-310.1551,-5.0699,-6.81,92.52,-73.6648,-8.8725,-14.8275,-49.0776,144.795,-3.375,-49.973,115.695,-3.6675,-28.6165,118.86,-0.825,-14.5805,129.4875,7.56,-30.9034,131.685,-2.505,-41.261,142.3575,152.235,493.4138,-3.5325,170.655,-12.4872,5.2275,-3.6225,-5.0094,146.2125,-3.225,-72.8662
1752754843.6211624,-0.0582280158996582,1.1040128469467163,-0.12836527824401855,0,21.6525,75.7425,-18.9728,-10.155,75.915,-34.5818,119.7225,73.2075,-75.9517,-11.685,53.7,-97.6833,-76.095,72.405,-54.329,-5.1975,4.7625,-83.3448,6.7125,-4.0275,-14.1933,-79.5825,74.445,46.7786,-75.6825,72.9,-2.6499,158.3925,-226.9725,41.3457,-38.8875,-222.84,-4.3802,-0.84,-3.7425,55.66,-1.83,-235.755,-9.1839,-8.61,77.07,-73.6648,-9.6225,-20.0775,-49.3196,-8.805,72.825,-46.101,122.895,97.8825,-24.5025,-24.84,-2.025,-10.7085,128.2875,7.56,-30.9034,-31.515,10.845,-57.717,-18.2925,7.635,490.9938,-3.6825,17.055,-4.7432,-4.3725,-1.2225,-4.7674,-4.8375,-2.175,-72.8662
1752754843.984767,-0.05735278129577637,1.098144292831421,-0.12838494777679443,0,98.4525,75.4425,25.5552,-14.805,74.715,22.5302,122.7225,6.0075,2.2143,-16.635,51.3,-18.0653,-74.595,72.555,-3.993,-15.3975,71.3625,-83.5868,6.8625,73.9725,-13.9513,75.8175,-2.655,-38.4054,-78.0825,-1.5,16.2261,148.7925,-2.5725,57.3177,-37.6875,-2.34,74.9958,72.96,-5.5425,-6.05,-1.83,-0.5551,-9.1839,68.34,303.27,-15.5848,68.9775,287.1225,-49.3196,144.945,-3.975,-18.997,115.695,-2.4675,2.3595,-13.14,-0.225,63.3435,128.2875,18.36,-46.3914,123.285,-1.905,-11.253,-20.3925,-0.765,489.5418,149.9175,36.255,-4.7432,102.4275,-3.6225,-8.8814,143.2125,-3.375,-70.6882
1752754844.3490174,-0.055413246154785156,1.1020662784576416,-0.1360166072845459,0,98.4525,75.4425,24.5872,-5.505,36.315,22.5302,130.5225,73.2075,-6.2557,57.465,61.2,-28.2293,-76.095,72.405,-3.993,-9.6975,-4.0875,-83.5868,-2.2875,-4.0275,-70.3373,73.8675,75.645,-46.1494,8.9175,72.9,-14.7499,225.5925,-309.7726,-12.8623,38.2125,-232.14,-0.9922,160.56,73.8075,-2.42,-69.03,-235.755,-9.6679,68.19,72.27,-15.5848,85.9275,-19.0275,12.6324,159.195,72.825,-18.997,154.095,71.9325,-28.6165,159.66,-2.025,-14.0965,165.4875,-2.04,-61.8794,171.285,-2.505,-57.717,192.6075,2.835,497.2858,150.5175,96.405,-20.2312,-51.1725,78.7275,-1.1374,162.4125,83.025,-40.9222
1752754844.7134917,-0.05817234516143799,1.0995762348175049,-0.13046878576278687,0,98.4525,75.4425,-37.3648,-15.105,74.715,22.5302,-32.3775,82.8075,-44.9757,58.365,56.1,-27.5033,-74.595,-2.895,27.951,4.7025,-2.4375,-82.6188,151.9125,82.3725,-76.1453,83.0175,74.745,15.8026,-1.1325,72.9,16.2261,244.7925,-309.7726,43.5237,57.4125,-232.44,-4.1382,159.66,14.1075,1.936,-1.83,-293.3551,-9.6679,78.39,-4.53,-73.4228,66.5775,-20.2275,-49.3196,163.995,-0.975,-65.461,115.695,4.7325,-26.6805,138.06,-1.425,-15.0645,184.6875,2.76,0.5566,180.585,-2.205,-73.205,185.4075,17.235,500.1898,63.5175,17.055,-19.7472,158.8275,5.9775,-6.9454,-10.2375,6.525,-26.4022
1752754845.0778008,-0.08891105651855469,1.1007734537124634,-0.1272227168083191,0,117.8025,22.6425,-37.3648,-11.805,17.115,-39.1798,-24.2775,73.2075,-72.0797,64.665,65.7,-97.9253,-65.295,14.805,-64.977,3.2025,-5.1375,-83.3448,160.6125,73.9725,-75.9033,93.9675,6.945,-46.1494,-60.9825,-3.0,0.7381,168.5925,-292.9726,-12.8623,42.7125,-308.34,-2.6862,226.56,-4.3425,-6.292,-78.63,-312.5551,-8.6999,68.19,-2.13,-77.0528,66.5775,-15.4275,-49.3196,146.145,-0.375,-80.707,118.395,34.1325,110.7755,138.06,-0.825,-13.6125,127.0875,-2.04,77.5126,141.285,-2.205,67.155,151.8075,36.435,117.8298,150.5175,17.055,112.3848,106.4775,39.5775,115.5066,143.2125,6.225,-71.4142
1752754845.4425423,-0.09646737575531006,1.1046453714370728,-0.13066214323043823,0,101.7525,20.2425,-36.3968,-15.105,0.315,-39.4218,120.0225,25.2075,-74.0157,69.465,-6.3,-94.0533,82.605,-4.395,-65.461,-13.2975,6.5625,-65.1948,-0.4875,0.7725,-76.1453,93.8175,19.545,-26.7894,-57.3825,-3.75,-14.5079,172.7925,-285.6226,-10.6843,133.9125,-309.5401,-4.8642,149.76,-5.3925,11.374,-155.28,-292.9051,21.7921,-8.61,14.67,-67.8568,144.7275,-19.6275,-39.6396,144.795,-1.575,-71.269,115.695,14.3325,111.5015,119.01,17.175,-14.0965,165.7875,21.96,77.5126,165.435,38.445,68.123,171.0075,17.835,118.0718,34.7175,17.055,107.5448,144.4275,5.9775,145.9986,143.2125,15.825,-72.6242
1752754845.8067086,-0.12282443046569824,1.106482982635498,-0.13929319381713867,0,127.8525,1.1925,-37.3648,-11.955,17.415,-39.4218,119.7225,-3.5925,-74.0157,59.865,-3.9,-98.1673,87.105,-3.795,-64.977,-15.9975,-5.4375,-79.7148,-2.8875,-2.8275,-76.1453,73.7175,-0.255,-43.7294,-77.6325,16.5,16.2261,158.5425,-290.2726,-16.7343,115.9125,-298.7401,-4.3802,149.76,-5.5425,71.148,-155.43,-235.755,-9.6679,-7.41,-4.53,-46.5608,172.1775,-19.4775,-47.8676,165.195,-1.575,-79.981,115.695,-3.6675,10.3455,118.86,17.175,-15.0645,151.2375,38.76,0.0726,122.085,-2.505,35.211,-20.9925,-1.815,-2.2022,149.9175,17.655,10.7448,-52.3725,-3.6225,-1.1374,143.2125,-3.375,23.9338
1752754846.16991,-0.12579691410064697,1.1077016592025757,-0.16188645362854004,0,98.4525,4.6425,-37.3648,9.195,-1.785,-30.7098,139.0725,-3.5925,17.4603,70.065,-6.3,-1.3673,77.505,-1.995,26.983,-15.9975,5.0625,-75.8428,-2.1375,-3.8775,-13.9513,73.4175,-2.205,-46.1494,-78.0825,-3.9,-14.5079,148.7925,-226.3726,0.6897,119.5125,-309.3901,-0.9922,-3.69,-5.5425,-2.42,-145.83,-225.555,-1.6819,-8.61,-4.38,-76.5688,160.7775,-19.9275,-49.3196,145.095,-2.775,-73.205,115.695,-4.8675,-20.8725,119.46,-0.825,-15.0645,127.0875,-2.04,64.2026,141.285,-2.505,50.699,135.1575,-1.365,-2.2022,6.8175,19.455,103.6728,101.2275,-3.6225,118.8946,143.2125,-2.175,-68.9942
1752754846.533941,-0.14266526699066162,1.1071398258209229,-0.19315826892852783,0,117.6525,1.3425,-37.3648,4.095,17.715,-23.4498,138.9225,-1.1925,-74.0157,52.665,-24.3,-97.6833,82.605,-2.895,-58.201,-13.5975,-5.4375,-75.8428,11.6625,-4.0275,-75.4193,73.4175,-2.655,-46.1494,-230.4825,2.1,-14.2659,91.7925,-308.1226,-18.6703,66.7125,-309.5401,-4.8642,149.76,4.0575,1.452,-155.43,-295.7551,-9.6679,10.59,-4.53,-61.8068,-9.6225,-19.9275,-49.3196,-8.805,15.525,-79.981,-36.555,-3.6675,97.2235,9.06,55.575,-13.6125,-23.9625,0.36,-61.6374,11.685,55.695,-73.205,28.2075,-1.965,117.8298,53.9175,19.755,103.6728,-52.3725,44.6775,115.0226,-10.0875,-3.375,-57.3782
1752754846.8982189,-0.18274497985839844,1.117224931716919,-0.1903454065322876,0,-54.9975,19.0425,24.5872,138.495,-2.085,-39.1798,129.3225,25.2075,-75.9517,70.065,-6.3,10.2487,82.605,-4.395,-64.009,137.6025,-5.4375,-75.3588,160.3125,17.5725,-76.1453,-70.5825,2.445,-45.9074,-153.3825,5.85,79.3881,-4.0575,-290.5726,-20.1223,40.3125,-285.5401,89.9998,92.61,71.2575,56.628,-155.43,-310.1551,85.6801,87.39,10.17,-15.1008,69.1275,56.8725,12.8744,-6.405,-2.775,11.979,-37.905,14.6325,33.3355,-34.14,-1.425,15.9115,-25.6125,-0.84,23.3046,-21.915,-1.305,1.331,-20.9925,-1.965,-6.0742,-3.3825,38.805,-20.2312,-33.1725,1.3275,-8.6394,-10.3875,-2.025,-6.8002
1752754847.2630599,-0.1905127763748169,1.096532940864563,-0.17436957359313965,0,98.4525,8.2425,-6.3888,138.495,-0.885,-23.9338,129.9225,1.2075,-13.9997,51.465,-22.5,-5.2393,-71.295,-3.795,-34.485,142.4025,-0.4875,-21.6348,155.5125,5.5725,20.6547,-74.1825,-2.655,21.6106,-231.6825,73.8,-7.0059,4.7925,-231.7725,-20.1223,-38.8875,-299.94,10.6238,73.26,72.4575,57.596,-155.43,-311.3551,-9.6679,70.59,72.27,-15.5848,-9.9225,59.5725,12.6324,-8.505,-3.975,4.235,-33.105,-2.4675,36.2395,-34.74,-2.025,-14.0965,-26.5125,-0.84,0.0726,-31.515,-1.155,35.211,-20.9925,17.385,-5.1062,5.9175,17.055,-4.5012,-52.3725,-3.1725,-8.8814,-2.8875,-3.375,-72.8662
1752754847.6254418,-0.20836615562438965,1.1054258346557617,-0.09424090385437012,0,98.4525,-1.3575,-21.6348,142.095,-2.085,38.0182,121.5225,15.6075,-44.9757,50.565,-18.6,-0.8833,12.705,1.155,-65.945,137.6025,-5.2875,-13.8908,93.1125,-4.0275,-75.9033,-70.2825,-2.055,62.2666,-154.5825,72.9,78.1781,71.9925,-309.7726,10.8537,-15.7875,-232.44,2.8798,72.96,71.2575,24.684,-155.43,-235.1551,52.7681,87.39,72.27,15.3912,66.7275,56.5725,13.6004,69.195,-3.675,12.947,-13.905,-0.0675,2.3595,-5.94,18.075,-15.0645,-26.5125,17.16,0.0726,55.035,16.695,20.691,-20.9925,-1.965,-6.0742,-2.4825,45.855,26.4748,-52.3725,16.1775,-7.9134,66.4125,1.425,20.0618
