timestamp,tracker_pos_x,tracker_pos_y,tracker_pos_z,tracker_rot_roll,tracker_rot_pitch,tracker_rot_yaw,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1753077047.9886112,0.24492186307907104,0.28247928619384766,-0.7354429960250854,-89.68742490784028,49.27188590376135,-165.68873048614032,16.9275,-7.0575,-33.7227,-6.015,-1.3125,-13.5762,7.7475,14.775,-22.9537,-10.5825,-9.885,-5.9774,4.8375,-6.6375,23.5466,-0.2475,-3.2475,39.9905,17.28,4.9275,18.4525,-1.725,-7.4925,14.2296,-2.4,10.785,-20.4611,0.945,26.1975,-47.553,15.81,-3.345,-0.7018,-4.8225,-27.1425,6.3767,-3.645,-5.295,-34.0736,-1.74,-4.035,10.043,-1.56,-33.0,5.2514,15.0525,-5.9625,33.7106,2.13,6.33,-23.9096,-2.355,34.365,15.1855,-2.5275,-4.815,17.6781,2.8275,-2.715,27.4065,-0.615,-1.05,-12.4872,26.34,17.5875,8.3369,-14.6625,8.9325,-6.8002,-3.6975,-7.5675,-4.7795
1753077048.350666,0.23362867534160614,0.29049140214920044,-0.7481516599655151,-96.06407417659004,49.49755958255125,-169.74948730619502,-1.6725,21.5925,29.1973,0.885,-1.3125,-23.2562,-3.0525,-4.425,27.3823,-3.5325,-4.485,18.7066,9.6375,-5.1375,8.5426,148.2525,-2.0475,55.2365,15.03,-4.6725,5.8685,-1.875,11.4075,18.3436,-2.55,15.735,18.2589,3.345,-52.1025,-47.553,8.61,-4.545,-1.1858,-2.4225,-33.4425,6.3767,1.005,-5.145,-15.1976,-1.59,-4.335,-20.933,-3.96,-30.0,3.3154,-4.1475,4.8375,17.9806,3.33,6.33,23.7644,25.545,31.965,14.4595,-2.5275,-4.815,25.4221,-6.7725,-2.115,-66.0055,6.435,-1.65,-12.7292,22.74,-1.6125,11.9669,-1.6125,10.1325,-8.2522,5.7525,-8.3175,30.0685
1753077048.7128484,0.24608737230300903,0.24890244007110596,-0.7031036615371704,-108.03563089137818,49.188476916563936,-169.76990820771726,7.9275,-7.2075,-33.7227,-5.415,13.0875,-15.5122,6.5475,-4.425,8.0223,0.6675,-9.285,17.7386,0.0375,-6.4875,-7.4294,-5.3475,16.1025,41.6845,-4.32,-4.3725,17.4845,2.625,-7.9425,14.2296,-2.25,10.785,-20.4611,-1.455,31.8975,45.375,-0.39,-4.545,-32.1618,-4.8225,30.4575,6.6187,-3.795,23.055,-22.9416,0.66,-4.335,8.107,-3.96,43.95,3.3154,0.9525,-0.7125,45.0846,6.93,7.53,45.7864,25.545,17.565,-2.2385,3.1725,-4.515,17.9201,-6.7725,-3.765,11.4345,-2.565,-1.65,-12.7292,-16.71,13.0875,-3.5211,-2.2125,-5.4675,-8.7362,5.9025,1.2825,26.6805
1753077049.0750144,0.27017292380332947,0.280788779258728,-0.6943117380142212,-99.89115079560636,49.25836912498623,-165.77698542523873,-2.8725,-3.6075,-2.7467,-6.615,-1.3125,-23.2562,-3.0525,-4.275,12.1363,9.6675,-9.885,-91.6454,19.2375,-6.6375,-7.4294,13.8525,-4.4475,-53.1795,-4.32,-4.6725,19.4205,-0.975,-7.9425,-78.6984,7.05,10.185,14.3869,-0.855,28.2975,-43.681,11.61,-4.545,0.7502,-4.8225,21.4575,6.3767,-3.795,-5.745,8.0344,-1.59,-4.035,8.107,-3.96,-4.35,3.3154,5.4525,-4.4625,18.2226,2.13,6.63,8.2764,-12.705,12.765,-17.7265,-2.5275,-4.815,17.6781,-6.6225,-4.065,26.9225,-2.865,-1.65,12.6808,31.59,-6.4125,8.0949,-1.6125,-6.6675,-9.2202,-3.6975,-7.1175,26.1965
1753077049.4376416,0.3539445400238037,0.3717547655105591,-0.6107704639434814,-81.56265547731537,63.39890877549854,-153.16811552054463,-2.8725,-7.2075,14.6773,13.185,-0.7125,-19.3842,-3.0525,-3.225,16.2503,-10.4325,2.265,-91.6454,4.8375,13.3125,-69.3814,0.9525,-4.4475,45.5565,5.43,2.5275,17.9685,-2.175,-8.0925,-8.0344,7.05,11.385,-19.4931,-3.855,-37.7025,45.617,-0.99,-4.545,-1.1858,-2.4225,-55.3425,6.6187,6.405,13.455,8.5184,3.06,-4.335,-21.659,-3.96,43.65,3.3154,-4.1475,-5.0625,48.9566,9.63,-12.87,12.8744,8.145,17.565,24.8655,-2.5275,-4.815,-75.2499,17.2275,-4.065,42.4105,-41.565,-1.5,18.2468,-13.26,-1.6125,12.9349,6.7875,-10.2675,21.7558,3.5025,-8.3175,49.4285
1753077049.7997324,0.4454984664916992,0.3307320475578308,-0.5444846153259277,-48.33758845051484,74.06615419293071,-145.135318574304,-2.2725,-7.2075,-1.5367,4.185,-1.3125,-23.2562,-2.7525,5.175,-82.9697,-10.2825,-9.585,-80.5134,3.3375,17.3625,-1.6214,71.6025,-4.4475,-45.4355,-4.32,0.1275,-75.4435,0.375,-8.0925,-76.2784,3.15,10.185,-18.5251,-2.055,29.4975,-43.681,8.91,72.255,-0.7018,-4.2225,-55.9425,-24.5993,-3.495,301.455,-22.9416,9.06,303.615,-22.869,-3.96,-33.15,3.5574,-2.9475,-5.3625,-59.4594,-31.47,-8.07,99.9944,6.495,12.765,-15.5485,2.8725,-4.815,-75.2499,14.8275,0.735,67.5785,-40.965,56.25,482.8868,-14.46,-6.4125,-15.1371,-38.2125,67.1325,-1.4762,0.9525,-3.5175,-66.7315
1753077050.1636682,0.4573361277580261,0.3134346604347229,-0.5453039407730103,-63.852511921941115,76.33426329650763,-164.90213233506165,-2.8725,69.5925,-2.7467,70.185,-1.3125,-23.2562,16.7475,72.375,-81.7597,8.4675,2.565,8.0586,0.0375,-6.6375,-67.4454,71.4525,-3.0975,55.2365,-3.72,72.4275,-74.9595,2.625,-5.6925,-78.6984,9.45,-56.415,-3.7631,15.945,256.8975,-32.065,3.81,302.655,-32.1618,-4.8225,-42.5925,-24.5993,-3.195,301.605,-22.9416,-1.74,305.265,-69.333,15.54,-13.35,-58.6366,0.8025,-5.9625,-51.7154,-31.47,-12.87,15.2944,-11.055,12.765,-14.8225,-2.5275,-4.815,48.6541,3.1275,-3.765,-35.0295,-3.165,-1.65,607.2748,-16.56,-1.6125,-22.3971,-2.8125,-10.2675,7.2358,-3.8475,-8.3175,-66.7315
1753077050.5260406,0.4602576494216919,0.30516910552978516,-0.5353916883468628,-93.55335513823962,73.05667119612396,175.77402594568193,-2.7225,69.5925,-2.7467,77.385,-1.3125,61.9278,-0.5025,81.975,-5.5297,-1.1325,68.715,1.2826,0.0375,-6.3375,-3.5574,72.0525,-3.8475,39.7485,-4.32,80.5275,-74.4755,-0.675,69.9075,-47.7224,-2.55,10.485,-20.4611,-3.855,331.8975,-12.463,-0.99,389.055,-1.1858,4.7775,20.8575,-35.2473,0.405,380.655,-53.9176,-1.14,312.465,-83.853,-3.96,43.65,-43.1486,5.4525,-5.9625,-28.4834,-0.27,66.33,10.9384,6.345,92.565,13.2495,-2.5275,-2.415,-59.7619,80.8275,-4.065,-65.0375,-41.565,36.75,514.8308,62.49,70.3875,10.0309,37.6875,-9.6675,21.7558,-3.8475,68.4825,-18.3315
1753077050.8903298,0.46453770995140076,0.3000056743621826,-0.5258059501647949,-93.88080447479733,73.26058508341505,175.1802986221846,-2.7225,-7.2075,-25.9787,-5.415,3.4875,-21.3202,-1.8525,-4.425,-69.4177,-5.9325,66.915,-85.8374,-67.1625,70.1625,-5.2514,77.9025,-1.7475,16.5165,91.68,0.1275,-10.5875,74.625,68.7075,-47.2384,75.45,12.585,-19.4931,73.245,267.0975,-42.955,-0.99,303.405,-31.1938,-4.5225,21.4575,-24.5993,10.605,383.055,-21.7316,75.06,307.665,-77.077,82.44,44.85,-58.3946,72.6525,70.8375,-51.7154,-35.67,-12.87,22.5544,-10.455,90.765,-17.7265,-1.9275,16.785,-75.2499,70.9275,-4.065,-46.6455,46.035,-1.65,486.2748,59.94,71.5875,-22.8811,36.7875,67.7325,-9.2202,82.5525,-5.6175,-66.4895
1753077051.2547083,0.46182650327682495,0.3034524917602539,-0.5312081575393677,-92.21458724975625,72.97264255647708,178.1546443864282,-2.8725,-7.2075,1.1253,5.385,-1.3125,-23.0142,0.9975,73.875,-67.2397,-8.3325,67.065,9.2686,5.1375,74.9625,-7.4294,71.4525,-4.4475,-52.6955,0.48,-4.3725,17.4845,74.625,68.8575,-47.7224,74.55,11.385,-11.7491,77.745,331.8975,-16.577,-0.99,302.955,-1.1858,5.6775,20.8575,-24.5993,-0.795,301.455,-22.9416,79.86,304.065,-71.995,72.84,46.05,-27.4186,73.5525,81.1875,-28.4834,-36.27,63.93,23.0384,-12.855,51.165,-17.7265,-2.5275,-2.415,-75.0079,79.6275,-4.065,-33.0935,37.635,0.75,482.8868,-16.56,70.3875,-15.1371,36.7875,66.5325,-9.2202,-3.8475,1.7325,-27.5275
1753077051.616856,0.47167226672172546,0.29714542627334595,-0.5277631282806396,-88.85946815056106,59.34324452492269,179.83544707044118,18.7275,-2.4075,-2.5047,-6.315,-0.7125,-23.2562,-3.0525,72.525,-84.9057,66.0675,71.865,5.6386,-57.5625,3.5625,-5.4934,71.7525,-4.4475,-52.9375,-3.72,-2.2725,-5.2635,76.425,2.7075,-78.6984,74.85,14.985,-20.4611,72.945,332.0475,-47.553,-0.99,398.655,-32.1618,-4.8225,20.8575,8.3127,-3.795,378.555,9.0024,75.36,302.865,-15.125,80.04,43.65,3.3154,72.6525,-4.4625,48.9566,-36.27,63.93,16.7464,6.345,12.915,-7.8045,2.8725,-4.815,9.9341,-6.7725,-3.915,26.9225,-41.565,-1.65,503.2148,74.79,15.1875,8.0949,55.3875,66.5325,-9.2202,72.9525,2.1825,27.1645
