label,pos_x,pos_y,pos_z
Corner_1,-0.2792367935180664,1.0806214809417725,-0.0501176118850708
Corner_2,-0.015115499496459961,1.0730643272399902,-0.023814916610717773
Corner_3,0.012348651885986328,1.0781443119049072,-0.35058659315109253
Corner_4,-0.25541579723358154,1.081000566482544,-0.37544700503349304
Sensor_1,-0.22493326663970947,1.0784804821014404,-0.0800238847732544
Sensor_2,-0.17135334014892578,1.0721166133880615,-0.08868777751922607
Sensor_3,-0.09927892684936523,1.0692695379257202,-0.0780366063117981
Sensor_4,-0.03141140937805176,1.0752780437469482,-0.06462830305099487
Sensor_5,-0.2248523235321045,1.0773224830627441,-0.13181614875793457
Sensor_6,-0.16813373565673828,1.0663962364196777,-0.14381659030914307
Sensor_7,-0.09922623634338379,1.0757005214691162,-0.11973404884338379
Sensor_8,-0.032977938652038574,1.073561668395996,-0.11387515068054199
Sensor_9,-0.21234846115112305,1.0790948867797852,-0.18187594413757324
Sensor_10,-0.15095651149749756,1.0831457376480103,-0.17745864391326904
Sensor_11,-0.08965921401977539,1.0766948461532593,-0.16707754135131836
Sensor_12,-0.0384598970413208,1.0744311809539795,-0.16157656908035278
Sensor_13,-0.21260273456573486,1.0814162492752075,-0.2329249382019043
Sensor_14,-0.15159821510314941,1.066056728363037,-0.24905848503112793
Sensor_15,-0.07561564445495605,1.0802257061004639,-0.22064566612243652
Sensor_16,-0.025784850120544434,1.0791661739349365,-0.2183845043182373
Sensor_17,-0.2115405797958374,1.081767201423645,-0.28909382224082947
Sensor_18,-0.14036214351654053,1.0842995643615723,-0.2766723930835724
Sensor_19,-0.08091104030609131,1.083815336227417,-0.27428653836250305
Sensor_20,-0.026762008666992188,1.0815730094909668,-0.2667820155620575
Sensor_21,-0.2071828842163086,1.084465742111206,-0.3415171205997467
Sensor_22,-0.1469409465789795,1.0797996520996094,-0.3295968472957611
Sensor_23,-0.08293795585632324,1.078583002090454,-0.3251354694366455
Sensor_24,-0.02129805088043213,1.079131841659546,-0.31691494584083557
