timestamp,tracker_pos_x,tracker_pos_y,tracker_pos_z,tracker_rot_w,tracker_rot_x,tracker_rot_y,tracker_rot_z,patch_on,area_num,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1754495189.7205224,-0.05897742509841919,0.29464489221572876,0.19620180130004883,0.669365138554259,0.5554038617002196,0.3734124223450033,-0.32255229926069123,0.0,0.0,-2.7225,-8.415,-32.3675,-4.2825,12.09,-5.9895,6.1575,34.5975,-44.044,1.44,-15.06,12.8018,-6.99,-5.115,-6.5098,-1.4175,15.3975,-17.0731,-1.575,5.925,-14.4716,-6.945,-3.405,4.5617,-3.5325,4.575,-4.3681,-3.4275,52.575,-14.6047,-3.39,-1.2075,2.783,7.05,-3.345,-1.6819,2.94,-3.27,-17.061,-3.8175,6.615,8.9419,16.11,11.19,-9.4985,13.44,-1.1925,-5.4813,12.7875,1.4175,43.4632,-1.275,7.4475,-5.8806,-4.4175,-2.925,-63.1136,14.5875,-2.685,-47.8555,-7.965,72.765,116.0511,-4.6875,-3.165,-9.5106,-4.32,-69.84,-1.6214,-5.0925,1.6575,1.7303
1754495190.0828898,-0.05797773599624634,0.29117369651794434,0.19427752494812012,0.6684728137118322,0.5559966153805587,0.3701945829084693,-0.32705936481674724,0.0,0.0,16.4775,-13.365,272.0685,-5.1825,-7.26,1.7545,4.6575,-41.6025,-42.35,-1.26,-15.06,1.1858,17.01,-5.865,-4.5738,-1.7175,10.8975,-17.0731,-0.225,-2.475,-10.5996,-6.945,10.395,-3.1823,-3.9825,-2.925,-7.7561,0.4725,54.375,15.4033,16.56,35.0925,-12.947,-3.75,7.455,51.5581,1.14,-80.07,-17.787,-3.8175,-0.735,-6.5461,-3.39,6.39,-5.6265,-5.61,8.4075,-4.9973,4.3875,11.0175,-14.3748,3.675,-2.1525,-20.8846,-4.1175,-2.925,130.4864,-4.6125,-2.535,-47.6135,18.435,-163.635,-7.8529,-1.0875,-3.165,7.9134,-4.32,160.56,2.2506,-5.0925,-2.8425,-6.2557
1754495190.4448717,-0.057902753353118896,0.29007792472839355,0.19120550155639648,0.667032931746353,0.5559296932503344,0.3711801996847709,-0.3289901125684543,0.0,0.0,-0.4725,17.385,269.1645,4.1175,2.64,-4.0535,-4.9425,36.9975,-44.286,-1.56,-5.16,5.0578,2.61,-5.415,-6.0258,-1.7175,10.5975,-13.2011,-2.025,-3.675,-14.4716,-5.145,5.895,-3.1823,-3.6825,-2.625,-5.8201,-4.3275,51.375,-15.3307,7.41,-3.1575,-11.253,-3.75,19.455,-9.6679,-4.26,-0.72,-18.271,2.1825,-3.285,-6.5461,-3.39,-3.21,52.9375,3.84,-1.1925,-5.4813,17.5875,0.2175,58.9512,8.325,-2.0025,172.4734,2.6325,7.725,-54.4016,0.1875,-2.685,142.8405,-10.365,67.365,-7.8529,-2.2875,-3.015,-11.4466,-1.92,171.51,-1.3794,-2.6925,-2.8425,-5.2877
1754495190.8069217,-0.05823349952697754,0.286932110786438,0.1892704963684082,0.6652888222553337,0.5552121253481199,0.37163463591715684,-0.3331936305024198,0.0,0.0,12.2775,17.385,-33.8195,-5.3325,-6.96,-5.5055,9.4575,34.5975,-44.286,-1.56,-15.06,-2.6862,-6.99,3.585,1.7182,-1.5675,48.9975,-17.0731,-1.875,5.925,-14.4716,-1.995,-4.005,0.6897,-2.6325,-1.725,-8.2401,0.6225,54.075,-15.5727,-3.39,5.9925,2.299,4.2,-3.345,5.0941,-4.26,6.93,-18.271,6.3825,1.515,39.9179,-1.89,1.74,-8.5305,-2.76,-1.1925,1.5367,-15.8625,1.4175,-18.4888,-0.525,-1.5525,191.8334,14.7825,-3.075,-63.1136,-4.6125,-2.685,-47.3715,8.985,73.065,116.5351,-4.6875,-3.165,4.5254,0.48,-69.84,0.3146,-0.1425,-2.8425,9.2323
1754495191.1688247,-0.05990228056907654,0.2866831421852112,0.18785560131072998,0.6654316307870287,0.552871988473464,0.3728038110890249,-0.33548567416058517,0.0,0.0,11.6775,-7.815,-29.9475,-5.3325,-7.11,-5.9895,-4.9425,34.5975,-44.286,8.34,-15.06,-2.4442,-6.69,3.885,241.2982,12.6825,-65.9025,0.3509,-2.025,-1.275,-10.5996,-6.795,-4.005,-3.1823,15.2175,-2.925,11.1199,0.4725,-25.425,-5.8927,-3.39,1.1925,2.299,6.0,6.255,-8.9419,-4.26,-2.97,-18.271,-1.4175,-3.285,-5.5781,-3.39,-2.61,-9.4985,6.24,9.7575,10.0067,7.9875,10.2675,-18.4888,1.425,2.6475,-21.3686,15.0825,-3.075,-53.9176,-1.9125,-2.535,138.0005,8.835,76.665,3.7631,-4.6875,-3.165,-11.4466,-4.02,-69.84,0.3146,-4.9425,1.9575,-5.7717
1754495191.5309215,-0.06012606620788574,0.28635287284851074,0.18804633617401123,0.6640174583979569,0.5540449413191159,0.3725174820876576,-0.33666856614189816,0.0,0.0,12.2775,-13.815,-33.8195,-4.2825,4.74,-3.0855,4.6575,-42.2025,-44.286,0.84,-10.26,-2.6862,-2.19,13.485,-6.5098,-1.7175,-63.3525,-16.1051,8.175,6.525,-14.4716,-6.945,-3.405,12.3057,-1.4325,-2.925,-8.2401,-3.7275,-24.225,-15.5727,-3.39,-2.4075,-13.189,-3.75,-3.345,-9.9099,-4.26,-3.27,-18.271,-2.4675,-0.885,18.6219,6.21,-2.91,-1.7545,-5.76,3.6075,2.2627,4.3875,0.2175,-18.4888,-1.275,-1.5525,-19.4326,-4.1175,-3.075,-61.9036,4.9875,-2.685,144.7765,13.635,67.365,-0.1089,0.4125,-3.165,-11.4466,-4.02,-69.84,-1.6214,-4.7925,3.1575,-0.4477
1754495191.8929462,-0.060452282428741455,0.2871488928794861,0.18850648403167725,0.6645917494434294,0.5542718493386503,0.37141386753532996,-0.3363810893722064,0.0,0.0,-2.7225,29.535,-33.8195,-3.0825,14.34,2.7225,-0.1425,34.7475,-42.35,-1.56,-13.26,13.7698,-6.84,-6.015,242.2662,-1.7175,-66.2025,-16.5891,-2.025,1.125,-14.4716,-6.945,-4.005,-2.9403,-3.6825,-2.325,-8.2401,-4.3275,53.775,-0.0847,-3.24,-3.6075,6.171,-3.75,-3.195,-10.3939,-1.71,-3.27,43.681,-3.8175,7.065,-6.3041,15.81,8.79,-9.4985,0.24,8.4075,-0.6413,-16.0125,0.2175,-18.4888,1.725,-0.9525,-21.3686,-4.4175,-2.475,130.4864,0.1875,-2.685,-47.8555,-10.215,67.365,-3.9809,-4.6875,1.635,-11.4466,5.28,-69.84,2.2506,-5.0925,-2.8425,-6.0137
1754495192.255339,-0.05980867147445679,0.2871902585029602,0.1805025339126587,0.6644644250194817,0.5523880360734698,0.37113544157578315,-0.34001903831896013,0.0,0.0,-7.2225,-9.015,-27.7695,6.5175,-6.66,2.2385,-4.3425,-3.8025,205.458,-1.56,-5.31,-2.6862,-4.44,-6.015,-6.5098,-1.7175,10.8975,-17.0731,7.725,6.525,233.5784,-0.945,-4.005,16.1777,-3.9825,-0.375,-8.2401,-4.3275,51.375,-15.0887,-3.39,-3.3075,-12.705,-3.15,-2.445,-5.5539,10.14,6.33,-2.783,-2.6175,-3.285,24.9139,-3.09,9.99,5.9895,6.54,13.3575,-3.5453,-15.8625,0.2175,-18.4888,1.725,0.5475,-19.4326,-4.4175,-1.875,-61.1776,6.1875,-2.685,142.8405,18.435,66.765,-0.1089,-4.6875,-3.165,-7.5746,14.88,-69.69,3.2186,18.9075,-2.8425,56.1803
1754495192.6169686,-0.04072105884552002,0.27992570400238037,0.16941189765930176,0.674269628317931,0.5412276134280941,0.366918199713614,-0.3432261342870055,0.0,0.0,2.0775,-12.615,268.4385,-5.4825,-7.11,-1.1495,4.6575,34.5975,205.7,3.24,-14.76,-2.4442,5.31,-5.115,-6.0258,-1.7175,-66.2025,-17.0731,-2.025,-3.675,-14.4716,-6.645,-3.705,-1.9723,-3.9825,11.775,-0.0121,-4.3275,51.525,-14.6047,6.81,-1.0575,-5.445,-3.75,-3.345,12.8381,-4.26,-2.07,-18.271,5.7825,-0.285,-4.6101,16.41,-3.21,-8.5305,13.44,-1.1925,-1.6093,-16.0125,0.2175,-10.7448,1.125,7.4475,-21.3686,-4.4175,7.125,-62.1456,14.5875,6.915,-46.8875,-10.365,66.765,116.2931,-4.6875,-2.565,-9.5106,-4.32,-69.84,207.4666,-0.1425,-2.6925,9.4743
1754495192.979715,-0.02426031231880188,0.2744233012199402,0.16204321384429932,0.6738914542914487,0.5255256993053704,0.3817280240793781,-0.35210335940885457,0.0,0.0,6.8775,20.835,276.9085,-5.4825,-7.26,9.4985,7.0575,-18.2025,203.522,-1.56,6.54,-2.6862,-6.09,13.185,-6.2678,-1.1175,-66.2025,-17.0731,-0.675,-3.675,-6.7276,-6.345,-1.605,-3.1823,-3.9825,-2.925,-5.8201,-4.1775,-25.425,-15.5727,1.71,20.3925,-13.189,-3.15,-3.345,-9.9099,-4.26,-3.27,-18.029,-3.8175,-1.935,2.1659,-2.04,2.79,53.1795,18.24,1.2075,2.2627,-15.7125,9.9675,53.3852,2.325,0.2475,-21.3686,-2.0175,9.075,139.1984,-4.0125,-2.385,-47.8555,-10.365,66.765,-7.8529,-4.6875,7.635,-11.4466,5.28,174.96,-0.6534,-5.0925,-2.8425,55.6963
