timestamp,patch1_area_id,patch2_area_id,patch1_inference_enabled,patch2_inference_enabled,tracker1_pos_x,tracker1_pos_y,tracker1_pos_z,tracker1_rot_roll,tracker1_rot_pitch,tracker1_rot_yaw,tracker1_rot_quat_x,tracker1_rot_quat_y,tracker1_rot_quat_z,tracker1_rot_quat_w,tracker2_pos_x,tracker2_pos_y,tracker2_pos_z,tracker2_rot_roll,tracker2_rot_pitch,tracker2_rot_yaw,tracker2_rot_quat_x,tracker2_rot_quat_y,tracker2_rot_quat_z,tracker2_rot_quat_w,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1754655447.947675,1.0,9.0,1.0,1.0,0.1502978801727295,1.0139771699905396,0.11636607348918915,88.88986922717041,-87.1430850073813,0.6226490202137076,0.5099883089167,-0.489314858014081,0.48543934990495075,0.5146177158741009,-0.159956157207489,1.0122095346450806,-0.07661531865596771,-82.61323012336817,-82.10519165599285,172.65734586146888,0.4604571526498695,-0.5283460202992701,0.5375543224139865,0.4688975345401847,-97.4,-40.6,684.11,96.4,55.2,119.51,2.2,-12.8,-48.13,-61.4,2.2,-49.42,-113.4,134.2,240.31,38.0,110.6,25.84,-60.0,1.6,-53.3,-6.4,-62.6,-55.56,-153.8,204.0,37.15,-59.2,131.4,-12.27,-137.4,-47.0,-29.39,-148.2,-172.0,154.39,-96.6,58.2,-54.91,-121.2,54.4,-43.93,-251.6,47.2,28.75,-214.2,22.2,496.13,-155.8,32.0,-48.77,-143.4,79.4,-91.09,-203.8,106.6,10.01,-183.0,217.0,172.48,-102.0,41.2,-57.49,-111.6,34.4,-52.65,-96.0,75.8,-61.05,-66.6,161.0,-34.24
1754655448.7013974,1.0,9.0,1.0,1.0,0.1505206823348999,1.0140219926834106,0.11626391112804413,88.70988144974977,-87.14084994241763,0.811561372194456,0.5099959028635083,-0.4892264788586377,0.48550939304557855,0.5146280953446938,-0.16029822826385498,1.0129332542419434,-0.07629819214344025,-82.27387330323293,-82.0871095360078,172.28285282331498,0.46002582124004443,-0.5283202782422239,0.5376689646074273,0.4692183813604398,-97.4,-40.6,684.44,96.2,54.8,119.51,3.0,-13.0,-48.77,-61.8,2.2,-49.74,-113.0,134.8,240.31,38.0,110.6,26.49,-60.8,1.2,-52.97,-8.0,-65.6,-54.91,-154.0,204.4,36.5,-40.4,134.0,-1.94,-31.8,9.4,-71.71,-89.4,35.8,-53.3,-85.6,53.0,-51.68,-75.6,43.8,-47.8,-84.0,23.0,-75.58,-83.4,5.2,-64.6,-151.0,20.8,-47.48,-124.2,41.8,-92.38,-129.0,-21.4,-38.11,-121.2,-105.2,-35.53,-108.4,30.2,-59.11,-133.8,-3.8,-50.71,-165.2,-72.2,-15.18,-113.8,-190.0,157.62
1754655453.7714772,1.0,9.0,1.0,1.0,0.150657057762146,1.0138887166976929,0.11616961658000946,89.26700030674297,-87.12427349023447,0.24672426452873486,0.5101557569766375,-0.4893057204960456,0.48527834535952113,0.5146122424659618,-0.16101813316345215,1.0139153003692627,-0.07602749764919281,-81.56691639696119,-82.03316180802334,171.54798664873158,0.45925258727817214,-0.5281324829913155,0.5381666766433074,0.4696165204910716,-92.0,-37.0,687.99,107.2,63.8,123.71,15.0,10.6,-42.64,-57.0,38.2,-45.87,-108.0,136.2,241.28,59.8,121.8,31.65,-20.2,47.0,-56.85,14.6,38.2,-82.04,-143.8,205.8,41.02,-19.4,143.0,-9.04,-26.8,11.2,-77.2,-87.8,35.8,-54.91,-85.0,53.0,-52.0,-76.0,43.8,-47.16,-83.8,22.6,-74.94,-83.0,5.4,-63.63,-151.2,21.4,-48.13,-124.4,42.2,-93.02,-129.2,-21.4,-38.11,-121.4,-105.0,-34.88,-108.4,30.6,-59.11,-133.4,-3.8,-50.39,-165.4,-72.2,-15.18,-113.4,-189.8,157.3
1754655458.865851,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16165846586227417,1.0144935846328735,-0.07578428089618683,-81.72768446616129,-82.00646637774476,171.65295592161863,0.4589376668499082,-0.5285567552697742,0.5379794126052265,0.4696616191938217,-92.4,-36.6,687.67,107.2,63.4,124.03,14.8,10.0,-42.31,-56.8,38.4,-45.22,-107.8,136.4,241.93,60.2,122.0,32.3,-19.8,47.6,-56.85,14.6,38.2,-81.4,-143.8,205.2,40.38,-19.4,142.6,-9.04,-26.4,11.6,-77.2,-87.6,35.4,-54.91,-85.4,52.8,-52.0,-76.0,43.8,-47.16,-83.8,22.6,-75.26,-83.2,5.4,-63.95,-151.0,21.2,-47.16,-124.4,42.2,-93.35,-129.2,-21.4,-38.11,-121.2,-104.6,-34.88,-108.8,30.4,-58.46,-133.2,-3.8,-51.36,-165.2,-71.4,-15.83,-113.6,-190.2,157.62
1754655463.933678,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1613975167274475,1.0143741369247437,-0.07585348188877106,-81.12811597440944,-81.98801935808106,171.04426221446215,0.4584922655207709,-0.5282393560105832,0.538334117455632,0.4700471066023228,-92.6,-36.6,686.7,106.8,63.4,124.36,15.0,10.6,-42.31,-56.8,38.2,-45.22,-108.4,136.0,241.6,60.2,122.0,32.3,-19.8,47.4,-56.85,14.8,38.0,-82.04,-143.8,205.2,41.34,-19.4,142.8,-9.37,-26.6,11.2,-76.55,-88.0,35.6,-54.91,-85.2,52.6,-52.33,-76.0,43.6,-47.48,-83.8,22.8,-74.94,-83.2,5.2,-63.95,-150.8,21.4,-47.48,-124.4,42.0,-93.35,-129.2,-21.4,-37.47,-121.0,-104.8,-34.56,-108.6,30.4,-59.43,-132.8,-3.6,-50.71,-165.6,-72.0,-15.83,-113.4,-190.8,157.3
1754655469.009364,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16145139932632446,1.0146523714065552,-0.0757501870393753,-80.72880110027923,-81.98983014590172,170.66982016812366,0.4584145767890688,-0.5278550050136126,0.5386294968300077,0.4702162307782854,-91.8,-36.6,687.34,107.0,63.6,124.03,14.8,9.8,-42.64,-56.2,38.6,-44.9,-108.0,136.4,242.25,60.2,121.6,32.62,-20.0,47.4,-57.17,15.4,38.0,-81.72,-143.4,205.2,41.02,-19.6,143.0,-9.37,-26.6,11.4,-76.55,-87.6,36.2,-55.23,-85.0,52.6,-51.36,-76.2,43.8,-47.16,-84.4,22.4,-75.58,-83.4,6.0,-63.63,-151.0,21.0,-47.48,-124.2,42.4,-92.38,-129.2,-21.6,-37.47,-121.4,-105.2,-34.56,-108.4,30.4,-59.11,-133.4,-3.8,-50.39,-165.6,-72.6,-15.18,-113.2,-190.4,157.62
1754655474.1000779,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16182291507720947,1.0147911310195923,-0.07568849623203278,-80.928995467689,-81.95232067132645,170.8612222761416,0.45827659017863737,-0.5281540438619485,0.5386680846164359,0.4699707190841931,-92.2,-37.4,687.34,107.2,63.4,123.39,14.4,10.2,-41.99,-56.6,38.6,-45.87,-108.0,136.0,241.93,60.6,122.0,32.3,-20.0,47.2,-57.17,14.8,38.0,-82.04,-143.6,205.2,41.02,-19.6,142.8,-9.04,-26.8,10.8,-76.87,-87.8,36.0,-54.26,-85.2,52.8,-51.03,-75.6,43.8,-47.48,-84.0,23.0,-75.26,-83.0,5.6,-64.28,-151.2,21.2,-47.16,-124.2,42.2,-92.06,-128.4,-21.0,-37.79,-121.6,-105.2,-34.56,-108.6,30.6,-58.79,-132.8,-4.2,-50.71,-165.2,-72.4,-14.86,-113.2,-190.2,157.62
1754655479.1758697,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16175270080566406,1.0149304866790771,-0.07560659945011139,-80.26904414477903,-81.94828549790404,170.19885719654172,0.457911515992849,-0.5277118850632131,0.5390096367466628,0.47043144251603486,-92.6,-36.8,687.67,107.0,63.4,124.03,14.6,10.4,-42.96,-57.2,38.2,-45.54,-108.0,136.2,241.93,60.0,122.2,32.3,-19.8,47.2,-57.17,14.6,38.0,-81.72,-143.4,205.2,40.7,-19.6,143.0,-8.72,-26.6,11.2,-76.55,-87.4,35.8,-55.23,-84.8,52.8,-51.68,-76.2,43.6,-47.48,-84.2,22.4,-75.91,-83.2,5.2,-63.95,-151.0,21.4,-47.8,-124.6,42.4,-92.38,-129.0,-21.4,-37.47,-121.4,-105.4,-34.56,-108.6,30.4,-59.43,-133.2,-3.6,-50.07,-165.4,-72.4,-15.5,-113.6,-190.2,157.3
1754655484.2449844,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16193550825119019,1.0149857997894287,-0.07562021911144257,-80.4878198422402,-81.95129538886394,170.40540509963597,0.45798081330062096,-0.5279055643035314,0.5388356224785493,0.470345964440414,-92.0,-37.2,687.34,106.8,63.4,124.03,14.8,10.2,-42.64,-56.6,38.4,-44.9,-108.0,136.4,241.28,60.6,121.6,32.3,-20.0,47.2,-57.49,15.0,37.8,-82.04,-143.2,205.2,40.7,-19.2,142.6,-9.37,-26.6,11.4,-76.87,-87.6,35.8,-54.91,-85.2,52.8,-52.0,-76.2,43.4,-47.16,-84.4,22.8,-76.23,-83.2,5.2,-63.95,-150.8,21.2,-47.8,-124.4,41.8,-92.7,-129.0,-21.4,-37.47,-121.6,-105.0,-34.88,-109.0,30.4,-58.46,-133.2,-4.2,-50.07,-165.4,-72.4,-15.5,-113.4,-190.2,157.62
1754655489.3284197,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16204673051834106,1.0151140689849854,-0.0756143182516098,-80.39853399702436,-81.91407871107877,170.31876442998887,0.45774998042197423,-0.5279530753021268,0.539066694876513,0.4702525266388488,-92.0,-36.6,687.34,107.0,63.8,123.71,15.0,10.4,-42.31,-56.6,38.0,-45.87,-108.2,136.2,241.93,60.2,121.8,32.3,-19.8,47.2,-57.49,14.8,38.0,-81.72,-143.6,205.2,41.67,-19.8,143.2,-9.37,-26.8,11.2,-76.55,-87.6,36.0,-55.88,-84.8,52.6,-51.68,-76.0,43.4,-47.48,-84.4,22.8,-75.26,-83.2,5.2,-64.6,-151.0,21.2,-47.48,-124.2,42.0,-93.02,-129.2,-21.4,-37.47,-121.2,-105.0,-34.88,-108.6,30.0,-59.11,-133.0,-4.0,-51.03,-165.0,-72.6,-15.5,-113.6,-190.2,156.98
1754655499.4513533,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17222052812576294,1.0221781730651855,0.12010669708251953,-79.05746841007078,-78.34397347219027,169.0734858979122,0.43800482741718405,-0.5375649917461376,0.556965311832164,0.4571271308187114,-92.2,-36.6,688.31,107.0,63.6,123.71,15.0,10.4,-42.31,-56.8,38.6,-45.22,-108.0,136.2,242.25,60.0,121.8,32.62,-19.6,47.0,-56.85,14.6,37.6,-82.04,-143.6,205.0,41.34,-19.2,143.4,-8.72,-26.8,11.6,-77.2,-88.0,36.0,-54.59,-85.0,52.6,-52.0,-75.4,43.4,-47.48,-83.8,22.8,-74.94,-83.2,5.0,-63.95,-151.0,21.2,-47.8,-124.4,42.0,-93.35,-129.6,-21.2,-37.47,-121.0,-105.0,-34.56,-108.6,30.2,-59.11,-133.2,-4.0,-50.71,-165.4,-72.4,-15.5,-113.6,-190.0,157.3
1754655499.4791546,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17207926511764526,1.021953821182251,0.11976201832294464,-79.35897368669839,-78.33613496101134,169.33335385961794,0.4379785898454451,-0.5380602774151465,0.5566230819786204,0.4569863287663182,-92.0,-36.8,687.67,106.8,63.8,123.71,14.8,12.0,-38.11,-59.6,33.6,-37.15,-68.8,-32.6,171.19,-21.6,-27.4,-8.72,-48.8,-10.6,-57.82,7.6,21.8,-80.1,-128.4,-375.8,342.38,78.2,-111.0,105.62,11.8,-48.4,-66.86,-77.4,20.0,-57.49,-172.6,80.0,722.23,183.8,31.6,207.04,23.4,10.4,-58.79,-46.2,33.4,-65.89,-164.6,213.8,196.71,67.2,128.8,-3.23,-7.0,39.8,-49.74,-77.4,-4.0,-65.25,-102.4,-68.8,98.84,50.0,-7.4,-6.14,24.2,24.6,-77.84,-21.2,45.8,-70.41
1754655504.5587287,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16867226362228394,1.0163941383361816,0.11896359920501709,-80.8212779521522,-78.64017036502301,170.92726488826304,0.4412974567763668,-0.5380954232509206,0.5547126557378066,0.4560741019724685,-130.0,-149.4,-34.24,-104.8,18.0,-46.51,-48.4,-11.4,-47.16,-72.6,32.4,-38.44,-107.6,-50.2,84.95,-37.2,-34.6,-32.3,-46.0,-5.8,-57.82,10.4,27.4,-77.2,-123.6,-386.8,338.83,87.0,-114.8,105.94,21.0,-42.4,-65.25,-72.6,33.2,-54.26,-165.0,57.6,719.64,200.0,33.8,194.77,22.8,23.8,-66.22,-51.8,36.0,-66.86,-163.4,215.2,193.15,67.4,129.2,-2.91,-6.4,39.2,-49.1,-77.4,-4.0,-65.25,-102.6,-69.2,98.84,50.0,-6.8,-6.46,24.2,24.2,-77.52,-21.2,46.0,-69.77
1754655509.6310818,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16828107833862305,1.0159093141555786,0.1190042644739151,-80.92270357090663,-78.64808885755235,170.98981779828216,0.44123036054764647,-0.5383203082913228,0.554449325056581,0.456193851391721,-129.8,-149.6,-34.24,-104.8,18.2,-46.19,-48.4,-11.6,-46.84,-72.4,32.8,-39.08,-107.0,-50.0,85.27,-37.2,-34.2,-31.33,-45.8,-5.8,-57.49,10.6,27.4,-77.2,-123.6,-387.2,338.5,87.6,-115.0,105.94,20.6,-42.0,-65.25,-72.4,33.2,-53.3,-164.4,57.4,719.97,199.8,34.2,195.42,23.0,23.2,-65.57,-51.8,35.8,-66.54,-163.4,215.2,193.8,67.2,128.8,-3.55,-7.0,39.6,-49.1,-77.4,-3.6,-64.92,-102.6,-69.2,99.81,50.0,-7.0,-6.46,24.4,23.8,-77.84,-21.0,45.6,-69.77
1754655514.7190917,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16824853420257568,1.0156431198120117,0.11893448233604431,-81.325082876111,-78.72038397149558,171.35036623941838,0.4417121815254205,-0.5386460464519358,0.5536666185166143,0.4562937481142429,-130.0,-149.6,-34.24,-104.4,18.0,-46.84,-48.4,-11.4,-46.51,-72.6,32.6,-39.08,-107.4,-50.0,84.63,-37.0,-34.4,-31.33,-45.6,-5.2,-58.46,10.4,27.4,-77.52,-123.0,-387.0,338.83,87.0,-115.0,105.94,21.0,-42.8,-65.25,-73.0,32.8,-53.62,-164.2,57.8,719.32,199.6,34.0,194.45,22.6,24.0,-66.22,-51.4,35.6,-66.22,-163.6,215.4,193.48,67.0,129.2,-3.55,-7.0,39.6,-49.74,-77.2,-4.2,-64.92,-102.4,-69.0,98.84,50.0,-7.2,-7.11,24.2,24.4,-78.49,-21.4,46.4,-69.77
1754655519.7977488,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16806280612945557,1.0154893398284912,0.1189374029636383,-81.30484926425429,-78.75511868206634,171.2682900623835,0.44159365501885445,-0.5387531961731288,0.5532777455068794,0.4567533676363118,-129.8,-149.4,-34.56,-104.4,18.2,-46.19,-48.4,-11.8,-47.48,-72.8,32.8,-38.11,-107.4,-50.0,84.95,-37.2,-34.0,-31.65,-45.8,-5.4,-58.14,10.2,27.2,-77.2,-123.4,-386.8,338.83,87.2,-115.0,105.3,21.2,-42.4,-65.57,-72.6,33.2,-53.62,-164.6,57.2,719.32,199.8,34.4,194.77,23.2,24.0,-65.57,-52.0,36.0,-66.22,-163.6,215.2,193.48,66.8,129.0,-3.23,-6.4,39.4,-49.42,-77.6,-3.8,-64.6,-102.6,-69.2,98.84,50.4,-7.0,-6.46,24.2,24.2,-77.84,-21.2,45.8,-69.77
1754655524.8736632,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16798746585845947,1.0156861543655396,0.11892306804656982,-81.46327263862356,-78.76796683747972,171.46358495552275,0.4419495411176027,-0.5387238703622479,0.5532530965515147,0.45647346946618217,-129.6,-149.0,-34.56,-104.8,18.4,-46.51,-48.8,-11.6,-46.51,-72.4,32.4,-38.76,-107.6,-49.6,85.27,-37.2,-34.4,-31.01,-45.4,-5.6,-57.82,10.6,27.6,-77.2,-123.8,-387.2,338.5,87.4,-114.8,105.3,21.2,-42.2,-65.57,-72.8,33.2,-53.62,-164.2,57.8,720.29,200.0,34.0,195.09,23.2,23.4,-66.22,-52.0,35.8,-66.86,-163.2,215.4,193.48,67.4,129.0,-3.55,-6.8,39.4,-49.1,-77.4,-4.0,-65.57,-102.6,-68.8,98.52,50.0,-6.8,-7.11,24.0,24.0,-77.84,-21.4,46.2,-70.09
1754655529.9506922,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1680697202682495,1.0155943632125854,0.11886724829673767,-81.74875568583435,-78.78945472636458,171.71970702823316,0.44213194186563143,-0.5390441924319521,0.5528339914486103,0.4564264773524589,-129.8,-149.2,-35.21,-104.4,18.2,-46.51,-48.0,-11.8,-47.16,-72.8,33.0,-39.08,-107.6,-50.0,85.92,-37.2,-34.8,-30.36,-45.4,-5.4,-58.14,10.6,27.4,-76.87,-123.2,-387.4,339.15,87.2,-114.8,104.65,21.0,-42.4,-64.92,-72.8,33.4,-53.3,-164.6,58.2,719.64,200.2,34.0,195.09,23.4,23.4,-65.89,-51.4,36.0,-66.54,-163.6,215.8,193.48,67.0,129.2,-3.55,-6.6,39.4,-48.77,-77.2,-3.4,-64.28,-102.6,-69.6,99.48,49.8,-6.6,-6.46,24.2,23.6,-78.17,-21.4,46.4,-69.77
1754655535.0286708,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16808533668518066,1.015553593635559,0.11883370578289032,-81.62811780070342,-78.75199895254391,171.56222922445195,0.4416711620098606,-0.5391907550182848,0.5529427402599434,0.45656775058620586,-130.0,-149.8,-34.88,-105.0,18.2,-46.51,-48.8,-11.8,-47.48,-72.2,33.0,-38.76,-107.0,-49.8,85.6,-37.2,-34.6,-31.33,-46.0,-5.6,-57.82,10.0,27.2,-77.2,-123.4,-387.6,339.15,87.6,-114.6,105.3,21.2,-42.6,-65.57,-73.0,33.4,-54.26,-164.2,58.0,719.97,199.8,33.8,194.45,22.8,23.4,-66.54,-51.2,36.0,-66.22,-163.4,215.6,192.83,66.8,129.0,-3.88,-6.8,40.0,-48.77,-77.4,-3.8,-65.25,-102.4,-69.6,99.16,49.4,-7.0,-6.46,23.8,24.4,-78.17,-21.6,45.6,-69.77
1754655540.1021643,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16812664270401,1.0153664350509644,0.11889930069446564,-81.56800809211546,-78.78775269856824,171.53044215879822,0.44195278402785904,-0.5389077262026616,0.5529377618092002,0.4566354645419273,-129.8,-149.6,-34.56,-104.8,17.8,-47.16,-49.2,-11.4,-47.16,-72.8,33.4,-39.08,-107.2,-49.8,84.95,-37.4,-34.4,-31.33,-46.0,-5.8,-58.14,10.6,27.4,-77.52,-123.8,-387.2,338.83,87.4,-115.0,104.98,21.2,-42.4,-65.57,-73.0,33.4,-53.3,-164.4,58.0,719.97,200.2,34.4,195.09,22.6,23.8,-65.89,-51.6,36.0,-66.86,-163.6,215.2,193.48,67.4,129.0,-3.23,-6.8,39.4,-49.42,-77.6,-4.0,-65.25,-102.2,-69.2,99.16,49.8,-6.6,-6.14,23.8,24.6,-78.17,-21.6,45.8,-69.77
1754655547.57805,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1468157172203064,1.012746810913086,0.0038422495126724243,88.47648941958721,-42.464886087130125,0.8060931413145529,0.6520956965266534,-0.25488149738447646,0.2573446702403618,0.6660182046001293,-129.6,-149.2,-33.92,-105.0,18.4,-47.16,-48.2,-12.0,-47.48,-72.6,32.8,-39.08,-107.2,-49.8,84.63,-37.2,-34.0,-31.33,-46.0,-5.4,-58.14,10.6,27.2,-77.52,-123.8,-387.4,339.15,86.8,-115.0,104.33,20.8,-42.2,-64.92,-73.0,33.4,-53.94,-164.4,57.4,719.97,200.2,34.0,194.45,23.0,23.2,-65.57,-52.0,36.0,-66.86,-163.6,215.6,193.15,67.2,128.8,-3.88,-6.2,39.6,-49.42,-77.2,-3.4,-64.92,-102.4,-69.4,98.84,50.0,-7.2,-6.14,23.8,24.4,-77.84,-21.6,46.0,-70.09
1754655550.2614667,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14843147993087769,1.009905219078064,0.008547946810722351,88.43042181572123,-44.141654500325686,1.3698421659573223,0.6494263195200058,-0.261566893147882,0.2699540480788047,0.661024148616642,-130.2,-149.2,-34.24,-104.2,16.2,-41.99,-36.2,-47.4,98.19,25.2,33.4,30.04,-150.6,-35.2,130.17,-183.6,85.2,96.25,30.0,214.0,161.18,131.6,95.0,-54.91,-157.4,-329.2,347.23,47.0,-24.0,123.06,38.6,70.8,-39.08,-34.2,90.8,-53.94,-178.0,109.8,719.0,178.6,94.2,198.0,19.2,78.0,-63.63,-43.8,69.8,-71.71,-167.0,306.2,181.2,35.0,195.4,-5.81,-26.8,76.6,-45.87,-83.2,15.0,-64.28,-97.0,157.2,-39.41,-48.4,98.6,-45.22,-22.0,54.6,-73.0,-36.8,58.8,-64.92
1754655555.3381364,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14704930782318115,1.0113162994384766,0.0086507648229599,88.4779333242896,-44.15773544103126,1.2037620416495451,0.6492849244305565,-0.2624898548994738,0.2691948613645028,0.6611068004156502,-229.8,-149.8,-11.31,-348.2,23.2,274.55,115.6,-35.6,424.42,75.6,26.4,11.31,-151.8,-34.0,131.14,-184.2,94.4,120.8,50.0,202.8,156.01,125.0,86.0,-61.37,-159.8,-324.2,349.16,48.4,-17.6,127.26,44.2,70.2,-38.11,-33.6,86.8,-54.26,-178.4,111.6,718.68,179.2,96.2,198.0,21.4,78.8,-63.31,-43.2,68.6,-70.09,-168.4,311.8,183.79,36.2,201.0,-4.52,-25.6,76.4,-44.57,-82.8,15.0,-64.28,-96.4,157.4,-40.05,-47.6,98.8,-44.57,-21.8,54.2,-73.32,-36.8,58.8,-64.6
1754655560.4139292,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467519998550415,1.0114856958389282,0.008765026926994324,88.41022880138948,-44.16547681700341,1.1963231448189027,0.6488599278829,-0.2627360461198277,0.26904027050393564,0.6614890885368183,-230.0,-149.4,-11.63,-348.0,23.4,273.58,115.6,-35.8,424.75,75.4,26.4,11.95,-150.8,-34.2,130.82,-184.4,94.2,120.48,49.6,202.4,155.04,124.4,86.2,-61.05,-159.2,-324.0,349.49,48.8,-17.6,127.59,44.2,70.2,-38.11,-33.8,86.4,-55.23,-178.6,112.0,719.0,179.0,96.4,198.32,21.4,77.8,-63.95,-43.4,68.4,-69.77,-168.6,311.8,183.14,36.2,201.6,-4.52,-25.4,76.4,-45.22,-83.2,15.2,-63.95,-96.8,157.0,-39.41,-48.0,98.8,-44.57,-22.6,54.4,-73.0,-36.2,58.8,-65.25
1754655565.4934897,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14693373441696167,1.0113182067871094,0.008682236075401306,88.32166121134505,-44.16784775749248,1.2228357463974053,0.6484040025256689,-0.2628076947283159,0.26900352071891553,0.6619224775108103,-230.2,-149.6,-11.63,-348.4,23.0,273.9,115.8,-35.8,424.42,75.2,26.8,11.63,-151.4,-33.8,131.46,-184.4,94.4,120.16,49.8,203.0,155.69,124.8,85.8,-61.05,-159.4,-324.6,349.16,49.2,-17.2,127.59,44.4,69.8,-38.11,-33.4,86.6,-54.59,-178.6,111.6,719.0,179.4,96.4,198.0,21.2,78.4,-62.66,-43.4,68.4,-70.41,-168.2,311.8,184.11,36.6,201.2,-4.52,-26.0,76.2,-45.22,-83.0,15.2,-64.28,-96.8,156.8,-39.41,-47.6,98.2,-45.22,-22.4,54.6,-73.0,-36.4,59.0,-64.92
1754655570.5674374,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14711683988571167,1.0113050937652588,0.008698120713233948,88.31156829510955,-44.18289872823347,1.2077465013628124,0.6482776113488703,-0.2630044388870819,0.268977641651334,0.6619786640569133,-229.8,-149.2,-10.66,-348.6,23.6,274.23,116.0,-35.4,424.75,75.8,26.4,11.95,-152.0,-33.8,131.14,-184.4,94.4,120.8,49.8,202.8,155.36,125.4,86.4,-61.05,-159.2,-324.4,349.16,48.6,-17.6,126.62,44.2,70.0,-38.11,-33.6,86.6,-54.59,-178.8,111.6,719.0,179.4,96.2,198.32,21.6,79.0,-63.95,-43.2,69.0,-69.44,-168.6,311.8,183.14,36.2,200.8,-4.2,-25.4,76.2,-45.22,-82.6,14.8,-64.28,-96.8,156.6,-39.08,-47.8,98.6,-44.9,-22.0,54.8,-72.68,-36.2,58.8,-64.28
