timestamp,patch1_area_id,patch2_area_id,patch1_inference_enabled,patch2_inference_enabled,tracker1_pos_x,tracker1_pos_y,tracker1_pos_z,tracker1_rot_roll,tracker1_rot_pitch,tracker1_rot_yaw,tracker1_rot_quat_x,tracker1_rot_quat_y,tracker1_rot_quat_z,tracker1_rot_quat_w,tracker2_pos_x,tracker2_pos_y,tracker2_pos_z,tracker2_rot_roll,tracker2_rot_pitch,tracker2_rot_yaw,tracker2_rot_quat_x,tracker2_rot_quat_y,tracker2_rot_quat_z,tracker2_rot_quat_w,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z
1754655941.2280157,3.0,5.0,1.0,1.0,-0.17109203338623047,1.0110268592834473,0.11955343186855316,88.16616843890198,-35.185096979679116,-0.45420893795302114,0.6622969772054563,-0.21973969599492985,0.20755692245360532,0.6855634146648707,-0.004033446311950684,1.0078731775283813,0.014947876334190369,89.18623049759664,-31.994052770093848,0.3824733179676199,0.6755318501020829,-0.19399505128471203,0.19576467762096908,0.6838850373164795,-119.8,-50.4,-49.74,-111.0,-4.2,-54.26,-62.0,-61.6,-49.42,-96.0,-24.4,-37.15,-146.0,-13.4,-39.08,-118.6,-67.2,-47.48,-69.8,-89.4,-40.05,15.0,-21.0,-75.26,-187.8,-59.2,-27.46,-204.0,-168.2,109.5,26.4,-235.4,114.99,-8.2,-27.2,-31.01,-203.6,-47.0,-35.21,-343.2,-54.6,357.56,149.0,-35.2,423.45,76.4,26.4,-12.6,-231.6,-48.0,-31.65,-222.8,169.6,87.86,45.8,216.0,180.56,5.4,43.4,-35.21,-137.2,-200.0,68.15,-23.0,-14.8,4.2,25.8,98.0,-49.74,12.8,80.4,-68.8
1754655946.3113592,3.0,5.0,1.0,1.0,-0.1711043119430542,1.0111596584320068,0.119426429271698,88.12677889696104,-35.17625073991138,-0.44791602793377133,0.6620897921130289,-0.2197218608608655,0.20746779053137096,0.6857961978356678,-0.004272103309631348,1.008009672164917,0.015013977885246277,89.18818489662192,-31.955580716105867,0.340437560677666,0.6755365184306217,-0.19400948709861418,0.1952906780330838,0.6840118226503055,-120.2,-49.6,-48.45,-111.8,-5.0,-54.26,-62.4,-61.8,-49.1,-95.8,-24.6,-37.47,-146.2,-12.8,-39.41,-118.6,-67.0,-46.51,-70.0,-88.8,-40.05,14.8,-21.2,-75.58,-188.2,-59.2,-28.1,-204.8,-168.6,110.14,26.0,-235.2,114.99,-7.8,-27.8,-31.01,-203.8,-47.6,-35.85,-342.8,-55.0,357.88,149.2,-34.8,424.1,76.8,25.6,-13.57,-231.8,-48.2,-31.98,-223.0,169.4,87.21,45.6,215.8,181.2,5.6,43.6,-35.53,-137.4,-200.4,68.15,-23.0,-14.6,5.17,25.4,97.6,-49.74,13.2,80.4,-68.15
1754655954.93447,3.0,6.0,1.0,1.0,-0.1710110902786255,1.0108393430709839,0.11939314007759094,88.21276237616115,-35.205745938837886,-0.3472406654356507,0.6627421363109087,-0.21915990918397268,0.2084055304454261,0.6850611736958675,-0.16512000560760498,1.0067507028579712,0.01439368724822998,88.57933453831222,-42.863168450811166,0.5031800265331235,0.6511450684680684,-0.2586962244041622,0.2580701616149058,0.6651962604932612,-120.0,-50.2,-49.1,-111.4,-4.6,-54.91,-61.8,-61.8,-48.77,-95.2,-24.8,-36.18,-146.4,-13.0,-39.73,-118.4,-67.2,-46.51,-69.8,-88.8,-40.38,14.6,-21.0,-75.26,-188.4,-58.8,-27.78,-204.6,-168.4,109.82,26.0,-235.4,114.99,-8.4,-27.4,-31.98,-203.8,-47.8,-35.53,-343.2,-55.0,357.88,149.0,-35.0,424.75,76.6,26.2,-12.6,-231.8,-48.2,-32.62,-223.0,169.6,87.21,46.0,216.8,180.88,5.8,43.4,-35.53,-137.4,-200.4,68.15,-22.6,-15.8,4.52,25.4,97.2,-48.77,12.6,80.6,-68.15
1754655956.4654825,3.0,6.0,1.0,1.0,-0.1745924949645996,1.014872670173645,0.12639261782169342,87.94908327805692,-45.770212328516614,0.48686355760422567,0.6408680697055287,-0.27713972082440147,0.27283193719350496,0.6618491575032656,-0.160503089427948,1.0073506832122803,0.013143196702003479,88.53394816346002,-42.96132447898535,0.7660622631875482,0.6512586650506453,-0.257876900916906,0.2600485180506147,0.6646324832031597,-121.6,-46.2,-33.59,-105.2,23.6,-44.25,-70.0,-30.2,-39.73,-106.6,-4.8,-27.78,-113.0,19.0,-33.27,-88.2,19.0,-59.11,-89.6,5.2,-55.56,-18.4,21.4,-67.51,-106.0,-22.0,-35.21,-74.4,8.8,-42.31,-61.6,-35.0,-73.97,-102.2,22.6,-48.77,-84.0,-60.8,-60.08,-78.4,-54.8,-52.65,-76.2,-25.2,-77.52,-74.2,5.4,-65.57,-169.8,-127.2,-44.25,-106.4,-106.4,-82.69,-57.8,-92.4,-39.73,-70.4,-60.0,-60.08,-179.2,-226.6,122.74,-89.4,-274.4,96.25,78.2,-227.6,76.23,50.8,-31.8,-43.28
1754655961.5418527,3.0,6.0,1.0,1.0,-0.17212772369384766,1.0109944343566895,0.12598247826099396,87.9754884742935,-45.80364922973578,0.45250194188806964,0.6408594009369873,-0.27746277540554637,0.27288370244653387,0.6617008579919228,-0.1615695357322693,1.0089701414108276,0.013583198189735413,88.31060223100808,-43.026895855625455,0.9721812550643234,0.6502829035153829,-0.25759693446164633,0.26111233087317076,0.665279041242268,-109.0,-31.8,-41.99,-101.4,28.4,-48.77,-69.4,-26.8,-40.7,-107.2,-3.6,-29.39,-111.8,20.2,-33.59,-88.6,21.2,-59.76,-90.2,6.4,-56.2,-19.0,21.6,-67.18,-105.2,-22.0,-35.21,-74.4,9.2,-41.67,-61.2,-34.6,-74.29,-101.6,22.2,-47.8,-82.8,-60.4,-59.11,-77.8,-53.2,-52.0,-75.8,-24.4,-76.23,-74.4,5.4,-63.63,-165.6,-125.6,-43.61,-106.8,-101.2,-83.33,-59.2,-89.4,-38.76,-71.2,-59.4,-61.37,-153.8,-275.0,71.06,-94.8,-274.2,84.3,78.2,-227.8,76.87,51.0,-32.6,-43.28
1754655966.6176822,3.0,6.0,1.0,1.0,-0.17181658744812012,1.0105787515640259,0.12600493431091309,88.01909438655328,-45.76783039376171,0.44985813958176873,0.6411884307064551,-0.27716627168848224,0.2727743008403966,0.6615514743253976,-0.1615636944770813,1.0088320970535278,0.013583064079284668,88.26838104390117,-42.95325246805415,0.9380519040873724,0.6501214325205089,-0.2574562343498758,0.2604042228248313,0.6657687177695021,-108.6,-31.6,-41.34,-101.4,29.0,-49.1,-69.4,-27.0,-40.7,-107.6,-3.8,-29.39,-112.0,20.2,-33.92,-88.6,21.0,-59.43,-90.2,6.8,-55.56,-19.0,21.8,-67.51,-104.8,-21.6,-34.56,-74.4,8.4,-41.34,-61.0,-35.0,-73.97,-102.2,22.8,-48.13,-82.8,-60.8,-59.11,-78.4,-53.2,-52.0,-76.2,-24.0,-76.87,-74.4,5.8,-64.28,-165.8,-125.4,-43.61,-106.0,-101.0,-82.69,-58.8,-89.8,-39.73,-71.2,-59.6,-61.37,-153.8,-275.2,71.38,-94.8,-274.0,83.66,77.6,-227.6,77.2,51.0,-32.4,-42.64
1754655971.6938992,3.0,6.0,1.0,1.0,-0.17189264297485352,1.0107356309890747,0.12595906853675842,87.9437932707269,-45.78108182932793,0.5212110638973949,0.6408952661400851,-0.27702325402850647,0.2730780916272324,0.6617701067046221,-0.16162145137786865,1.009005069732666,0.013649582862854004,88.25641592317992,-42.983022039774205,0.9716079389240052,0.6500625125596834,-0.25746713548573136,0.26074003203721147,0.66569060844023,-108.8,-31.8,-41.99,-101.2,29.0,-49.1,-69.6,-27.0,-40.7,-107.2,-4.0,-29.07,-111.8,19.8,-33.59,-88.4,21.4,-59.11,-90.0,6.2,-55.23,-19.0,21.4,-66.86,-105.0,-21.6,-35.21,-74.2,8.8,-41.99,-61.2,-35.0,-73.64,-101.8,23.2,-47.8,-83.0,-60.6,-59.76,-78.2,-53.4,-52.0,-76.0,-23.8,-76.55,-74.2,5.2,-63.95,-165.8,-125.0,-43.93,-106.4,-101.2,-83.33,-58.8,-89.6,-38.76,-70.8,-59.4,-61.37,-153.6,-275.0,71.38,-95.4,-274.2,83.66,77.8,-228.2,76.87,51.0,-31.8,-43.28
1754655976.7709908,3.0,6.0,1.0,1.0,-0.1717832088470459,1.0106950998306274,0.1259162873029709,87.99051481102865,-45.770057171333086,0.4723169785335374,0.6410725322590046,-0.27712155258717025,0.2728472544476396,0.6616524333499207,-0.16136717796325684,1.0088073015213013,0.013556256890296936,88.1777840827706,-42.98814085901011,1.0632289220535371,0.6498002492424656,-0.2571564736797401,0.2611246327611935,0.6659159438917392,-108.4,-31.6,-41.67,-101.4,28.8,-48.77,-69.4,-26.8,-40.38,-107.0,-3.6,-29.39,-112.2,20.0,-33.92,-88.2,21.0,-59.76,-90.0,6.8,-55.56,-18.8,21.6,-66.86,-105.2,-21.4,-34.88,-74.2,9.0,-41.34,-61.6,-34.8,-74.29,-102.2,22.2,-48.45,-83.2,-60.4,-59.43,-78.2,-53.0,-52.0,-76.2,-24.4,-76.23,-74.2,5.8,-63.95,-165.8,-125.0,-43.93,-106.2,-101.2,-83.33,-59.2,-89.6,-38.11,-71.4,-59.6,-61.69,-153.6,-275.0,71.06,-95.2,-273.8,83.01,77.6,-227.8,77.2,51.2,-32.2,-43.28
1754655981.8469558,3.0,6.0,1.0,1.0,-0.17185038328170776,1.0106498003005981,0.1259019821882248,87.92691034238612,-45.770676271966174,0.5378096622429788,0.6408621027792611,-0.2769103077752972,0.27307515561652823,0.6618506694867017,-0.1613582968711853,1.0087181329727173,0.013524442911148071,88.20056132174697,-43.039325616984925,1.093396783790204,0.649889138199115,-0.2572329583546376,0.2616390885811114,0.6655976387089922,-108.4,-31.6,-41.02,-101.2,29.2,-48.13,-69.2,-26.8,-40.7,-106.6,-3.6,-29.07,-112.2,19.8,-33.27,-88.8,21.4,-59.43,-90.2,6.4,-56.2,-19.0,21.8,-67.51,-105.2,-21.6,-35.53,-74.4,9.0,-42.31,-61.0,-35.0,-73.32,-102.0,22.2,-47.8,-82.8,-60.4,-59.43,-78.0,-53.2,-52.0,-75.8,-24.4,-76.55,-74.2,5.6,-63.95,-166.0,-125.0,-43.61,-106.0,-101.4,-83.33,-58.8,-89.6,-38.44,-71.4,-59.4,-61.69,-153.2,-275.0,71.06,-95.2,-274.0,83.33,77.8,-228.2,77.2,51.0,-32.0,-42.64
1754655986.9174051,3.0,6.0,1.0,1.0,-0.17199528217315674,1.0108681917190552,0.12597250938415527,88.01585884106458,-45.7899932232202,0.49665204955465636,0.6412311495376514,-0.2770405008556414,0.2731601697373917,0.6614035030399642,-0.16124433279037476,1.0084292888641357,0.013572603464126587,88.14794700015581,-43.03872919060985,1.1523397390403236,0.6497170527895635,-0.25701539805186246,0.2618600322837737,0.6657627610130655,-109.0,-32.0,-41.67,-101.6,28.4,-48.77,-69.2,-27.2,-41.67,-107.0,-3.8,-29.07,-112.2,19.8,-33.92,-88.2,21.4,-59.11,-90.0,6.0,-56.53,-19.0,21.4,-67.51,-105.2,-21.6,-35.21,-74.4,9.2,-41.99,-61.6,-34.6,-73.97,-102.4,22.6,-47.16,-82.4,-60.6,-60.08,-77.8,-53.0,-52.65,-76.2,-24.0,-76.23,-74.4,5.2,-63.31,-166.0,-125.4,-43.61,-106.0,-101.2,-83.33,-59.0,-89.6,-38.76,-71.2,-59.6,-61.69,-153.8,-275.4,71.71,-95.4,-274.0,83.01,77.6,-228.4,77.2,50.8,-32.0,-43.28
1754655991.9989922,3.0,6.0,1.0,1.0,-0.1718205213546753,1.010825753211975,0.12605009973049164,87.95987673140606,-45.74719356534846,0.487568890972303,0.6409857916007513,-0.27697668177855106,0.27273384298557435,0.6618438634232924,-0.16137433052062988,1.0087724924087524,0.01360638439655304,88.19711752369444,-43.00232806921983,1.0302137459207752,0.6498076603998271,-0.2573826674533672,0.26105604756727235,0.6658482222331905,-108.4,-32.2,-41.67,-101.4,28.6,-48.45,-69.4,-26.6,-41.02,-106.8,-4.0,-29.07,-111.8,20.0,-33.92,-88.2,21.0,-60.08,-90.4,6.4,-56.53,-19.2,21.2,-66.86,-105.0,-21.8,-35.21,-74.2,8.8,-41.67,-61.2,-34.8,-73.64,-102.4,22.6,-48.13,-82.6,-60.0,-59.76,-78.0,-53.6,-52.97,-76.0,-24.2,-76.87,-74.6,5.6,-64.28,-165.8,-125.4,-43.61,-106.2,-101.2,-83.01,-59.0,-90.2,-39.08,-71.2,-59.6,-60.72,-153.4,-274.6,71.06,-94.8,-274.0,83.98,77.2,-228.4,76.87,51.2,-32.0,-42.96
1754655997.0736876,3.0,6.0,1.0,1.0,-0.17188876867294312,1.0107938051223755,0.1258944571018219,87.98472379710577,-45.779197370100384,0.5211683680561255,0.641135853575769,-0.27691498630825373,0.2731662684736783,0.6615459012310655,-0.16141486167907715,1.0088342428207397,0.013593584299087524,88.15256029336962,-43.04994793153366,1.1100225913126807,0.6496245472702475,-0.25731045316894297,0.26168765536906935,0.6658068484211993,-109.0,-32.0,-41.02,-101.0,28.8,-49.1,-69.4,-27.0,-40.7,-106.8,-3.6,-28.75,-112.0,19.6,-34.24,-88.4,20.8,-59.76,-90.0,6.2,-55.56,-18.8,21.6,-67.83,-104.8,-21.6,-35.53,-74.4,9.0,-41.67,-61.4,-34.8,-74.29,-102.2,22.6,-47.8,-82.8,-60.6,-59.11,-78.4,-53.4,-52.33,-75.6,-24.4,-76.87,-74.4,6.0,-64.28,-165.8,-125.4,-44.25,-106.2,-101.4,-82.69,-59.0,-89.8,-39.08,-71.2,-59.6,-61.69,-153.4,-274.8,70.74,-95.0,-273.8,83.01,78.0,-228.0,76.23,50.8,-32.2,-43.28
1754656004.105626,3.0,7.0,1.0,1.0,-0.17143511772155762,1.0103005170822144,0.1260245442390442,88.15787117160438,-45.7957039567551,0.30927052652951686,0.6415836189464977,-0.27778430086931044,0.2724545981716381,0.661040656063663,0.1493282914161682,1.011794924736023,-0.09485606849193573,91.01892037226571,27.558610116117272,3.2244917126853716,0.6878651846738372,0.18634339599287994,-0.15069466590301758,0.6851340279202396,-108.6,-32.0,-41.67,-101.2,28.4,-48.45,-69.4,-27.2,-41.34,-107.2,-3.8,-28.75,-111.6,20.0,-34.24,-88.2,21.4,-59.43,-90.0,6.2,-56.2,-18.4,21.6,-67.51,-104.6,-21.4,-35.21,-74.6,8.8,-41.34,-61.0,-34.8,-73.97,-102.2,22.6,-47.8,-83.2,-60.6,-58.79,-78.2,-53.6,-52.33,-76.0,-24.0,-76.87,-74.6,5.8,-64.28,-165.6,-125.0,-43.93,-106.6,-100.8,-83.66,-59.2,-90.0,-38.76,-71.6,-65.0,7.11,-100.8,-224.8,69.12,12.6,-103.8,-22.93,-5.4,-13.8,-74.29,-36.6,33.6,-64.28
1754656007.2279134,3.0,7.0,1.0,1.0,-0.1702803373336792,1.0109915733337402,0.12601986527442932,88.22707259506181,-45.021192695352745,0.1291755964175694,0.6433564424495677,-0.27414969041787424,0.26724561964648075,0.6629586111586298,0.15109175443649292,1.0079008340835571,-0.09582208096981049,90.51021192828767,27.380148693456928,0.8292546329382005,0.6888462947719314,0.1715933897441154,-0.1631404360895803,0.68515077035896,-123.6,-28.8,-48.77,-149.6,36.0,-56.2,-236.2,-21.6,27.13,-283.2,41.2,508.73,-123.4,28.8,-38.44,-126.2,41.0,-64.28,-188.2,86.2,-27.78,-78.8,265.0,131.78,-109.6,-7.2,-36.18,-92.4,38.2,-45.87,-98.0,28.2,-76.23,-127.2,135.6,-28.42,-79.4,-47.4,-44.57,-80.2,-11.8,-51.68,-92.8,35.2,-76.23,-93.6,67.8,-64.92,-138.2,-92.2,-37.15,-79.2,-17.4,-91.09,-78.8,8.6,-50.07,-104.6,-2.4,-63.31,-79.8,-237.2,79.78,14.4,-103.2,-19.7,-5.4,-11.0,-73.64,-35.8,35.2,-63.63
1754656012.3133082,3.0,7.0,1.0,1.0,-0.17040657997131348,1.0111134052276611,0.12603774666786194,88.19499959415275,-45.00651834373361,0.11338219421796161,0.6431671065925619,-0.27422814599061934,0.26699517222498215,0.663210744376446,0.15087443590164185,1.0076773166656494,-0.09582291543483734,90.37284205458405,27.303573175904788,0.5486644851663545,0.6885572789905279,0.16964652548607792,-0.16415265475305144,0.6856841346616239,-123.2,-28.8,-48.45,-149.4,36.0,-55.88,-235.2,-21.2,27.13,-282.8,41.0,508.73,-123.4,29.0,-39.08,-126.4,41.0,-63.95,-188.8,86.0,-27.78,-78.6,265.2,132.75,-109.4,-7.6,-37.15,-92.0,38.2,-46.19,-98.0,28.2,-75.58,-127.0,136.2,-29.07,-76.8,-39.2,-55.56,-80.8,-11.6,-51.68,-92.8,34.4,-76.55,-93.4,67.6,-64.6,-138.6,-92.2,-36.5,-79.0,-17.2,-91.09,-79.4,8.6,-50.07,-104.8,-2.0,-62.34,-80.2,-237.0,81.72,14.6,-102.6,-19.7,-5.2,-10.8,-73.0,-35.8,35.0,-63.31
1754656017.3883162,3.0,7.0,1.0,1.0,-0.17032402753829956,1.0108731985092163,0.12607909739017487,88.19711170090864,-45.0055612638472,0.09121021718157261,0.6431284827117517,-0.2743421227769623,0.2668665435037457,0.6632528449632925,0.15025627613067627,1.0080523490905762,-0.09567968547344208,90.28683894652892,27.276420268923758,0.4035341363252725,0.6882971405530164,0.16873586139692925,-0.16473088612320735,0.686031268340426,-123.2,-28.8,-48.45,-149.4,36.0,-55.56,-235.6,-21.6,27.46,-283.0,41.2,508.4,-123.0,28.4,-40.05,-126.4,40.6,-64.28,-188.0,86.2,-27.78,-78.0,265.4,132.11,-109.6,-7.6,-36.82,-92.6,37.8,-46.51,-97.6,28.4,-75.91,-127.2,135.4,-29.72,-77.2,-39.6,-55.88,-81.0,-11.6,-51.03,-92.4,35.2,-76.23,-93.4,67.8,-64.6,-138.6,-92.6,-36.82,-78.6,-17.2,-91.09,-79.0,8.4,-50.39,-104.6,-2.2,-62.99,-80.0,-237.2,81.4,14.6,-103.0,-19.38,-5.2,-11.0,-73.32,-35.4,34.8,-64.28
1754656022.4726057,3.0,7.0,1.0,1.0,-0.17029273509979248,1.0110348463058472,0.1259966641664505,88.22661649975998,-45.00221013538076,0.11147853718661756,0.6433554937982721,-0.2741402022865207,0.26703563508763956,0.6630480661378142,0.14980703592300415,1.0084576606750488,-0.09547482430934906,90.23349534062352,27.24086568082036,0.28871071210632127,0.6881988469853998,0.16791042581457147,-0.1651261952880923,0.6862373411319784,-123.2,-28.6,-48.45,-149.0,35.6,-55.56,-235.6,-21.8,26.81,-282.8,41.0,509.69,-122.8,28.8,-39.08,-126.4,41.2,-63.63,-188.6,86.0,-28.1,-79.0,265.4,131.78,-109.4,-7.2,-36.5,-92.2,38.2,-46.51,-98.0,28.4,-75.58,-127.2,136.2,-29.07,-77.2,-39.6,-55.88,-80.6,-11.0,-51.68,-93.0,34.8,-76.87,-93.4,67.8,-64.28,-138.4,-92.4,-37.15,-79.0,-17.4,-90.76,-79.6,8.6,-50.07,-104.4,-2.2,-62.66,-79.8,-237.0,80.43,14.2,-102.0,-19.38,-5.2,-11.2,-73.32,-35.4,34.6,-63.95
1754656027.548202,3.0,7.0,1.0,1.0,-0.17044103145599365,1.0110419988632202,0.1260140836238861,88.24267278349761,-44.98152560493687,0.07545682605755832,0.6434102086941328,-0.2741852788041139,0.26674959902074585,0.6630914762318996,0.1495688557624817,1.0084937810897827,-0.09544648230075836,90.20999519702463,27.203679635293742,0.2016840381549341,0.6882399247784579,0.16719917030857578,-0.1653894591227703,0.6863063921748302,-123.2,-28.8,-48.45,-149.2,35.4,-56.2,-235.8,-21.6,27.13,-282.6,41.2,509.37,-123.0,28.8,-39.41,-125.8,40.6,-63.63,-188.4,86.0,-27.78,-78.6,265.6,132.11,-109.2,-7.4,-36.5,-92.6,38.0,-46.19,-97.8,28.2,-76.23,-127.4,135.6,-29.39,-77.2,-39.6,-55.88,-80.4,-11.2,-51.03,-92.8,34.2,-76.23,-93.4,67.8,-64.6,-138.4,-92.8,-37.15,-78.4,-16.8,-91.09,-79.2,8.2,-50.07,-104.8,-2.0,-62.99,-79.8,-236.8,80.75,14.6,-102.4,-19.7,-5.2,-11.2,-73.32,-35.6,34.6,-63.95
1754656032.6242447,3.0,7.0,1.0,1.0,-0.17033123970031738,1.0111051797866821,0.12598760426044464,88.27360639329258,-44.98222546222864,0.0801351738250189,0.6435987445411184,-0.27409104966253645,0.26685457479921815,0.6629052179249884,0.14954042434692383,1.008449673652649,-0.09547196328639984,90.23267287214553,27.211309148523192,0.19972401523167363,0.6883674243459385,0.1672003118219845,-0.1654801399478116,0.6861563717162028,-123.0,-28.6,-49.1,-149.6,36.0,-55.88,-235.6,-21.2,27.46,-283.0,40.8,509.69,-123.0,28.2,-39.08,-126.4,41.2,-63.95,-188.2,86.0,-28.1,-78.6,265.4,132.43,-109.2,-7.6,-37.15,-92.2,37.8,-45.87,-98.0,28.6,-75.58,-126.8,136.0,-29.07,-77.0,-39.2,-56.2,-81.0,-11.4,-51.68,-92.8,34.8,-76.87,-93.8,68.2,-64.92,-137.8,-92.6,-36.18,-79.4,-17.0,-91.09,-79.2,8.4,-49.74,-104.4,-2.0,-63.31,-79.8,-237.2,81.4,14.0,-102.6,-19.7,-5.2,-11.6,-73.0,-35.4,34.6,-64.28
1754656037.6988215,3.0,7.0,1.0,1.0,-0.17035984992980957,1.0110818147659302,0.1260378360748291,88.21639064419759,-44.987145852243614,0.10820233445778171,0.6433234177074156,-0.2740951725972345,0.26690772339345104,0.6631492937717114,0.14940696954727173,1.0087424516677856,-0.09537382423877716,90.1858030502549,27.208394300162055,0.08665386624534685,0.6882556633630156,0.16657148939895153,-0.16607149017833223,0.6862785305170227,-123.2,-28.6,-48.77,-149.4,36.0,-56.85,-235.8,-21.4,26.49,-282.6,41.0,509.69,-123.4,28.4,-38.76,-126.2,40.8,-63.95,-188.2,85.8,-27.13,-78.2,265.8,132.43,-109.2,-7.8,-37.15,-92.2,38.0,-46.84,-97.8,28.8,-76.23,-127.0,136.2,-29.39,-77.2,-39.0,-55.88,-80.8,-11.4,-51.36,-92.6,34.4,-75.91,-93.2,67.6,-64.28,-138.6,-92.4,-35.85,-79.2,-17.0,-91.09,-79.0,8.6,-50.07,-104.6,-2.0,-62.34,-80.2,-237.0,81.72,14.0,-102.4,-19.38,-5.4,-11.0,-73.0,-35.4,35.0,-64.28
1754656042.7788265,3.0,7.0,1.0,1.0,-0.17044150829315186,1.011064887046814,0.12595269083976746,88.20182539333165,-44.994309369435484,0.106540057253419,0.6432185223277129,-0.274179924102094,0.26690343497931257,0.6632177319543124,0.14935755729675293,1.0086872577667236,-0.0954270213842392,90.20993116365203,27.200072112875286,0.06298874030811988,0.6884466382169918,0.16634452712285802,-0.166198187027209,0.686111316831481,-123.2,-28.6,-48.45,-149.8,36.2,-55.56,-235.8,-21.4,26.49,-283.0,40.6,509.69,-123.4,29.0,-39.41,-126.4,41.0,-64.6,-188.2,85.6,-27.46,-79.2,265.6,132.43,-109.2,-7.8,-36.82,-92.6,37.8,-45.87,-97.6,27.8,-76.55,-127.6,136.2,-29.39,-77.0,-39.2,-56.2,-80.8,-11.6,-50.71,-93.0,34.4,-76.55,-93.0,67.8,-64.28,-138.2,-92.4,-36.5,-79.4,-17.0,-91.73,-79.6,8.2,-50.39,-104.6,-1.8,-63.31,-80.2,-237.4,81.07,14.6,-102.6,-19.38,-5.2,-11.6,-73.64,-35.6,35.0,-63.95
1754656047.8416512,3.0,7.0,1.0,1.0,-0.17040938138961792,1.0111113786697388,0.12606322765350342,88.24505205715538,-44.97488832393952,0.08496975524832201,0.6434621363073812,-0.2740879096154157,0.2667730730382157,0.6630719138447665,0.14931398630142212,1.0088273286819458,-0.09548871219158173,90.19011080147379,27.198022383361916,0.03171361904402412,0.6883763441914775,0.16617313920667412,-0.1663444042787658,0.6861879601964935,-123.8,-29.2,-48.45,-149.4,35.8,-55.23,-236.0,-21.6,26.81,-283.2,40.6,510.02,-123.6,29.0,-39.73,-126.2,41.0,-64.28,-188.8,86.2,-27.78,-78.8,266.0,132.75,-109.6,-7.0,-36.5,-92.4,38.2,-46.19,-98.0,28.6,-75.91,-127.0,136.2,-30.04,-77.2,-39.4,-55.88,-80.6,-11.6,-51.36,-92.6,34.4,-76.55,-93.0,67.6,-64.6,-138.4,-92.8,-36.5,-79.0,-17.0,-91.41,-79.2,8.4,-50.39,-104.6,-2.2,-62.99,-80.4,-237.0,81.07,14.6,-102.6,-19.38,-5.6,-11.4,-73.0,-35.6,35.0,-64.28
1754656055.6486204,3.0,8.0,1.0,1.0,-0.16579312086105347,1.0105291604995728,0.12589827179908752,88.2283284797511,-44.459505006433176,0.11059146190668866,0.6446146790875883,-0.27099554362801886,0.26398717645603187,0.6643372850734708,0.007696270942687988,1.0087178945541382,-0.09914998710155487,89.06317256268848,3.2861239108186693,-0.10141536591271412,0.7010317689373411,0.019819448134139883,-0.020739037475706552,0.7125527570850517,-123.0,-29.4,-48.77,-149.4,36.2,-55.88,-235.8,-21.6,26.81,-283.2,41.4,510.34,-123.2,28.6,-38.76,-126.4,40.6,-63.95,-188.8,85.6,-27.46,-79.0,265.6,132.75,-108.8,-7.4,-37.47,-92.6,37.6,-46.84,-97.8,29.2,-75.58,-127.4,136.4,-30.04,-77.2,-38.8,-55.88,-80.6,-12.4,-44.25,-86.0,30.2,-72.03,-91.4,67.0,-64.92,-138.2,-101.0,-33.59,-75.8,-21.0,-90.44,-77.6,7.6,-51.03,-104.4,-1.8,-63.31,-78.8,-255.2,108.53,24.0,-105.8,-13.57,-2.8,-10.6,-73.32,-34.4,43.4,-62.34
